"","checklist_id","SCIENTIFIC.NAME","OBSERVATION.COUNT","LATITUDE","LONGITUDE","OBSERVATION.DATE","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","DURATION.MINUTES","EFFORT.DISTANCE.KM","GROUP.IDENTIFIER","cell"
"81","S34573893","Aythya ferina","X",52.9586717,1.0574451,"2017-02-18","obsr296329","S34573893",240,"4.828","NA",101769359
"82","S34066155","Calidris canutus","20",52.9656361,0.6068444,"2017-01-21","obsr608730","S34066155",90,"2.7","NA",101733244
"83","S34573893","Gavia arctica","1",52.9586717,1.0574451,"2017-02-18","obsr296329","S34573893",240,"4.828","NA",101769359
"84","S41129576","Calidris alpina","X",52.9586717,1.0574451,"2017-12-15","obsr648811","S41129576",75,"2","NA",101769359
"85","S33334369","Recurvirostra avosetta","X",52.9656361,0.6068444,"2017-01-01","obsr648417","S33334369",180,"3.219","NA",101733244
"86","S34066155","Mareca strepera","12",52.9656361,0.6068444,"2017-01-21","obsr608730","S34066155",90,"2.7","NA",101733244
"87","S36512859","Cettia cetti","2",52.9656361,0.6068444,"2017-02-02","obsr290777","S36512859",210,"3","NA",101733244
"88","S41286077","Linaria cannabina","X",52.9656361,0.6068444,"2017-12-24","obsr278275","S41286077",180,"4","NA",101733244
"89","S125034619","Circus aeruginosus","1",52.9656361,0.6068444,"2017-01-10","obsr1513752","S125034619",180,"3","NA",101733244
"90","S41276792","Anas acuta","2",52.9656361,0.6068444,"2017-12-23","obsr20091","S41276792",136,"3.621","NA",101733244
"91","S125034619","Prunella modularis","1",52.9656361,0.6068444,"2017-01-10","obsr1513752","S125034619",180,"3","NA",101733244
"92","S37490002","Tadorna tadorna","X",52.9656361,0.6068444,"2017-01-20","obsr502956","S37490002",180,"2","NA",101733244
"93","S33882554","Anas crecca","300",52.9656361,0.6068444,"2017-01-21","obsr648044","S33882554",200,"2.414","NA",101733244
"94","S120948642","Mareca strepera","X",52.959393,1.055202,"2017-12-28","obsr195106","S120948642",120,"NA","NA",101769359
"95","S37490002","Anas crecca","100",52.9656361,0.6068444,"2017-01-20","obsr502956","S37490002",180,"2","NA",101733244
"96","S33909215","Tadorna tadorna","20",52.9656361,0.6068444,"2017-01-22","obsr648044","S33909215",180,"2.414","NA",101733244
"97","S34264003","Tadorna tadorna","2",52.9656361,0.6068444,"2017-02-08","obsr339095","S34264003",65,"1.609","NA",101733244
"98","S33408836","Arenaria interpres","X",52.9656361,0.6068444,"2017-01-03","obsr221472","S33408836",180,"2.5","NA",101733244
"99","S40062468","Parus major","X",52.9586717,1.0574451,"2017-01-29","obsr939124","S40062468",90,"1","NA",101769359
"100","S34512967","Pluvialis apricaria","1200",52.9656361,0.6068444,"2017-02-19","obsr20091","S34512967",169,"2.2","NA",101733244
"101","S33542019","Gallinula chloropus","2",52.9656361,0.6068444,"2017-01-08","obsr43068","S33542019",105,"3.862","NA",101733244
"102","S33408836","Falco tinnunculus","X",52.9656361,0.6068444,"2017-01-03","obsr221472","S33408836",180,"2.5","NA",101733244
"103","S41129680","Alopochen aegyptiaca","X",52.9656361,0.6068444,"2017-12-15","obsr648811","S41129680",65,"1","NA",101733244
"104","S34066155","Emberiza schoeniclus","7",52.9656361,0.6068444,"2017-01-21","obsr608730","S34066155",90,"2.7","NA",101733244
"105","S33746269","Pica pica","X",52.9656361,0.6068444,"2017-01-17","obsr427634","S33746269",300,"3","NA",101733244
"106","S33882554","Turdus merula","4",52.9656361,0.6068444,"2017-01-21","obsr648044","S33882554",200,"2.414","NA",101733244
"107","S34264003","Aythya marila","4",52.9656361,0.6068444,"2017-02-08","obsr339095","S34264003",65,"1.609","NA",101733244
"108","S34512967","Carduelis carduelis","12",52.9656361,0.6068444,"2017-02-19","obsr20091","S34512967",169,"2.2","NA",101733244
"109","S33408836","Carduelis carduelis","X",52.9656361,0.6068444,"2017-01-03","obsr221472","S33408836",180,"2.5","NA",101733244
"110","S33408836","Aegithalos caudatus","X",52.9656361,0.6068444,"2017-01-03","obsr221472","S33408836",180,"2.5","NA",101733244
"111","S120948645","Columba palumbus","X",52.959393,1.055202,"2017-12-25","obsr195106","S120948645",120,"NA","NA",101769359
"112","S34512967","Turdus philomelos","1",52.9656361,0.6068444,"2017-02-19","obsr20091","S34512967",169,"2.2","NA",101733244
"113","S34066155","Arenaria interpres","8",52.9656361,0.6068444,"2017-01-21","obsr608730","S34066155",90,"2.7","NA",101733244
"114","S33427972","Spatula clypeata","X",52.9586717,1.0574451,"2017-01-04","obsr221472","S33427972",60,"NA","NA",101769359
"115","S33882554","Rallus aquaticus","3",52.9656361,0.6068444,"2017-01-21","obsr648044","S33882554",200,"2.414","NA",101733244
"116","S33882554","Podiceps auritus","1",52.9656361,0.6068444,"2017-01-21","obsr648044","S33882554",200,"2.414","NA",101733244
"117","S41286077","Haematopus ostralegus","X",52.9656361,0.6068444,"2017-12-24","obsr278275","S41286077",180,"4","NA",101733244
"118","S37490002","Anser brachyrhynchus","1500",52.9656361,0.6068444,"2017-01-20","obsr502956","S37490002",180,"2","NA",101733244
"119","S34180722","Recurvirostra avosetta","9",52.9656361,0.6068444,"2017-02-05","obsr399070","S34180722",135,"3","NA",101733244
"120","S41286077","Pluvialis squatarola","X",52.9656361,0.6068444,"2017-12-24","obsr278275","S41286077",180,"4","NA",101733244
"121","S34573893","Anser brachyrhynchus","40",52.9586717,1.0574451,"2017-02-18","obsr296329","S34573893",240,"4.828","NA",101769359
"122","S33882554","Recurvirostra avosetta","6",52.9656361,0.6068444,"2017-01-21","obsr648044","S33882554",200,"2.414","NA",101733244
"123","S34195478","Corvus corone","X",52.9656361,0.6068444,"2017-02-05","obsr278275","S34195478",120,"3","NA",101733244
"124","S34573893","Anas crecca","X",52.9586717,1.0574451,"2017-02-18","obsr296329","S34573893",240,"4.828","NA",101769359
"125","S41026638","Egretta garzetta","1",52.9656361,0.6068444,"2017-12-09","obsr328880","S41026638",90,"3.219","NA",101733244
"126","S34180722","Anas platyrhynchos","20",52.9656361,0.6068444,"2017-02-05","obsr399070","S34180722",135,"3","NA",101733244
"127","S41322372","Larus argentatus","5",52.9586717,1.0574451,"2017-12-26","obsr939124","S41322372",125,"5","NA",101769359
"128","S120948645","Limosa lapponica","X",52.959393,1.055202,"2017-12-25","obsr195106","S120948645",120,"NA","NA",101769359
"129","S41129680","Larus fuscus","X",52.9656361,0.6068444,"2017-12-15","obsr648811","S41129680",65,"1","NA",101733244
"130","S34180722","Cyanistes caeruleus","2",52.9656361,0.6068444,"2017-02-05","obsr399070","S34180722",135,"3","NA",101733244
"131","S40062468","Chroicocephalus ridibundus","X",52.9586717,1.0574451,"2017-01-29","obsr939124","S40062468",90,"1","NA",101769359
"132","S34066155","Calidris alpina","10",52.9656361,0.6068444,"2017-01-21","obsr608730","S34066155",90,"2.7","NA",101733244
"133","S34512967","Limosa limosa","30",52.9656361,0.6068444,"2017-02-19","obsr20091","S34512967",169,"2.2","NA",101733244
"134","S34011499","Anthus petrosus","2",52.9656361,0.6068444,"2017-01-28","obsr277657","S34011499",140,"4.828","NA",101733244
"135","S33334369","Limosa limosa","1",52.9656361,0.6068444,"2017-01-01","obsr648417","S33334369",180,"3.219","NA",101733244
"136","S34512967","Branta bernicla","665",52.9656361,0.6068444,"2017-02-19","obsr20091","S34512967",169,"2.2","NA",101733244
"137","S33427972","Arenaria interpres","X",52.9586717,1.0574451,"2017-01-04","obsr221472","S33427972",60,"NA","NA",101769359
"138","S120948645","Aegithalos caudatus","X",52.959393,1.055202,"2017-12-25","obsr195106","S120948645",120,"NA","NA",101769359
"139","S33542019","Calidris alba","60",52.9656361,0.6068444,"2017-01-08","obsr43068","S33542019",105,"3.862","NA",101733244
"140","S125034619","Branta bernicla","20",52.9656361,0.6068444,"2017-01-10","obsr1513752","S125034619",180,"3","NA",101733244
"141","S33746269","Bucephala clangula","X",52.9656361,0.6068444,"2017-01-17","obsr427634","S33746269",300,"3","NA",101733244
"142","S120948645","Turdus merula","X",52.959393,1.055202,"2017-12-25","obsr195106","S120948645",120,"NA","NA",101769359
"143","S33909215","Larus argentatus","20",52.9656361,0.6068444,"2017-01-22","obsr648044","S33909215",180,"2.414","NA",101733244
"144","S34195478","Linaria cannabina","X",52.9656361,0.6068444,"2017-02-05","obsr278275","S34195478",120,"3","NA",101733244
"145","S41276792","Gavia stellata","4",52.9656361,0.6068444,"2017-12-23","obsr20091","S41276792",136,"3.621","NA",101733244
"146","S33586617","Phylloscopus collybita","1",52.9656361,0.6068444,"2017-01-10","obsr399070","S33586617",65,"1.5","NA",101733244
"147","S40027913","Rallus aquaticus","X",52.9656361,0.6068444,"2017-01-02","obsr939124","S40027913",120,"1","NA",101733244
"148","S33408836","Mareca penelope","X",52.9656361,0.6068444,"2017-01-03","obsr221472","S33408836",180,"2.5","NA",101733244
"149","S41026638","Anas platyrhynchos","20",52.9656361,0.6068444,"2017-12-09","obsr328880","S41026638",90,"3.219","NA",101733244
"150","S34011499","Regulus regulus","1",52.9656361,0.6068444,"2017-01-28","obsr277657","S34011499",140,"4.828","NA",101733244
"151","S33746269","Columba livia","X",52.9656361,0.6068444,"2017-01-17","obsr427634","S33746269",300,"3","NA",101733244
"152","S33882554","Clangula hyemalis","30",52.9656361,0.6068444,"2017-01-21","obsr648044","S33882554",200,"2.414","NA",101733244
"153","S41129680","Egretta garzetta","X",52.9656361,0.6068444,"2017-12-15","obsr648811","S41129680",65,"1","NA",101733244
"154","S34066155","Limosa limosa","6",52.9656361,0.6068444,"2017-01-21","obsr608730","S34066155",90,"2.7","NA",101733244
"155","S36512859","Larus fuscus","X",52.9656361,0.6068444,"2017-02-02","obsr290777","S36512859",210,"3","NA",101733244
"156","S36512859","Phalacrocorax carbo","X",52.9656361,0.6068444,"2017-02-02","obsr290777","S36512859",210,"3","NA",101733244
"157","S34326048","Limosa lapponica","X",52.9656361,0.6068444,"2017-02-11","obsr648417","S34326048",120,"3.219","NA",101733244
"158","S120948642","Anthus pratensis","X",52.959393,1.055202,"2017-12-28","obsr195106","S120948642",120,"NA","NA",101769359
"159","S34816856","Limosa lapponica","20",52.9656361,0.6068444,"2017-02-25","obsr356533","S34816856",180,"3","NA",101733244
"160","S33746269","Turdus merula","X",52.9656361,0.6068444,"2017-01-17","obsr427634","S33746269",300,"3","NA",101733244
"161","S37490002","Calidris alpina","X",52.9656361,0.6068444,"2017-01-20","obsr502956","S37490002",180,"2","NA",101733244
"162","S40027913","Spatula clypeata","X",52.9656361,0.6068444,"2017-01-02","obsr939124","S40027913",120,"1","NA",101733244
"163","S41129680","Calidris alba","X",52.9656361,0.6068444,"2017-12-15","obsr648811","S41129680",65,"1","NA",101733244
"164","S40028997","Recurvirostra avosetta","X",52.9656361,0.6068444,"2017-01-08","obsr939124","S40028997",90,"1","NA",101733244
"165","S33746269","Passer domesticus","X",52.9656361,0.6068444,"2017-01-17","obsr427634","S33746269",300,"3","NA",101733244
"166","S36512859","Alauda arvensis","X",52.9656361,0.6068444,"2017-02-02","obsr290777","S36512859",210,"3","NA",101733244
"167","S36512859","Gallinago gallinago","X",52.9656361,0.6068444,"2017-02-02","obsr290777","S36512859",210,"3","NA",101733244
"168","S34180722","Pluvialis squatarola","10",52.9656361,0.6068444,"2017-02-05","obsr399070","S34180722",135,"3","NA",101733244
"169","S41286077","Columba palumbus","X",52.9656361,0.6068444,"2017-12-24","obsr278275","S41286077",180,"4","NA",101733244
"170","S41276792","Anthus pratensis","4",52.9656361,0.6068444,"2017-12-23","obsr20091","S41276792",136,"3.621","NA",101733244
"171","S37490002","Troglodytes troglodytes","X",52.9656361,0.6068444,"2017-01-20","obsr502956","S37490002",180,"2","NA",101733244
"172","S34583499","Netta rufina","2",52.9656361,0.6068444,"2017-02-20","obsr778288","S34583499",255,"4","NA",101733244
"173","S41026638","Gallinula chloropus","3",52.9656361,0.6068444,"2017-12-09","obsr328880","S41026638",90,"3.219","NA",101733244
"174","S41286077","Charadrius hiaticula","1",52.9656361,0.6068444,"2017-12-24","obsr278275","S41286077",180,"4","NA",101733244
"175","S91522943","Haematopus ostralegus","1",52.9656361,0.6068444,"2017-02-19","obsr2462016","S91522943",10,"0.7","NA",101733244
"176","S33635315","Saxicola rubicola","1",52.9656361,0.6068444,"2017-01-12","obsr277657","S33635315",110,"3.219","NA",101733244
"177","S41129680","Erithacus rubecula","X",52.9656361,0.6068444,"2017-12-15","obsr648811","S41129680",65,"1","NA",101733244
"178","S33635315","Branta bernicla","X",52.9656361,0.6068444,"2017-01-12","obsr277657","S33635315",110,"3.219","NA",101733244
"179","S34011499","Acanthis flammea","2",52.9656361,0.6068444,"2017-01-28","obsr277657","S34011499",140,"4.828","NA",101733244
"180","S34326048","Tadorna tadorna","X",52.9656361,0.6068444,"2017-02-11","obsr648417","S34326048",120,"3.219","NA",101733244
"181","S41276792","Linaria cannabina","60",52.9656361,0.6068444,"2017-12-23","obsr20091","S41276792",136,"3.621","NA",101733244
"182","S36512859","Spatula clypeata","X",52.9656361,0.6068444,"2017-02-02","obsr290777","S36512859",210,"3","NA",101733244
"183","S33461351","Anas acuta","1",52.9656361,0.6068444,"2017-01-05","obsr648811","S33461351",50,"2","NA",101733244
"184","S41129680","Fringilla coelebs","X",52.9656361,0.6068444,"2017-12-15","obsr648811","S41129680",65,"1","NA",101733244
"185","S34011499","Bucephala clangula","5",52.9656361,0.6068444,"2017-01-28","obsr277657","S34011499",140,"4.828","NA",101733244
"186","S41129576","Limosa limosa","X",52.9586717,1.0574451,"2017-12-15","obsr648811","S41129576",75,"2","NA",101769359
"187","S34326048","Larus canus","X",52.9656361,0.6068444,"2017-02-11","obsr648417","S34326048",120,"3.219","NA",101733244
"188","S34066155","Columba sp.","2",52.9656361,0.6068444,"2017-01-21","obsr608730","S34066155",90,"2.7","NA",101733244
"189","S33408836","Sturnus vulgaris","X",52.9656361,0.6068444,"2017-01-03","obsr221472","S33408836",180,"2.5","NA",101733244
"190","S41129576","Mareca strepera","X",52.9586717,1.0574451,"2017-12-15","obsr648811","S41129576",75,"2","NA",101769359
"191","S36512859","Anas crecca","X",52.9656361,0.6068444,"2017-02-02","obsr290777","S36512859",210,"3","NA",101733244
"192","S41286077","Certhia familiaris","1",52.9656361,0.6068444,"2017-12-24","obsr278275","S41286077",180,"4","NA",101733244
"193","S34573893","Larus marinus","X",52.9586717,1.0574451,"2017-02-18","obsr296329","S34573893",240,"4.828","NA",101769359
"194","S34264003","Melanitta nigra","X",52.9656361,0.6068444,"2017-02-08","obsr339095","S34264003",65,"1.609","NA",101733244
"195","S69667566","Rallus aquaticus","1",52.9656361,0.6068444,"2017-02-18","obsr760241","S69667566",60,"1.287","NA",101733244
"196","S40027913","Vanellus vanellus","X",52.9656361,0.6068444,"2017-01-02","obsr939124","S40027913",120,"1","NA",101733244
"197","S120948645","Aythya fuligula","X",52.959393,1.055202,"2017-12-25","obsr195106","S120948645",120,"NA","NA",101769359
"198","S33635315","Calidris alba","X",52.9656361,0.6068444,"2017-01-12","obsr277657","S33635315",110,"3.219","NA",101733244
"199","S33461351","Streptopelia decaocto","X",52.9656361,0.6068444,"2017-01-05","obsr648811","S33461351",50,"2","NA",101733244
"200","S33882554","Corvus corone","4",52.9656361,0.6068444,"2017-01-21","obsr648044","S33882554",200,"2.414","NA",101733244
"201","S34011499","Clangula hyemalis","20",52.9656361,0.6068444,"2017-01-28","obsr277657","S34011499",140,"4.828","NA",101733244
"202","S41129680","Phasianus colchicus","X",52.9656361,0.6068444,"2017-12-15","obsr648811","S41129680",65,"1","NA",101733244
"203","S34195478","Anas crecca","X",52.9656361,0.6068444,"2017-02-05","obsr278275","S34195478",120,"3","NA",101733244
"204","S33334369","Pluvialis squatarola","X",52.9656361,0.6068444,"2017-01-01","obsr648417","S33334369",180,"3.219","NA",101733244
"205","S41129680","Anas crecca","X",52.9656361,0.6068444,"2017-12-15","obsr648811","S41129680",65,"1","NA",101733244
"206","S41129680","Periparus ater","X",52.9656361,0.6068444,"2017-12-15","obsr648811","S41129680",65,"1","NA",101733244
"207","S34180722","Circus aeruginosus","3",52.9656361,0.6068444,"2017-02-05","obsr399070","S34180722",135,"3","NA",101733244
"208","S34816856","Tadorna tadorna","10",52.9656361,0.6068444,"2017-02-25","obsr356533","S34816856",180,"3","NA",101733244
"209","S34573893","Linaria cannabina","40",52.9586717,1.0574451,"2017-02-18","obsr296329","S34573893",240,"4.828","NA",101769359
"210","S33909215","Pluvialis squatarola","6",52.9656361,0.6068444,"2017-01-22","obsr648044","S33909215",180,"2.414","NA",101733244
"211","S40028997","Larus hyperboreus","1",52.9656361,0.6068444,"2017-01-08","obsr939124","S40028997",90,"1","NA",101733244
"212","S34512967","Buteo buteo","2",52.9656361,0.6068444,"2017-02-19","obsr20091","S34512967",169,"2.2","NA",101733244
"213","S41276792","Chroicocephalus ridibundus","480",52.9656361,0.6068444,"2017-12-23","obsr20091","S41276792",136,"3.621","NA",101733244
"214","S34011499","Phylloscopus collybita","1",52.9656361,0.6068444,"2017-01-28","obsr277657","S34011499",140,"4.828","NA",101733244
"215","S41026638","Tringa totanus","3",52.9656361,0.6068444,"2017-12-09","obsr328880","S41026638",90,"3.219","NA",101733244
"216","S33542019","Carduelis carduelis","10",52.9656361,0.6068444,"2017-01-08","obsr43068","S33542019",105,"3.862","NA",101733244
"217","S33635315","Larus argentatus","X",52.9656361,0.6068444,"2017-01-12","obsr277657","S33635315",110,"3.219","NA",101733244
