"","checklist_id","SCIENTIFIC.NAME","OBSERVATION.COUNT","LATITUDE","LONGITUDE","OBSERVATION.DATE","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","DURATION.MINUTES","EFFORT.DISTANCE.KM","GROUP.IDENTIFIER","cell"
"16","S38845355","Chlidonias hybrida","2",-27.2685099,152.8587437,"2017-08-26","obsr584753","S38845355",135,"1.5","NA",444634688
"17","S38570970","Anas gracilis","6",-27.2685099,152.8587437,"2017-08-10","obsr450386","S38570970",180,"2","NA",444634688
"18","S37733432","Anas gracilis","6",-27.2685099,152.8587437,"2017-06-22","obsr797995","S37733432",180,"2","NA",444634688
"19","S37346716","Aythya australis","50",-27.2685099,152.8587437,"2017-06-03","obsr920222","S37346716",80,"2","NA",444634688
"20","S38569971","Rhipidura albiscapa","X",-27.2685099,152.8587437,"2017-08-10","obsr427309","S38569971",300,"5","NA",444634688
"21","S38653537","Pachycephala rufiventris","8",-27.2685099,152.8587437,"2017-08-12","obsr277790","S38653537",300,"3","NA",444634688
"22","S38570970","Himantopus leucocephalus","30",-27.2685099,152.8587437,"2017-08-10","obsr450386","S38570970",180,"2","NA",444634688
"23","S38653537","Lalage leucomela","1",-27.2685099,152.8587437,"2017-08-12","obsr277790","S38653537",300,"3","NA",444634688
"24","S38583129","Fulica atra","15",-27.2685099,152.8587437,"2017-08-07","obsr277790","S38583129",240,"2.5","NA",444634688
"25","S38439221","Sphecotheres vieilloti","6",-27.2685099,152.8587437,"2017-07-31","obsr277790","S38439221",260,"2","NA",444634688
"26","S37806110","Gerygone olivacea","2",-27.2685099,152.8587437,"2017-06-26","obsr427309","S37806110",300,"3","NA",444634688
"27","S37478472","Hydroprogne caspia","3",-27.2685099,152.8587437,"2017-06-09","obsr450784","S37478472",30,"0.2","NA",444634688
"28","S37877430","Circus assimilis","1",-27.2685099,152.8587437,"2017-06-30","obsr450784","S37877430",140,"2","NA",444634688
"29","S38899898","Anas gracilis","X",-27.2685099,152.8587437,"2017-08-30","obsr427309","S38899898",270,"4","NA",444634688
"30","S38077852","Tachybaptus novaehollandiae","4",-27.2685099,152.8587437,"2017-07-11","obsr450784","S38077852",15,"0.1","NA",444634688
"31","S38583218","Cisticola exilis","6",-27.2685099,152.8587437,"2017-08-09","obsr277790","S38583218",240,"3","NA",444634688
"32","S37560679","Malurus cyaneus","3",-27.2685099,152.8587437,"2017-06-13","obsr450784","S37560679",20,"0.2","NA",444634688
"33","S38569971","Oriolus sagittatus","2",-27.2685099,152.8587437,"2017-08-10","obsr427309","S38569971",300,"5","NA",444634688
"34","S37877430","Anhinga novaehollandiae","2",-27.2685099,152.8587437,"2017-06-30","obsr450784","S37877430",140,"2","NA",444634688
"35","S38244864","Philemon corniculatus","1",-27.2685099,152.8587437,"2017-07-18","obsr277790","S38244864",260,"3","NA",444634688
"36","S37694849","Meliphaga lewinii","4",-27.2685099,152.8587437,"2017-06-20","obsr450386","S37694849",113,"1","NA",444634688
"37","S37654724","Cormobates leucophaea","2",-27.2685099,152.8587437,"2017-06-18","obsr836214","S37654724",270,"4.89","NA",444634688
"38","S37877430","Threskiornis molucca","1",-27.2685099,152.8587437,"2017-06-30","obsr450784","S37877430",140,"2","NA",444634688
"39","S38569971","Gerygone olivacea","1",-27.2685099,152.8587437,"2017-08-10","obsr427309","S38569971",300,"5","NA",444634688
"40","S38570970","Plectorhyncha lanceolata","1",-27.2685099,152.8587437,"2017-08-10","obsr450386","S38570970",180,"2","NA",444634688
"41","S38845568","Cisticola exilis","2",-27.2685099,152.8587437,"2017-08-26","obsr584753","S38845568",165,"1.5","NA",444634688
"42","S37751332","Trichoglossus moluccanus","X",-27.2685099,152.8587437,"2017-06-23","obsr676622","S37751332",180,"1","NA",444634688
"43","S38353712","Chlidonias hybrida","5",-27.2685099,152.8587437,"2017-07-23","obsr277790","S38353712",250,"3","NA",444634688
"44","S37898947","Numida meleagris","5",-27.2685099,152.8587437,"2017-07-01","obsr920222","S37898947",60,"1","NA",444634688
"45","S38583129","Sphecotheres vieilloti","15",-27.2685099,152.8587437,"2017-08-07","obsr277790","S38583129",240,"2.5","NA",444634688
"46","S38570970","Podiceps cristatus","12",-27.2685099,152.8587437,"2017-08-10","obsr450386","S38570970",180,"2","NA",444634688
"47","S37707902","Aythya australis","X",-27.2685099,152.8587437,"2017-06-21","obsr450434","S37707902",50,"1.5","NA",444634688
"48","S38439215","Aythya australis","150",-27.2685099,152.8587437,"2017-07-29","obsr277790","S38439215",180,"3","NA",444634688
"49","S38043121","Pardalotus punctatus","1",-27.2685099,152.8587437,"2017-07-09","obsr453532","S38043121",80,"NA","NA",444634688
"50","S37694849","Caligavis chrysops","3",-27.2685099,152.8587437,"2017-06-20","obsr450386","S37694849",113,"1","NA",444634688
"51","S38570970","Numida meleagris","6",-27.2685099,152.8587437,"2017-08-10","obsr450386","S38570970",180,"2","NA",444634688
"52","S38439221","Malurus melanocephalus","10",-27.2685099,152.8587437,"2017-07-31","obsr277790","S38439221",260,"2","NA",444634688
"53","S38499551","Ardea intermedia","2",-27.2685099,152.8587437,"2017-08-06","obsr450566","S38499551",110,"3","NA",444634688
"54","S38025348","Aythya australis","50",-27.2685099,152.8587437,"2017-07-08","obsr679476","S38025348",90,"1","NA",444634688
"55","S38583218","Petroica rosea","1",-27.2685099,152.8587437,"2017-08-09","obsr277790","S38583218",240,"3","NA",444634688
"56","S37367131","Aquila audax","2",-27.2685099,152.8587437,"2017-06-04","obsr920222","S37367131",150,"3","NA",444634688
"57","S38598762","Plectorhyncha lanceolata","2",-27.2685099,152.8587437,"2017-08-12","obsr505689","S38598762",120,"NA","NA",444634688
"58","S37694849","Geopelia humeralis","2",-27.2685099,152.8587437,"2017-06-20","obsr450386","S37694849",113,"1","NA",444634688
"59","S38845568","Ocyphaps lophotes","2",-27.2685099,152.8587437,"2017-08-26","obsr584753","S38845568",165,"1.5","NA",444634688
"60","S38077852","Pachycephala rufiventris","1",-27.2685099,152.8587437,"2017-07-11","obsr450784","S38077852",15,"0.1","NA",444634688
"61","S38569971","Thalasseus bergii","2",-27.2685099,152.8587437,"2017-08-10","obsr427309","S38569971",300,"5","NA",444634688
"62","S38274896","Dacelo novaeguineae","3",-27.2685099,152.8587437,"2017-07-19","obsr277790","S38274896",300,"3","NA",444634688
"63","S38244861","Caligavis chrysops","15",-27.2685099,152.8587437,"2017-07-17","obsr277790","S38244861",240,"3","NA",444634688
"64","S37898947","Coracina novaehollandiae","1",-27.2685099,152.8587437,"2017-07-01","obsr920222","S37898947",60,"1","NA",444634688
"65","S38295599","Vanellus miles","4",-27.2685099,152.8587437,"2017-07-22","obsr277790","S38295599",240,"3","NA",444634688
"66","S38569971","Zapornia pusilla","1",-27.2685099,152.8587437,"2017-08-10","obsr427309","S38569971",300,"5","NA",444634688
"67","S38653537","Colluricincla harmonica","2",-27.2685099,152.8587437,"2017-08-12","obsr277790","S38653537",300,"3","NA",444634688
"68","S38584962","Coracina novaehollandiae","4",-27.2685099,152.8587437,"2017-08-11","obsr679476","S38584962",210,"2.5","NA",444634688
"69","S37674153","Rhipidura leucophrys","2",-27.2685099,152.8587437,"2017-06-19","obsr450386","S37674153",25,"0.1","NA",444634688
"70","S37694849","Lonchura castaneothorax","6",-27.2685099,152.8587437,"2017-06-20","obsr450386","S37694849",113,"1","NA",444634688
"71","S38040530","Rhipidura leucophrys","2",-27.2685099,152.8587437,"2017-07-09","obsr907065","S38040530",120,"2","NA",444634688
"72","S38274896","Melithreptus albogularis","2",-27.2685099,152.8587437,"2017-07-19","obsr277790","S38274896",300,"3","NA",444634688
"73","S38040530","Pachycephala rufiventris","1",-27.2685099,152.8587437,"2017-07-09","obsr907065","S38040530",120,"2","NA",444634688
"74","S38844743","Cisticola exilis","6",-27.2685099,152.8587437,"2017-08-24","obsr277790","S38844743",240,"2.5","NA",444634688
"75","S38155903","Numida meleagris","5",-27.2685099,152.8587437,"2017-07-16","obsr678304","S38155903",90,"1","NA",444634688
"76","S38584962","Melithreptus albogularis","1",-27.2685099,152.8587437,"2017-08-11","obsr679476","S38584962",210,"2.5","NA",444634688
"77","S38197578","Stictonetta naevosa","27",-27.2685099,152.8587437,"2017-07-18","obsr427309","S38197578",270,"5","NA",444634688
"78","S38899898","Haliaeetus leucogaster","1",-27.2685099,152.8587437,"2017-08-30","obsr427309","S38899898",270,"4","NA",444634688
"79","S38653535","Cracticus nigrogularis","1",-27.2685099,152.8587437,"2017-08-11","obsr277790","S38653535",250,"2.5","NA",444634688
"80","S38439217","Anhinga novaehollandiae","1",-27.2685099,152.8587437,"2017-07-30","obsr277790","S38439217",120,"2","NA",444634688
"81","S38598762","Cisticola exilis","4",-27.2685099,152.8587437,"2017-08-12","obsr505689","S38598762",120,"NA","NA",444634688
"82","S37877430","Geopelia humeralis","1",-27.2685099,152.8587437,"2017-06-30","obsr450784","S37877430",140,"2","NA",444634688
"83","S38583218","Elseyornis melanops","6",-27.2685099,152.8587437,"2017-08-09","obsr277790","S38583218",240,"3","NA",444634688
"84","S39024839","Stictonetta naevosa","8",-27.2685099,152.8587437,"2017-08-31","obsr277790","S39024839",90,"2","NA",444634688
"85","S38845568","Anas gracilis","110",-27.2685099,152.8587437,"2017-08-26","obsr584753","S38845568",165,"1.5","NA",444634688
"86","S38845355","Ardea alba","1",-27.2685099,152.8587437,"2017-08-26","obsr584753","S38845355",135,"1.5","NA",444634688
"87","S37654724","Pachycephala rufiventris","5",-27.2685099,152.8587437,"2017-06-18","obsr836214","S37654724",270,"4.89","NA",444634688
"88","S38569971","Coracina novaehollandiae","5",-27.2685099,152.8587437,"2017-08-10","obsr427309","S38569971",300,"5","NA",444634688
"89","S38570970","Plegadis falcinellus","7",-27.2685099,152.8587437,"2017-08-10","obsr450386","S38570970",180,"2","NA",444634688
"90","S38845355","Pelecanus conspicillatus","3",-27.2685099,152.8587437,"2017-08-26","obsr584753","S38845355",135,"1.5","NA",444634688
"91","S38900528","Alectura lathami","4",-27.2685099,152.8587437,"2017-08-30","obsr450784","S38900528",20,"0.2","NA",444634688
"92","S38439215","Dacelo novaeguineae","3",-27.2685099,152.8587437,"2017-07-29","obsr277790","S38439215",180,"3","NA",444634688
"93","S38583127","Gymnorhina tibicen","2",-27.2685099,152.8587437,"2017-08-06","obsr277790","S38583127",200,"2.5","NA",444634688
"94","S38244861","Cacatua galerita","1",-27.2685099,152.8587437,"2017-07-17","obsr277790","S38244861",240,"3","NA",444634688
"95","S38583129","Pelecanus conspicillatus","15",-27.2685099,152.8587437,"2017-08-07","obsr277790","S38583129",240,"2.5","NA",444634688
"96","S37877430","Pardalotus striatus","1",-27.2685099,152.8587437,"2017-06-30","obsr450784","S37877430",140,"2","NA",444634688
"97","S37346716","Platalea regia","1",-27.2685099,152.8587437,"2017-06-03","obsr920222","S37346716",80,"2","NA",444634688
"98","S38274896","Pardalotus striatus","3",-27.2685099,152.8587437,"2017-07-19","obsr277790","S38274896",300,"3","NA",444634688
"99","S38569971","Caligavis chrysops","3",-27.2685099,152.8587437,"2017-08-10","obsr427309","S38569971",300,"5","NA",444634688
"100","S38900528","Caligavis chrysops","2",-27.2685099,152.8587437,"2017-08-30","obsr450784","S38900528",20,"0.2","NA",444634688
"101","S37838664","Anas superciliosa","8",-27.2685099,152.8587437,"2017-06-28","obsr450217","S37838664",70,"1","NA",444634688
"102","S38569971","Plectorhyncha lanceolata","1",-27.2685099,152.8587437,"2017-08-10","obsr427309","S38569971",300,"5","NA",444634688
"103","S37956300","Malurus cyaneus","1",-27.2685099,152.8587437,"2017-07-04","obsr450784","S37956300",15,"NA","NA",444634688
"104","S38244861","Chrysococcyx lucidus","2",-27.2685099,152.8587437,"2017-07-17","obsr277790","S38244861",240,"3","NA",444634688
"105","S38583218","Vanellus miles","30",-27.2685099,152.8587437,"2017-08-09","obsr277790","S38583218",240,"3","NA",444634688
"106","S37961118","Coracina novaehollandiae","3",-27.2685099,152.8587437,"2017-07-04","obsr450331","S37961118",90,"3","NA",444634688
"107","S38439217","Podiceps cristatus","1",-27.2685099,152.8587437,"2017-07-30","obsr277790","S38439217",120,"2","NA",444634688
"108","S38353478","Rhipidura rufifrons","1",-27.2685099,152.8587437,"2017-07-24","obsr277790","S38353478",300,"2","NA",444634688
"109","S38652684","Anas superciliosa","8",-27.2685099,152.8587437,"2017-08-15","obsr641272","S38652684",90,"1.5","NA",444634688
"110","S38652684","Fulica atra","70",-27.2685099,152.8587437,"2017-08-15","obsr641272","S38652684",90,"1.5","NA",444634688
"111","S38077852","Corvus orru","3",-27.2685099,152.8587437,"2017-07-11","obsr450784","S38077852",15,"0.1","NA",444634688
"112","S38777621","Pelecanus conspicillatus","50",-27.2685099,152.8587437,"2017-08-23","obsr450784","S38777621",90,"2","NA",444634688
"113","S37898947","Lopholaimus antarcticus","4",-27.2685099,152.8587437,"2017-07-01","obsr920222","S37898947",60,"1","NA",444634688
"114","S38569971","Colluricincla harmonica","2",-27.2685099,152.8587437,"2017-08-10","obsr427309","S38569971",300,"5","NA",444634688
"115","S37716551","Zosterops lateralis","8",-27.2685099,152.8587437,"2017-06-21","obsr679476","S37716551",190,"3","NA",444634688
"116","S38439221","Hirundo neoxena","3",-27.2685099,152.8587437,"2017-07-31","obsr277790","S38439221",260,"2","NA",444634688
"117","S38244864","Colluricincla harmonica","1",-27.2685099,152.8587437,"2017-07-18","obsr277790","S38244864",260,"3","NA",444634688
"118","S38439217","Gymnorhina tibicen","1",-27.2685099,152.8587437,"2017-07-30","obsr277790","S38439217",120,"2","NA",444634688
"119","S37733432","Trichoglossus moluccanus","6",-27.2685099,152.8587437,"2017-06-22","obsr797995","S37733432",180,"2","NA",444634688
"120","S38197578","Lichmera indistincta","1",-27.2685099,152.8587437,"2017-07-18","obsr427309","S38197578",270,"5","NA",444634688
"121","S38777621","Threskiornis molucca","2",-27.2685099,152.8587437,"2017-08-23","obsr450784","S38777621",90,"2","NA",444634688
"122","S38845568","Colluricincla harmonica","2",-27.2685099,152.8587437,"2017-08-26","obsr584753","S38845568",165,"1.5","NA",444634688
"123","S38353478","Hirundo neoxena","2",-27.2685099,152.8587437,"2017-07-24","obsr277790","S38353478",300,"2","NA",444634688
"124","S38653535","Grallina cyanoleuca","4",-27.2685099,152.8587437,"2017-08-11","obsr277790","S38653535",250,"2.5","NA",444634688
"125","S37733432","Neochmia temporalis","8",-27.2685099,152.8587437,"2017-06-22","obsr797995","S37733432",180,"2","NA",444634688
"126","S38197578","Ardea pacifica","1",-27.2685099,152.8587437,"2017-07-18","obsr427309","S38197578",270,"5","NA",444634688
"127","S37961118","Stictonetta naevosa","15",-27.2685099,152.8587437,"2017-07-04","obsr450331","S37961118",90,"3","NA",444634688
"128","S38900528","Chlidonias hybrida","3",-27.2685099,152.8587437,"2017-08-30","obsr450784","S38900528",20,"0.2","NA",444634688
"129","S37806110","Ardea alba","1",-27.2685099,152.8587437,"2017-06-26","obsr427309","S37806110",300,"3","NA",444634688
"130","S38569971","Egretta novaehollandiae","1",-27.2685099,152.8587437,"2017-08-10","obsr427309","S38569971",300,"5","NA",444634688
"131","S38583218","Ardea pacifica","1",-27.2685099,152.8587437,"2017-08-09","obsr277790","S38583218",240,"3","NA",444634688
"132","S38777621","Gymnorhina tibicen","1",-27.2685099,152.8587437,"2017-08-23","obsr450784","S38777621",90,"2","NA",444634688
"133","S38040530","Phalacrocorax varius","7",-27.2685099,152.8587437,"2017-07-09","obsr907065","S38040530",120,"2","NA",444634688
"134","S37752366","Dacelo novaeguineae","2",-27.2685099,152.8587437,"2017-06-23","obsr450386","S37752366",45,"0.2","NA",444634688
"135","S37751332","Meliphaga lewinii","X",-27.2685099,152.8587437,"2017-06-23","obsr676622","S37751332",180,"1","NA",444634688
"136","S37478472","Petroica rosea","1",-27.2685099,152.8587437,"2017-06-09","obsr450784","S37478472",30,"0.2","NA",444634688
"137","S38653535","Pelecanus conspicillatus","20",-27.2685099,152.8587437,"2017-08-11","obsr277790","S38653535",250,"2.5","NA",444634688
"138","S38439217","Sericornis frontalis","3",-27.2685099,152.8587437,"2017-07-30","obsr277790","S38439217",120,"2","NA",444634688
"139","S38120889","Hirundo neoxena","20",-27.2685099,152.8587437,"2017-07-14","obsr450350","S38120889",90,"0.2","NA",444634688
"140","S38844743","Turnix maculosus","1",-27.2685099,152.8587437,"2017-08-24","obsr277790","S38844743",240,"2.5","NA",444634688
"141","S38353712","Gerygone olivacea","6",-27.2685099,152.8587437,"2017-07-23","obsr277790","S38353712",250,"3","NA",444634688
"142","S38120889","Anhinga novaehollandiae","1",-27.2685099,152.8587437,"2017-07-14","obsr450350","S38120889",90,"0.2","NA",444634688
"143","S38584962","Threskiornis spinicollis","1",-27.2685099,152.8587437,"2017-08-11","obsr679476","S38584962",210,"2.5","NA",444634688
"144","S38899898","Pelecanus conspicillatus","X",-27.2685099,152.8587437,"2017-08-30","obsr427309","S38899898",270,"4","NA",444634688
"145","S37694849","Gallinula tenebrosa","2",-27.2685099,152.8587437,"2017-06-20","obsr450386","S37694849",113,"1","NA",444634688
"146","S38353478","Pelecanus conspicillatus","X",-27.2685099,152.8587437,"2017-07-24","obsr277790","S38353478",300,"2","NA",444634688
"147","S38244864","Lonchura castaneothorax","1",-27.2685099,152.8587437,"2017-07-18","obsr277790","S38244864",260,"3","NA",444634688
"148","S38295599","Malacorhynchus membranaceus","1",-27.2685099,152.8587437,"2017-07-22","obsr277790","S38295599",240,"3","NA",444634688
"149","S37898947","Pachycephala rufiventris","5",-27.2685099,152.8587437,"2017-07-01","obsr920222","S37898947",60,"1","NA",444634688
"150","S38274896","Sphecotheres vieilloti","25",-27.2685099,152.8587437,"2017-07-19","obsr277790","S38274896",300,"3","NA",444634688
"151","S38439215","Anas superciliosa","20",-27.2685099,152.8587437,"2017-07-29","obsr277790","S38439215",180,"3","NA",444634688
"152","S38583218","Colluricincla rufogaster","2",-27.2685099,152.8587437,"2017-08-09","obsr277790","S38583218",240,"3","NA",444634688
"153","S38653535","Phalacrocorax varius","3",-27.2685099,152.8587437,"2017-08-11","obsr277790","S38653535",250,"2.5","NA",444634688
"154","S38040530","Dacelo novaeguineae","1",-27.2685099,152.8587437,"2017-07-09","obsr907065","S38040530",120,"2","NA",444634688
"155","S39024839","Anhinga novaehollandiae","1",-27.2685099,152.8587437,"2017-08-31","obsr277790","S39024839",90,"2","NA",444634688
"156","S38077852","Microcarbo melanoleucos","4",-27.2685099,152.8587437,"2017-07-11","obsr450784","S38077852",15,"0.1","NA",444634688
"157","S38584962","Geopelia placida","1",-27.2685099,152.8587437,"2017-08-11","obsr679476","S38584962",210,"2.5","NA",444634688
"158","S38025348","Psophodes olivaceus","X",-27.2685099,152.8587437,"2017-07-08","obsr679476","S38025348",90,"1","NA",444634688
"159","S38353478","Acanthiza pusilla","3",-27.2685099,152.8587437,"2017-07-24","obsr277790","S38353478",300,"2","NA",444634688
"160","S38584962","Chroicocephalus novaehollandiae","3",-27.2685099,152.8587437,"2017-08-11","obsr679476","S38584962",210,"2.5","NA",444634688
"161","S37560679","Hirundo neoxena","10",-27.2685099,152.8587437,"2017-06-13","obsr450784","S37560679",20,"0.2","NA",444634688
"162","S38899898","Thalasseus bergii","2",-27.2685099,152.8587437,"2017-08-30","obsr427309","S38899898",270,"4","NA",444634688
"163","S38900528","Neochmia temporalis","2",-27.2685099,152.8587437,"2017-08-30","obsr450784","S38900528",20,"0.2","NA",444634688
"164","S38043121","Sphecotheres vieilloti","2",-27.2685099,152.8587437,"2017-07-09","obsr453532","S38043121",80,"NA","NA",444634688
"165","S37674153","Gymnorhina tibicen","2",-27.2685099,152.8587437,"2017-06-19","obsr450386","S37674153",25,"0.1","NA",444634688
"166","S37707902","Cisticola exilis","1",-27.2685099,152.8587437,"2017-06-21","obsr450434","S37707902",50,"1.5","NA",444634688
"167","S38092455","Artamus leucorynchus","3",-27.2685099,152.8587437,"2017-07-12","obsr450513","S38092455",92,"2.44","NA",444634688
"168","S38295599","Hydroprogne caspia","1",-27.2685099,152.8587437,"2017-07-22","obsr277790","S38295599",240,"3","NA",444634688
"169","S38583127","Dicaeum hirundinaceum","3",-27.2685099,152.8587437,"2017-08-06","obsr277790","S38583127",200,"2.5","NA",444634688
"170","S38598762","Himantopus leucocephalus","1",-27.2685099,152.8587437,"2017-08-12","obsr505689","S38598762",120,"NA","NA",444634688
"171","S38584962","Psophodes olivaceus","X",-27.2685099,152.8587437,"2017-08-11","obsr679476","S38584962",210,"2.5","NA",444634688
"172","S38155903","Porphyrio melanotus","3",-27.2685099,152.8587437,"2017-07-16","obsr678304","S38155903",90,"1","NA",444634688
"173","S38844743","Cormobates leucophaea","1",-27.2685099,152.8587437,"2017-08-24","obsr277790","S38844743",240,"2.5","NA",444634688
"174","S38353478","Rhipidura albiscapa","20",-27.2685099,152.8587437,"2017-07-24","obsr277790","S38353478",300,"2","NA",444634688
"175","S38244864","Haliastur sphenurus","2",-27.2685099,152.8587437,"2017-07-18","obsr277790","S38244864",260,"3","NA",444634688
"176","S38883957","Nycticorax caledonicus","1",-27.2685099,152.8587437,"2017-08-29","obsr450331","S38883957",95,"3","NA",444634688
"177","S38584962","Vanellus miles","8",-27.2685099,152.8587437,"2017-08-11","obsr679476","S38584962",210,"2.5","NA",444634688
"178","S37961118","Phalacrocorax sulcirostris","X",-27.2685099,152.8587437,"2017-07-04","obsr450331","S37961118",90,"3","NA",444634688
"179","S38653537","Cracticus nigrogularis","1",-27.2685099,152.8587437,"2017-08-12","obsr277790","S38653537",300,"3","NA",444634688
"180","S38583218","Tachybaptus novaehollandiae","30",-27.2685099,152.8587437,"2017-08-09","obsr277790","S38583218",240,"3","NA",444634688
"181","S38653537","Haliastur sphenurus","4",-27.2685099,152.8587437,"2017-08-12","obsr277790","S38653537",300,"3","NA",444634688
"182","S37838664","Pachycephala pectoralis","1",-27.2685099,152.8587437,"2017-06-28","obsr450217","S37838664",70,"1","NA",444634688
"183","S38584962","Gymnorhina tibicen","2",-27.2685099,152.8587437,"2017-08-11","obsr679476","S38584962",210,"2.5","NA",444634688
"184","S37346716","Microcarbo melanoleucos","20",-27.2685099,152.8587437,"2017-06-03","obsr920222","S37346716",80,"2","NA",444634688
"185","S38244861","Rhipidura rufifrons","1",-27.2685099,152.8587437,"2017-07-17","obsr277790","S38244861",240,"3","NA",444634688
"186","S38439217","Alectura lathami","1",-27.2685099,152.8587437,"2017-07-30","obsr277790","S38439217",120,"2","NA",444634688
"187","S38583127","Fulica atra","30",-27.2685099,152.8587437,"2017-08-06","obsr277790","S38583127",200,"2.5","NA",444634688
"188","S38900528","Philemon corniculatus","1",-27.2685099,152.8587437,"2017-08-30","obsr450784","S38900528",20,"0.2","NA",444634688
"189","S37478472","Tachybaptus novaehollandiae","2",-27.2685099,152.8587437,"2017-06-09","obsr450784","S37478472",30,"0.2","NA",444634688
"190","S38439215","Hirundo neoxena","10",-27.2685099,152.8587437,"2017-07-29","obsr277790","S38439215",180,"3","NA",444634688
"191","S38439217","Dacelo novaeguineae","3",-27.2685099,152.8587437,"2017-07-30","obsr277790","S38439217",120,"2","NA",444634688
"192","S38883957","Acrocephalus australis","1",-27.2685099,152.8587437,"2017-08-29","obsr450331","S38883957",95,"3","NA",444634688
"193","S38584962","Corvus orru","4",-27.2685099,152.8587437,"2017-08-11","obsr679476","S38584962",210,"2.5","NA",444634688
"194","S38583218","Cincloramphus timoriensis","6",-27.2685099,152.8587437,"2017-08-09","obsr277790","S38583218",240,"3","NA",444634688
"195","S37367131","Pachycephala pectoralis","2",-27.2685099,152.8587437,"2017-06-04","obsr920222","S37367131",150,"3","NA",444634688
"196","S38197578","Fulica atra","X",-27.2685099,152.8587437,"2017-07-18","obsr427309","S38197578",270,"5","NA",444634688
"197","S37654724","Malurus lamberti","X",-27.2685099,152.8587437,"2017-06-18","obsr836214","S37654724",270,"4.89","NA",444634688
"198","S38570970","Pachycephala rufiventris","2",-27.2685099,152.8587437,"2017-08-10","obsr450386","S38570970",180,"2","NA",444634688
"199","S38077852","Podiceps cristatus","6",-27.2685099,152.8587437,"2017-07-11","obsr450784","S38077852",15,"0.1","NA",444634688
"200","S38598762","Egretta novaehollandiae","1",-27.2685099,152.8587437,"2017-08-12","obsr505689","S38598762",120,"NA","NA",444634688
"201","S38043121","Fulica atra","60",-27.2685099,152.8587437,"2017-07-09","obsr453532","S38043121",80,"NA","NA",444634688
"202","S37674153","Meliphaga lewinii","2",-27.2685099,152.8587437,"2017-06-19","obsr450386","S37674153",25,"0.1","NA",444634688
"203","S38653535","Rhipidura leucophrys","3",-27.2685099,152.8587437,"2017-08-11","obsr277790","S38653535",250,"2.5","NA",444634688
"204","S38583129","Cracticus nigrogularis","2",-27.2685099,152.8587437,"2017-08-07","obsr277790","S38583129",240,"2.5","NA",444634688
"205","S38353712","Chrysococcyx basalis","1",-27.2685099,152.8587437,"2017-07-23","obsr277790","S38353712",250,"3","NA",444634688
"206","S37961118","Podiceps cristatus","X",-27.2685099,152.8587437,"2017-07-04","obsr450331","S37961118",90,"3","NA",444634688
"207","S38899898","Threskiornis molucca","X",-27.2685099,152.8587437,"2017-08-30","obsr427309","S38899898",270,"4","NA",444634688
"208","S37838664","Tachybaptus novaehollandiae","7",-27.2685099,152.8587437,"2017-06-28","obsr450217","S37838664",70,"1","NA",444634688
"209","S38845568","Pachycephala rufiventris","4",-27.2685099,152.8587437,"2017-08-26","obsr584753","S38845568",165,"1.5","NA",444634688
