"","cell_ID","SC_obs","obs.richness","sampsize_obs","SC_80","richness_80","sampsize_80","SC_90","richness_90","sampsize_90","SC_95","richness_95","sampsize_95","SC_97","richness_97","sampsize_97","SC_98","richness_98","sampsize_98","square"
"1",121713038,0.999590650278669,327,3942,0.7707097605679,69.4024456866511,8,0.909828455668146,110.583403677074,24,0.951619013449531,138.859862134598,48,0.96916834039307,160.983499492984,80,0.979676972717175,182.063652212637,127,
