"cell_ID","SC_obs","obs.richness","sampsize_obs","SC_80","richness_80","sampsize_80","SC_90","richness_90","sampsize_90","SC_95","richness_95","sampsize_95","SC_97","richness_97","sampsize_97","SC_98","richness_98","sampsize_98","square"
350041759,0.972103594716106,325,239,0.80195366974256,129.117940258603,21,0.900250112035215,187.633949730616,50,0.949919860951884,262.253723231645,124,0.969962457034199,317.782029727623,222,0.980018772396015,352.135862621991,317,"r3c2"
350077848,0.980436697306414,360,294,0.799041962923077,108.752312893541,12,0.900853428981954,161.596703689114,30,0.949836240788663,223.477519118919,73,0.970046485335594,291.707711768644,159,0.979998917993817,356.675405919467,286,"r3c2"
350149995,0.989772293331278,319,587,0.797610948486716,103.434979121586,17,0.901083371273304,144.91818783248,39,0.950210181475672,188.608884357322,86,0.970134228376494,224.532072213854,156,0.97998653763342,256.531476291945,254,"r3c2"
351809853,0.989987459051935,467,547,0.801828699110086,152.31249466573,17,0.899102683295131,213.710785821286,38,0.950096880521275,280.476800513697,84,0.970027923842093,332.149515054102,149,0.979999784167679,378.513186339003,241,"r3c2"
353325366,0.985094493485763,379,310,0.798375182065603,145.961760637198,19,0.899226826858895,209.92006264863,43,0.949807398029115,271.950770764237,90,0.970007161953927,317.459841784295,153,0.980022163994895,354.035778958264,233,"r3c2"
354191347,0.983606929200515,355,210,0.799453033601941,184.076599994869,24,0.899185583494799,244.52778814257,48,0.950229219764641,294.420085860528,88,0.969887615487236,324.400004518505,132,0.979994288132096,346.036799645363,182,"r3c2"
354374174,0.983522000865919,445,210,0.798628489035871,210.764952863424,19,0.898798882124769,283.227057247744,39,0.949909470735031,351.206108402613,77,0.969895581385825,396.313339226637,123,0.979977055119637,429.808233213115,177,"r3c2"
357691300,0.957738609921453,342,121,0.803842352735159,183.82658062546,22,0.899599368521862,251.621583944926,47,0.950003101451378,323.219524804247,100,0.970021967256635,374.755671856273,168,0.979942498237457,401.210463374635,223,"r3c2"
362563909,0.901257000908537,328,54,0.797952692874056,257.241794225223,29,0.898876404494382,325.412116466585,53,0.950515768228735,369.383551640515,83,0.969994776707197,385.748365401169,104,0.97272202625822,388.039597577112,108,"r3c2"
364476148,0.955270741360377,358,71,0.798511471525613,199.232397232551,14,0.901206649094002,275.451206526946,31,0.950214154668978,345.958759466643,63,0.970042265779386,395.638399018674,103,0.979935597706555,420.846980349643,135,"r3c2"
365054008,0.962663606004245,394,93,0.803930174670069,238.466368936719,22,0.899017036965464,314.510370778392,43,0.949885867657797,375.071196551979,76,0.969883065066126,405.227500898698,106,0.980077393596432,421.081435626298,131,"r3c2"
365920037,0.990360651435357,456,199,0.793893442655555,216.705361364336,12,0.900787371679636,283.974445079124,24,0.949588395522509,335.795224046265,43,0.969857706575268,373.112169061166,68,0.98003126934764,404.086182650926,101,"r3c2"
367363327,0.933148791287493,334,37,0.805596115391493,228.285866759157,13,0.9018572961671,298.911873179584,26,0.949644953870406,354.641439398111,46,0.969573042662208,379.577204613122,62,0.979146921835698,391.556878417327,74,"r3c2"
367435491,0.98548745148491,403,130,0.803642376945571,238.157635095229,18,0.898899927738727,295.920050940992,32,0.949470227971306,343.478001068577,55,0.969759906149947,372.837515118096,81,0.97998636637139,392.092634595717,108,"r3c2"
367471572,0.996985808186204,531,871,0.798944270886617,213.810643945892,18,0.900293715931451,276.647352157874,35,0.949694652193811,331.395442801322,65,0.970147445088373,371.339988104634,105,0.979890482347236,401.074849636221,152,"r3c2"
367471573,0.989032003269871,422,209,0.802349890942582,179.088631164126,11,0.900163112994641,239.825821607378,23,0.949520190814528,297.88764487712,46,0.970140906849123,340.688018662103,77,0.980043917104121,372.826590330283,114,"r3c2"
369238376,0.962723863335977,353,59,0.806888912026532,197.711003650136,10,0.900160963593939,258.299470606641,20,0.950043972230179,318.245731978155,40,0.970082127120563,383.195321379895,80,0.979903480074902,423.498158777879,118,"r3c2"
373063301,0.933613260803213,342,52,0.801472394273908,215.717158720469,15,0.900966338273326,290.829727763451,32,0.950149612948773,377.000376294845,71,0.969690195132733,418.359421109488,104,0.969690195132733,418.359421109488,104,"r3c2"
376274285,0.951156309587835,320,75,0.79684590101776,204.805768821554,21,0.898695960255414,267.692113219325,41,0.950276243093923,317.956209791143,73,0.96984141764615,342.929990907,102,0.97999975871658,355.396103901811,125,"r3c2"
377609110,0.989739286138873,489,293,0.805164250173366,221.861534896244,18,0.901169890237348,291.732754695509,36,0.950341660975921,357.554978211791,70,0.970113819002584,403.556991184618,113,0.980010782017571,437.5362197686,163,"r3c2"
379593672,0.935931334662165,407,57,0.797608378630634,294.332081729139,23,0.900077687795565,375.006698804123,43,0.950714159860003,419.751094450472,65,0.969861920278944,436.267213551484,80,0.980321596162944,445.289326262234,93,"r3c2"
379593695,0.973601415462419,513,129,0.798250327339372,302.384568341408,24,0.901028307048682,394.445414531692,47,0.949667093362407,464.349300567271,82,0.970130989679425,505.04763224468,119,0.980045636725417,527.993738850727,152,"r3c2"
379701943,0.974357119959589,435,240,0.798127491634773,231.460163029297,35,0.89988189774696,308.915413855301,71,0.949872762276339,378.123240083072,136,0.969928795208812,423.569194616073,213,0.980024666101324,449.513288618619,282,"r3c2"
379990600,0.921088758028906,319,61,0.800857363572122,219.303044771418,23,0.900771069292404,294.132514299064,48,0.950107276381449,357.344495635617,89,0.969966688198616,383.586329229529,120,0.970934240394214,384.864833544968,122,"r3c2"
380026685,0.944138785625774,325,50,0.79649186834171,204.775094007667,14,0.900576729530493,274.600195423094,29,0.949505886592634,333.662500960512,55,0.970138011827255,366.96275108919,81,0.97965703943206,382.326461643345,100,"r3c2"
380098846,0.849179228827846,323,32,0.797944152231122,255.376407622581,20,0.900346643314365,398.968657072484,51,0.924949240150169,435.496323378628,64,0.924949240150169,435.496323378628,64,0.924949240150169,435.496323378628,64,"r3c2"
380098847,0.966878053951604,315,96,0.804810489130163,135.911599952741,10,0.899068093265278,192.1133913246,23,0.949718878524616,267.070426211647,58,0.969950346798096,324.778712962283,106,0.980034570221419,356.875499053748,148,"r3c2"
380387674,0.934373783050017,316,111,0.802470143019021,194.838840981679,33,0.899373347839085,270.093420274035,71,0.949892347759323,341.346066299727,142,0.970015502347332,374.212688948245,201,0.975024090869391,382.393085726309,222,"r3c2"
