"","cell","number_checklists","total_SR","total_duration","avg_duration","no_months","5","10","1","2","4","9","12","6","11","8","7","3","square"
"1",517500725,1,3,180,10,1,1,0,0,0,0,0,0,0,0,0,0,0,"r4c2"
"2",517608511,1,2,40,5,1,0,1,0,0,0,0,0,0,0,0,0,0,"r4c2"
"3",517645049,1,2,36,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"r4c2"
"4",517861084,2,18,10160,110.434782608696,1,2,0,0,0,0,0,0,0,0,0,0,0,"r4c2"
"5",517861538,1,8,720,15,1,0,1,0,0,0,0,0,0,0,0,0,0,"r4c2"
"6",517897621,11,55,74900,165.70796460177,4,0,0,2,4,3,2,0,0,0,0,0,0,"r4c2"
"7",518005869,1,10,2220,37,1,0,1,0,0,0,0,0,0,0,0,0,0,"r4c2"
"8",518077581,2,17,15720,224.571428571429,2,1,0,0,1,0,0,0,0,0,0,0,0,"r4c2"
"9",518727077,1,7,280,10,1,0,0,1,0,0,0,0,0,0,0,0,0,"r4c2"
"10",518763112,1,6,360,15,1,0,0,0,0,0,0,1,0,0,0,0,0,"r4c2"
"11",518871410,1,11,1320,20,1,0,0,0,1,0,0,0,0,0,0,0,0,"r4c2"
"12",518979618,1,5,300,15,1,0,0,0,0,0,0,1,0,0,0,0,0,"r4c2"
"13",519015684,3,33,31920,147.777777777778,3,1,0,0,1,0,0,0,1,0,0,0,0,"r4c2"
"14",519051781,1,6,288,12,1,0,0,0,0,0,0,1,0,0,0,0,0,"r4c2"
"15",519232170,5,40,19976,62.0372670807453,2,0,0,1,0,0,0,4,0,0,0,0,0,"r4c2"
"16",519232211,2,11,7600,135.714285714286,2,0,0,0,0,0,0,1,0,1,0,0,0,"r4c2"
"17",519268539,2,12,738,9.46153846153846,2,1,1,0,0,0,0,0,0,0,0,0,0,"r4c2"
"18",519304432,1,15,7200,120,1,0,1,0,0,0,0,0,0,0,0,0,0,"r4c2"
"19",519304621,1,5,450,15,1,1,0,0,0,0,0,0,0,0,0,0,0,"r4c2"
"20",519340463,2,9,6840,180,1,0,0,0,0,0,0,0,2,0,0,0,0,"r4c2"
"21",519340703,1,3,180,10,1,0,1,0,0,0,0,0,0,0,0,0,0,"r4c2"
"22",519376785,1,8,480,10,1,1,0,0,0,0,0,0,0,0,0,0,0,"r4c2"
"23",519448733,1,7,3360,120,1,0,0,0,0,0,1,0,0,0,0,0,0,"r4c2"
"24",519448950,1,6,216,6,1,0,1,0,0,0,0,0,0,0,0,0,0,"r4c2"
"25",519448957,1,10,1400,35,1,0,0,0,0,0,0,0,0,0,1,0,0,"r4c2"
"26",519484812,1,6,720,30,1,0,0,0,0,0,1,0,0,0,0,0,0,"r4c2"
"27",519484827,1,7,3360,120,1,0,0,0,0,0,1,0,0,0,0,0,0,"r4c2"
"28",519485032,2,10,1344,17.2307692307692,2,0,1,0,0,0,0,0,0,0,1,0,0,"r4c2"
"29",519485033,1,11,1320,20,1,1,0,0,0,0,0,0,0,0,0,0,0,"r4c2"
"30",519520894,1,6,5760,240,1,0,0,0,1,0,0,0,0,0,0,0,0,"r4c2"
"31",519557197,1,10,1500,25,1,1,0,0,0,0,0,0,0,0,0,0,0,"r4c2"
"32",519557209,1,15,3600,40,1,0,0,0,0,0,0,0,0,0,1,0,0,"r4c2"
"33",519557358,1,1,720,180,1,0,0,0,0,0,1,0,0,0,0,0,0,"r4c2"
"34",519593036,1,6,4320,180,1,0,0,0,1,0,0,0,0,0,0,0,0,"r4c2"
"35",519593056,1,4,240,15,1,0,0,0,0,0,0,0,1,0,0,0,0,"r4c2"
"36",519593291,1,14,3600,60,1,0,0,0,0,0,0,0,0,1,0,0,0,"r4c2"
"37",519629138,1,4,160,10,1,1,0,0,0,0,0,0,0,0,0,0,0,"r4c2"
"38",519629142,2,18,8280,76.6666666666667,1,0,0,0,0,0,0,0,2,0,0,0,0,"r4c2"
"39",519665218,1,6,360,15,1,0,0,0,0,0,1,0,0,0,0,0,0,"r4c2"
"40",519665220,1,14,5040,60,1,0,0,0,0,0,0,0,0,1,0,0,0,"r4c2"
"41",519665221,3,11,900,17.3076923076923,3,0,0,0,0,0,1,1,1,0,0,0,0,"r4c2"
"42",519665454,1,8,2256,47,1,1,0,0,0,0,0,0,0,0,0,0,0,"r4c2"
"43",519665459,1,13,2964,38,1,1,0,0,0,0,0,0,0,0,0,0,0,"r4c2"
