"","abslat","urban2","Slope","conf.low","conf.high","p.value"
"1","slope","Natural",-0.0676713366409852,-0.0726297465728406,-0.0627129267091298,4.57992716345415e-154
"2","slope","Suburban",-0.0466062303377852,-0.053231653814434,-0.0399808068611364,5.45812878622186e-43
"3","slope","Urban",-0.0314133969896356,-0.0391897497232313,-0.0236370442560399,2.5785644489834e-15
"4","slope","Natural",-0.0679809557927688,-0.0729336507159128,-0.0630282608696248,8.96477968552903e-156
"5","slope","Suburban",-0.0459447349045587,-0.0525649202969165,-0.0393245495122009,6.75052429445835e-42
"6","slope","Urban",-0.0312192423689829,-0.0389873448603238,-0.023451139877642,3.56577494839709e-15
"7","slope","Natural",-0.0677152393975026,-0.0726485975357321,-0.062781881259273,8.99216819395263e-156
"8","slope","Suburban",-0.0465008246616831,-0.0530948045036056,-0.0399068448197606,3.40568098300478e-43
"9","slope","Urban",-0.0302597435641114,-0.0379991139365962,-0.0225203731916266,1.91517787820676e-14
"10","slope","Natural",-0.0662881465211493,-0.0712317975298595,-0.061344495512439,6.66489566374891e-149
"11","slope","Suburban",-0.0462320820374893,-0.0528379961476113,-0.0396261679273674,1.42524740963148e-42
"12","slope","Urban",-0.0308444793128161,-0.0385973131359614,-0.0230916454896709,6.68367570562298e-15
"13","slope","Natural",-0.0683017849351762,-0.0732274168095961,-0.0633761530607564,7.28546620886435e-159
"14","slope","Suburban",-0.0458521899476314,-0.0524370509447649,-0.0392673289504979,3.6505902798351e-42
"15","slope","Urban",-0.0276349120598518,-0.0353633336375339,-0.0199064904821698,2.50374542393334e-12
"16","slope","Natural",-0.0677250854601714,-0.0726658425916111,-0.0627843283287317,2.29001854223411e-155
"17","slope","Suburban",-0.0463344295330463,-0.0529393020475781,-0.0397295570185145,9.14550489372477e-43
"18","slope","Urban",-0.0343496202786172,-0.0421009446725361,-0.0265982958846983,4.12810689279379e-18
"19","slope","Natural",-0.0680551548790678,-0.072993332632243,-0.0631169771258926,5.4756704473977e-157
"20","slope","Suburban",-0.0444028295533184,-0.0510034429753351,-0.0378022161313017,1.74975907101599e-39
"21","slope","Urban",-0.0312139764446096,-0.0389603980722472,-0.0234675548169719,3.02259326148506e-15
"22","slope","Natural",-0.0683391584468077,-0.0732705073326143,-0.0634078095610012,1.12222354667571e-158
"23","slope","Suburban",-0.0458881767023209,-0.052475228432555,-0.0393011249720868,3.35768818958833e-42
"24","slope","Urban",-0.0295749676317345,-0.0373088298318002,-0.0218411054316687,6.96206467232334e-14
"25","slope","Natural",-0.0688539792677929,-0.0737958982474548,-0.063912060288131,2.51637516747723e-160
"26","slope","Suburban",-0.0480808044198877,-0.0546842370167302,-0.0414773718230451,6.50990796760088e-46
"27","slope","Urban",-0.0314952760257927,-0.0392467512881799,-0.0237438007634055,1.78054920067707e-15
"28","slope","Natural",-0.0672949245405513,-0.0722537442990848,-0.0623361047820179,2.1563423942565e-152
"29","slope","Suburban",-0.0464251996006362,-0.0530517773947968,-0.0397986218064755,1.17215624776448e-42
"30","slope","Urban",-0.029109952891965,-0.0368868518777062,-0.0213330539062238,2.29578939169446e-13
"31","slope","Natural",-0.0672675028379036,-0.0722079846662738,-0.0623270210095333,2.29854726095059e-153
"32","slope","Suburban",-0.044706324592453,-0.0513053122338613,-0.0381073369510447,5.1216115013104e-40
"33","slope","Urban",-0.0309891171976426,-0.0387379181086884,-0.0232403162865967,4.84591228184573e-15
"34","slope","Natural",-0.0671100814468428,-0.0720551635726372,-0.0621649993210484,2.1221044931277e-152
"35","slope","Suburban",-0.0459076061519318,-0.0525173803383354,-0.0392978319655282,5.86402494328134e-42
"36","slope","Urban",-0.0340591544129133,-0.0418145126932565,-0.02630379613257,8.14274081210913e-18
"37","slope","Natural",-0.0679973967184265,-0.0729399516445546,-0.0630548417922985,1.8313378128591e-156
"38","slope","Suburban",-0.045911717456418,-0.0525224106792472,-0.0393010242335888,5.91767315824391e-42
"39","slope","Urban",-0.0326758543272747,-0.040430353105116,-0.0249213555494334,1.58274389463263e-16
"40","slope","Natural",-0.0672955646822488,-0.0722458405183955,-0.0623452888461022,6.6556948731458e-153
"41","slope","Suburban",-0.0461777237022867,-0.052793187150296,-0.0395622602542773,2.32286772490069e-42
"42","slope","Urban",-0.0294479130150611,-0.0372111373523452,-0.021684688677777,1.09984024543639e-13
"43","slope","Natural",-0.0691268494920532,-0.074060082067279,-0.0641936169168274,4.21770167351711e-162
"44","slope","Suburban",-0.0458980616400711,-0.0524936749907834,-0.0393024482893589,4.10278347803592e-42
"45","slope","Urban",-0.0339576584077894,-0.0416959056462254,-0.0262194111693534,8.62815975263212e-18
"46","slope","Natural",-0.0691566677211607,-0.0741033549760939,-0.0642099804662275,2.186390208123e-161
"47","slope","Suburban",-0.0453158891035086,-0.0519283851829468,-0.0387033930240704,6.67114337161864e-41
"48","slope","Urban",-0.032725267851632,-0.0404844272092647,-0.0249661084939993,1.48647062772337e-16
"49","slope","Natural",-0.0671608804022674,-0.0721061174050684,-0.0622156433994665,1.2983846057897e-152
"50","slope","Suburban",-0.046470745916418,-0.0530802705903962,-0.0398612212424399,6.00782174316987e-43
"51","slope","Urban",-0.0282149607694866,-0.0359731253856263,-0.020456796153347,1.06007005259867e-12
