"","abslat","urban2","estimate","p.value","s.value","conf.low","conf.high"
"1",0,"Natural",235.83504633999,0,Inf,229.893866134295,241.852019689382
"2",0,"Suburban",174.285262401708,0,Inf,167.704695071357,180.992464665466
"3",0,"Urban",148.641920437336,0,Inf,141.927487095437,155.511530593774
"4",5,"Natural",225.557297354404,0,Inf,220.456106891869,230.716833586246
"5",5,"Suburban",168.186744509868,0,Inf,162.53229391879,173.937878825518
"6",5,"Urban",144.836707035601,0,Inf,139.054122081698,150.737089940014
"7",10,"Natural",215.508518858956,0,Inf,211.207304220091,219.853090027661
"8",10,"Suburban",162.196833653343,0,Inf,157.429090662408,167.035699278912
"9",10,"Urban",141.080833709389,0,Inf,136.18469687184,146.063436487985
"10",15,"Natural",205.688710853647,0,Inf,202.143101294313,209.265145827586
"11",15,"Suburban",156.315529832133,0,Inf,152.388740622368,160.292270723059
"12",15,"Urban",137.374300458698,0,Inf,133.30497110329,141.504810624443
"13",20,"Natural",196.097873338477,0,Inf,193.255353536142,198.96114557314
"14",20,"Suburban",150.542833046239,0,Inf,147.399155246328,153.719681683341
"15",20,"Urban",133.717107283528,0,Inf,130.388920453719,137.08723661447
"16",25,"Natural",186.736006313446,0,Inf,184.527509180809,188.957641022306
"17",25,"Suburban",144.87874329566,0,Inf,142.43532260751,147.342944075427
"18",25,"Urban",130.109254183881,0,Inf,127.38838557757,132.858873860048
"19",30,"Natural",177.603109778554,0,Inf,175.923399653133,179.290800753935
"20",30,"Suburban",139.323260580396,0,Inf,137.442601538739,141.216699085649
"21",30,"Urban",126.550741159754,0,Inf,124.223033505245,128.900055298602
"22",35,"Natural",168.699183733801,0,Inf,167.366825261354,170.036824460409
"23",35,"Suburban",133.876384900448,0,Inf,132.314121218746,135.447817537362
"24",35,"Urban",123.04156821115,0,Inf,120.805300959596,125.298344220474
"25",40,"Natural",160.024228179186,0,Inf,158.756467251733,161.297030892881
"26",40,"Suburban",128.538116255814,0,Inf,126.943860069236,130.142321001459
"27",40,"Urban",119.581735338067,0,Inf,117.126956104977,122.061972458118
"28",45,"Natural",151.578243114711,0,Inf,150.098380717265,153.065364960578
"29",45,"Suburban",123.308454646496,0,Inf,121.385101172716,125.246926400418
"30",45,"Urban",116.171242540506,0,Inf,113.279180402294,119.099758547598
"31",50,"Natural",143.361228540375,0,Inf,141.517303893687,145.217088427272
"32",50,"Suburban",118.187400072493,0,Inf,115.784520148236,120.614958104179
"33",50,"Urban",112.810089818466,0,Inf,109.362656422739,116.311019931022
"34",55,"Natural",135.373184456178,0,Inf,133.110516267384,137.654921803461
"35",55,"Suburban",113.174952533805,0,Inf,110.237333324862,116.151199786928
"36",55,"Urban",109.498277171949,0,Inf,105.44118804515,113.631952692666
"37",60,"Natural",127.61411086212,0,Inf,124.92378815202,130.3330947818
"38",60,"Suburban",108.271112030433,0,Inf,104.787331653798,111.811860517996
"39",60,"Urban",106.235804600952,0,Inf,101.549137865414,111.028194297767
"40",65,"Natural",120.0840077582,0,Inf,116.97745221658,123.231274690397
"41",65,"Suburban",103.475878562376,0,Inf,99.4544837685053,107.576971652041
"42",65,"Urban",103.022672105478,0,Inf,97.7048880841232,108.481362490273
"43",70,"Natural",112.78287514442,0,Inf,109.281225587217,116.339744396679
"44",70,"Suburban",98.7892521296336,0,Inf,94.2486371917751,103.436685664813
"45",70,"Urban",99.8588796855247,0,Inf,93.9187030267366,105.981192955163
"46",0,"Natural",235.256762018622,0,Inf,229.329826052385,241.259313597276
"47",0,"Suburban",174.073793100255,0,Inf,167.503386661335,180.770596258169
"48",0,"Urban",147.087461873564,0,Inf,140.414289519544,153.91554538349
"49",5,"Natural",224.945322476325,0,Inf,219.857228947875,230.091620578051
"50",5,"Suburban",168.064754299597,0,Inf,162.417788219388,173.808217319048
"51",5,"Urban",143.325570054867,0,Inf,137.578146895175,149.190600525723
"52",10,"Natural",214.864953451554,0,Inf,210.575633893727,219.197519305989
"53",10,"Suburban",162.161261432211,0,Inf,157.398820921,166.994681081259
"54",10,"Urban",139.612410290874,0,Inf,134.74562683606,144.565531456055
"55",15,"Natural",205.015654944308,0,Inf,201.48071784433,208.581332826705
"56",15,"Suburban",156.363314498099,0,Inf,152.440156621411,160.336315690208
"57",15,"Urban",135.947982581586,0,Inf,131.902569635957,140.054497881269
"58",20,"Natural",195.397426954587,0,Inf,192.564396929001,198.251145010878
"59",20,"Suburban",150.670913497258,0,Inf,147.529730962753,153.845185502315
"60",20,"Urban",132.332286927003,0,Inf,129.023106305579,135.683368789408
"61",25,"Natural",186.010269482392,0,Inf,183.810227839444,188.223399166944
"62",25,"Suburban",145.08405842969,0,Inf,142.642563546753,147.546270910906
"63",25,"Urban",128.765323327124,0,Inf,126.059399671836,131.499981357782
"64",30,"Natural",176.854182527722,0,Inf,175.182225400791,178.534080470816
"65",30,"Suburban",139.602749295395,0,Inf,137.724001100335,141.494225203429
"66",30,"Urban",125.24709178195,0,Inf,122.931712851064,127.584072461866
"67",35,"Natural",167.929166090577,0,Inf,166.604374227271,169.259204304848
"68",35,"Suburban",134.226986094372,0,Inf,132.666858120833,135.796233873928
"69",35,"Urban",121.77759229148,0,Inf,119.553184885524,124.02250306407
"70",40,"Natural",159.235220170957,0,Inf,157.975251691649,160.500193298508
"71",40,"Suburban",128.956768826622,0,Inf,127.364291299643,130.559140231008
"72",40,"Urban",118.356824855715,0,Inf,115.915606298477,120.823482641134
"73",45,"Natural",150.772344768863,0,Inf,149.300873497059,152.251031748662
"74",45,"Suburban",123.792097492144,0,Inf,121.869305358108,125.729939553327
"75",45,"Urban",114.984789474655,0,Inf,112.109373721615,117.896614561366
"76",50,"Natural",142.540539884294,0,Inf,140.706199968553,144.386759330259
"77",50,"Suburban",118.732972090938,0,Inf,116.328904753472,121.161627383639
"78",50,"Urban",111.661486148299,0,Inf,108.234426571525,115.141959408178
"79",55,"Natural",134.53980551725,0,Inf,132.288448157671,136.810158991759
"80",55,"Suburban",113.779392623006,0,Inf,110.838439713158,116.758853493881
"81",55,"Urban",108.386914876648,0,Inf,104.354163747711,112.496118296846
"82",60,"Natural",126.770141667731,0,Inf,124.093235948513,129.475612848732
"83",60,"Suburban",108.931359088345,0,Inf,105.441700595082,112.477827533662
"84",60,"Urban",105.161075659701,0,Inf,100.502758728007,109.924917710037
"85",65,"Natural",119.231548335738,0,Inf,116.140791178277,122.362893064634
"86",65,"Suburban",104.188871486958,0,Inf,100.158635285193,108.298601605332
"87",65,"Urban",101.98396849746,0,Inf,96.6984971889369,107.41007200123
"88",70,"Natural",111.92402552127,0,Inf,108.440770409787,115.462343076318
"89",70,"Suburban",99.5519298188423,0,Inf,94.9990747840711,104.211344713126
"90",70,"Urban",98.8555933899222,0,Inf,92.951594018132,104.941366288852
"91",0,"Natural",235.214675098003,0,Inf,229.310274738508,241.194127081321
"92",0,"Suburban",174.55850391049,0,Inf,168.003028755891,181.2394402904
"93",0,"Urban",146.537577018551,0,Inf,139.900691270849,153.328262627879
"94",5,"Natural",224.944019014429,0,Inf,219.87451429715,230.071301703459
"95",5,"Suburban",168.468845672378,0,Inf,162.835566690957,174.197916091817
"96",5,"Urban",142.897444470271,0,Inf,137.179150162906,148.732500759009
"97",10,"Natural",214.902630613189,0,Inf,210.628186976547,219.220011984442
"98",10,"Suburban",162.487303768976,0,Inf,157.737096518271,167.307979448552
"99",10,"Urban",139.303094526019,0,Inf,134.459222767438,144.232679068287
"100",15,"Natural",205.090509894281,0,Inf,201.566961654154,208.644589050728
"101",15,"Suburban",156.613878200285,0,Inf,152.701323622448,160.575924997076
"102",15,"Urban",135.754527185796,0,Inf,131.726819750331,139.842886876251
"103",20,"Natural",195.507656857707,0,Inf,192.682745410128,198.353125821114
"104",20,"Suburban",150.848568966304,0,Inf,147.71625311183,154.013747609283
"105",20,"Urban",132.2517424496,0,Inf,128.956184341503,135.588880978362
"106",25,"Natural",186.154071503465,0,Inf,183.959096075764,188.362064461787
"107",25,"Suburban",145.191376067035,0,Inf,142.757055194335,147.646277096991
"108",25,"Urban",128.794740317434,0,Inf,126.0996350909,131.518342819335
"109",30,"Natural",177.029753831557,0,Inf,175.360105052698,178.707313572155
"110",30,"Suburban",139.642299502477,0,Inf,137.769429595528,141.527813725762
"111",30,"Urban",125.383520789295,0,Inf,123.077517768638,127.710926620156
"112",35,"Natural",168.134703841982,0,Inf,166.81017717472,169.464468319554
"113",35,"Suburban",134.201339272629,0,Inf,132.646875100579,135.76485870243
"114",35,"Urban",122.018083865185,0,Inf,119.80265157959,124.253813182776
"115",40,"Natural",159.46892153474,0,Inf,158.208853564249,160.733987580829
"116",40,"Suburban",128.868495377492,0,Inf,127.283065509457,130.46373823254
"117",40,"Urban",118.698429545103,0,Inf,116.26609858688,121.155940441953
"118",45,"Natural",151.032406909831,0,Inf,149.56210431038,152.509901266229
"119",45,"Suburban",123.643767817066,0,Inf,121.730572409734,125.571880726759
"120",45,"Urban",115.42455782905,0,Inf,112.557715690179,118.327451493552
"121",50,"Natural",142.825159967256,0,Inf,140.993663668634,144.668475121196
"122",50,"Suburban",118.527156591351,0,Inf,116.135858002721,120.942823985646
"123",50,"Urban",112.196468717025,0,Inf,108.777197807857,115.668651421741
"124",55,"Natural",134.847180707013,0,Inf,132.60014975303,137.113091031402
"125",55,"Suburban",113.518661700347,0,Inf,110.59405467241,116.481435640828
"126",55,"Urban",109.014162209028,0,Inf,104.987809180626,113.116276005088
"127",60,"Natural",127.098469129104,0,Inf,124.427063309501,129.798248252382
"128",60,"Suburban",108.618283144053,0,Inf,105.148870928108,112.144007163049
"129",60,"Urban",105.87763830506,0,Inf,101.223636572663,110.636238463254
"130",65,"Natural",119.579025233527,0,Inf,116.49462640052,122.703724719025
"131",65,"Suburban",103.82602092247,0,Inf,99.8202152950576,107.910630025555
"132",65,"Urban",102.78689700512,0,Inf,97.5029121971505,108.210306556549
"133",70,"Natural",112.288849020284,0,Inf,108.812505048891,115.819854413477
"134",70,"Suburban",99.1418750355984,0,Inf,94.6178982596073,103.771493739095
"135",70,"Urban",99.741938309208,0,Inf,93.8358155501098,105.82830082697
"136",0,"Natural",233.577050595116,0,Inf,227.681003895842,239.548466789799
"137",0,"Suburban",174.379550269031,0,Inf,167.818432761719,181.066478629044
"138",0,"Urban",146.16580053337,0,Inf,139.530034418284,152.955714266021
"139",5,"Natural",223.555935147295,0,Inf,218.491550674264,228.678342417818
"140",5,"Suburban",168.327907238881,0,Inf,162.689480890244,174.062383400069
"141",5,"Urban",142.460516864609,0,Inf,136.744735398387,148.293321850736
"142",10,"Natural",213.754525617934,0,Inf,209.482589439627,218.069581605188
"143",10,"Suburban",162.383134479207,0,Inf,157.628349289397,167.208570977643
"144",10,"Urban",138.802802291052,0,Inf,133.962255899347,143.729256806683
"145",15,"Natural",204.172822007034,0,Inf,200.649777201673,207.726527352942
"146",15,"Suburban",156.54523199001,0,Inf,152.628706449339,160.511372927794
"147",15,"Urban",135.1926568127,0,Inf,131.168454019958,139.277661019993
"148",20,"Natural",194.810824314594,0,Inf,191.98499934541,197.657294267053
"149",20,"Suburban",150.814199771288,0,Inf,147.678487913835,153.982853675743
"150",20,"Urban",131.630080429551,0,Inf,128.337498707924,134.964365540588
"151",25,"Natural",185.668532540615,0,Inf,183.471766176945,187.878372050729
"152",25,"Suburban",145.190037823042,0,Inf,142.752720570599,147.647986335096
"153",25,"Urban",128.115073141606,0,Inf,125.42165284419,130.837107508884
"154",30,"Natural",176.745946685097,0,Inf,175.074061214968,178.425777174677
"155",30,"Suburban",139.672746145273,0,Inf,137.796816027338,141.561359290473
"156",30,"Urban",124.647634948866,0,Inf,122.34146681538,126.975336531982
"157",35,"Natural",168.04306674804,0,Inf,166.716028767004,169.375365338108
"158",35,"Suburban",134.26232473798,0,Inf,132.703905866649,135.829840977406
"159",35,"Urban",121.227765851329,0,Inf,119.010664181047,123.465329045956
"160",40,"Natural",159.559892729443,0,Inf,158.296719569521,160.828085802968
"161",40,"Suburban",128.958773601162,0,Inf,127.367857174968,130.559564301609
"162",40,"Urban",117.855465848996,0,Inf,115.421400703329,120.314929288498
"163",45,"Natural",151.296424629307,0,Inf,149.821655847971,152.778416344575
"164",45,"Suburban",123.762092734821,0,Inf,121.841838011969,125.697361201722
"165",45,"Urban",114.530734941868,0,Inf,111.663606766722,117.434206882857
"166",50,"Natural",143.252662447632,0,Inf,141.414492310835,145.102702252627
"167",50,"Suburban",118.672282138956,0,Inf,116.272344745994,121.096735307495
"168",50,"Urban",111.253573129943,0,Inf,107.836507958512,114.723936216527
"169",55,"Natural",135.428606184417,0,Inf,133.171925561933,137.704246923139
"170",55,"Suburban",113.689341813567,0,Inf,110.754403076183,116.662660919534
"171",55,"Urban",108.023980413223,0,Inf,104.003048387251,112.121173227151
"172",60,"Natural",127.824255839663,0,Inf,125.139517980222,130.537487978131
"173",60,"Suburban",108.813271758653,0,Inf,105.331688860096,112.351462202624
"174",60,"Urban",104.841956791706,0,Inf,100.197176985857,109.591968937883
"175",65,"Natural",120.43961141337,0,Inf,117.337524204914,123.582170782965
"176",65,"Suburban",104.044071974217,0,Inf,100.024112429408,108.143228787531
"177",65,"Urban",101.707502265394,0,Inf,96.4370707486562,107.118146369548
"178",70,"Natural",113.274672905537,0,Inf,109.77562805097,116.828611513544
"179",70,"Suburban",99.3817424602556,0,Inf,94.8414893631648,104.028145140615
"180",70,"Urban",98.620616834285,0,Inf,92.7328889522332,104.68954624682
"181",0,"Natural",235.66367571767,0,Inf,229.763091502449,241.639069324281
"182",0,"Suburban",172.827749405724,0,Inf,166.314802534139,179.465783466784
"183",0,"Urban",144.423622928079,0,Inf,137.845294991203,151.155280803944
"184",5,"Natural",225.295064032711,0,Inf,220.229891723395,230.41782413656
"185",5,"Suburban",166.852399146631,0,Inf,161.254879867591,172.545419209052
"186",5,"Urban",141.121651446185,0,Inf,135.447819831017,146.911894149439
"187",10,"Natural",215.159709039018,0,Inf,210.88993756699,219.472272252224
"188",10,"Suburban",160.982170053687,0,Inf,156.261499376752,165.773089462145
"189",10,"Urban",137.857864382519,0,Inf,133.046367037852,142.754824890919
"190",15,"Natural",205.257610736592,0,Inf,201.738931711391,208.806710986923
"191",15,"Suburban",155.217062126893,0,Inf,151.328416136828,159.155039055084
"192",15,"Urban",134.632261737081,0,Inf,130.626815166446,138.698194520149
"193",20,"Natural",195.588769125431,0,Inf,192.768840069093,198.429174424578
"194",20,"Suburban",149.557075366248,0,Inf,146.443715595993,152.703182606964
"195",20,"Urban",131.44484350987,0,Inf,128.163355309597,134.767811890695
"196",25,"Natural",186.153184205538,0,Inf,183.963324815244,188.356000397277
"197",25,"Suburban",144.002209771754,0,Inf,141.582725925384,146.442191923168
"198",25,"Urban",128.295609700887,0,Inf,125.60820984324,131.011454661444
"199",30,"Natural",176.95085597691,0,Inf,175.286647058246,178.622927791369
"200",30,"Suburban",138.552465343409,0,Inf,136.691423669221,140.426090460271
"201",30,"Urban",125.184560310132,0,Inf,122.881566801792,127.508934784296
"202",35,"Natural",167.981784439549,0,Inf,166.663331947818,169.305431460151
"203",35,"Suburban",133.207842081214,0,Inf,131.66363166541,134.761055376933
"204",35,"Urban",122.111695337605,0,Inf,119.895912538759,124.347765913159
"205",40,"Natural",159.245969593454,0,Inf,157.992628307419,160.504262579943
"206",40,"Suburban",127.968339985168,0,Inf,126.393003200455,129.553433400949
"207",40,"Urban",119.077014783306,0,Inf,116.641481246162,121.537713854919
"208",45,"Natural",150.743411438626,0,Inf,149.280373485383,152.213583802156
"209",45,"Suburban",122.833959055273,0,Inf,120.931705633098,124.75105715698
"210",45,"Urban",116.080518647235,0,Inf,113.206969065041,118.990082455672
"211",50,"Natural",142.474109975064,0,Inf,140.650760385586,144.30920222139
"212",50,"Suburban",117.804699291527,0,Inf,115.425694221019,120.207971406577
"213",50,"Urban",113.122206929391,0,Inf,109.691259367906,116.605988366763
"214",55,"Natural",134.438065202768,0,Inf,132.200558530489,136.694348315523
"215",55,"Suburban",112.880560693931,0,Inf,109.9696793244,115.829465768517
"216",55,"Urban",110.202079629776,0,Inf,106.157252325998,114.322531393724
"217",60,"Natural",126.635277121739,0,Inf,123.97520582484,129.323584183303
"218",60,"Suburban",108.061543262484,0,Inf,104.6071195526,111.572081635541
"219",60,"Urban",107.320136748388,0,Inf,102.638891676115,112.105767803485
"220",65,"Natural",119.065745731976,0,Inf,115.994854111606,122.176757975566
"221",65,"Suburban",103.347646997188,0,Inf,99.3577937925485,107.416040129826
"222",65,"Urban",104.476378285228,0,Inf,99.1543524720239,109.937522575975
"223",70,"Natural",111.729471033479,0,Inf,108.269123226525,115.244249859273
"224",70,"Suburban",98.7388718980409,0,Inf,94.2314435785932,103.351599739864
"225",70,"Urban",101.670804240295,0,Inf,95.713792689636,107.807637677487
"226",0,"Natural",235.803131491725,0,Inf,229.883934121485,241.797568900526
"227",0,"Suburban",174.602786748579,0,Inf,168.03868838631,181.292647298057
"228",0,"Urban",151.324005867517,0,Inf,144.57061666902,158.231551996496
"229",5,"Natural",225.518014034203,0,Inf,220.435910150445,230.658035602051
"230",5,"Suburban",168.53395010379,0,Inf,162.893013943133,174.270902789998
"231",5,"Urban",147.128025177483,0,Inf,141.318142207319,153.054942687243
"232",10,"Natural",215.46223093671,0,Inf,211.177320449456,219.790177567358
"233",10,"Suburban",162.572457427008,0,Inf,157.815555320771,167.399990655312
"234",10,"Urban",142.991039308114,0,Inf,138.077080508077,147.99091620012
"235",15,"Natural",205.635782199246,0,Inf,202.103823964534,209.198335850256
"236",15,"Suburban",156.718308718234,0,Inf,152.799974867607,160.686248541003
"237",15,"Urban",138.913048259408,0,Inf,134.833227650675,143.053676492048
"238",20,"Natural",196.038667821812,0,Inf,193.20730586174,198.890625284817
"239",20,"Suburban",150.971503977468,0,Inf,147.834195765141,154.14175324181
"240",20,"Urban",134.894052031367,0,Inf,131.560653206532,138.269153938542
"241",25,"Natural",186.670887804407,0,Inf,184.471270491997,188.883541519985
"242",25,"Suburban",145.33204320471,0,Inf,142.893227648023,147.791495146843
"243",25,"Urban",130.93405062399,0,Inf,128.211455106476,133.685250654191
"244",30,"Natural",177.532442147031,0,Inf,175.859664721969,179.21313768892
"245",30,"Suburban",139.79992639996,0,Inf,137.922480805784,141.690063956107
"246",30,"Urban",127.033044037277,0,Inf,124.705971379355,129.381628588525
"247",35,"Natural",168.623330849685,0,Inf,167.296519005417,169.95538333852
"248",35,"Suburban",134.375153563218,0,Inf,132.815188127561,135.94422678654
"249",35,"Urban",123.191032271228,0,Inf,120.957941591565,125.44454817817
"250",40,"Natural",159.943553912368,0,Inf,158.680864013246,161.211247797223
"251",40,"Suburban",129.057724694483,0,Inf,127.465426012573,130.659907238759
"252",40,"Urban",119.408015325844,0,Inf,116.960468686334,121.880906482681
"253",45,"Natural",151.493111335081,0,Inf,150.018890261232,152.974540549078
