"","cell","number_checklists","total_SR","total_duration","avg_duration","avg_distance","square"
"2061",531644726,1,1,4,4,NA,"r4c2"
"2062",531644727,2,10,96,9.6,NA,"r4c2"
"2063",531680805,3,24,775,18.0232558139535,NA,"r4c2"
"2064",531680806,1,7,14,2,NA,"r4c2"
"2065",531680807,2,8,150,16.6666666666667,NA,"r4c2"
"2066",531680809,1,3,12,4,2.81,"r4c2"
"2067",531716868,1,7,119,17,1.58,"r4c2"
"2068",531716878,2,17,670,26.8,NA,"r4c2"
"2069",531716879,2,13,380,27.1428571428571,NA,"r4c2"
"2070",531716887,1,12,420,35,NA,"r4c2"
"2071",531716929,1,4,248,62,2.56,"r4c2"
"2072",531752951,3,10,280,20,NA,"r4c2"
"2073",531752952,1,8,80,10,1.42,"r4c2"
"2074",531752962,1,13,130,10,NA,"r4c2"
"2075",531752969,2,20,280,10,NA,"r4c2"
"2076",531753012,1,8,80,10,3.31,"r4c2"
"2077",531788836,1,4,720,180,5,"r4c2"
"2078",531789035,1,4,68,17,3.56,"r4c2"
"2079",531789042,2,12,195,12.1875,NA,"r4c2"
"2080",531789051,2,15,200,10,NA,"r4c2"
"2081",531789095,1,12,60,5,1.89,"r4c2"
"2082",531825115,1,8,40,5,NA,"r4c2"
"2083",531825151,1,24,2520,105,5,"r4c2"
"2084",531861227,1,2,8,4,2.64,"r4c2"
"2085",531897286,5,10,633,33.3157894736842,NA,"r4c2"
"2086",531897337,1,1,31,31,NA,"r4c2"
"2087",531897346,1,2,40,20,0.805,"r4c2"
"2088",531897369,1,11,440,40,3,"r4c2"
"2089",531897371,1,7,140,20,NA,"r4c2"
"2090",531897372,3,18,481,20.9130434782609,NA,"r4c2"
"2091",531897373,14,28,1009,11.4659090909091,NA,"r4c2"
"2092",531933430,1,5,35,7,4.349,"r4c2"
"2093",531933455,2,9,240,21.8181818181818,0.727272727272727,"r4c2"
"2094",531933456,6,26,572,14.3,NA,"r4c2"
"2095",531933459,5,35,4070,70.1724137931034,NA,"r4c2"
"2096",531969478,1,7,14,2,NA,"r4c2"
"2097",531969501,1,4,84,21,NA,"r4c2"
"2098",532005561,4,17,572,22,2.71346153846154,"r4c2"
"2099",532005562,1,1,2,2,2.6,"r4c2"
"2100",532005598,1,2,4,2,0.235,"r4c2"
"2101",532005622,1,17,1411,83,5,"r4c2"
"2102",532041582,3,31,2315,57.875,0.7675,"r4c2"
"2103",532041583,1,13,325,25,NA,"r4c2"
"2104",532041620,1,2,2,1,NA,"r4c2"
"2105",532041633,1,4,12,3,NA,"r4c2"
"2106",532041702,2,13,3031,216.5,NA,"r4c2"
"2107",532041732,1,4,140,35,1.42,"r4c2"
"2108",532077665,1,3,186,62,NA,"r4c2"
"2109",532077728,2,11,297,22.8461538461538,2.17561538461538,"r4c2"
"2110",532077729,3,12,48,4,NA,"r4c2"
"2111",532077812,2,20,620,28.1818181818182,3.63636363636364,"r4c2"
"2112",532113788,1,3,57,19,0.76,"r4c2"
"2113",532113796,5,44,3263,40.7875,NA,"r4c2"
"2114",532113797,1,18,864,48,1.737,"r4c2"
"2115",532113812,1,3,18,6,3.2,"r4c2"
"2116",532113814,2,6,92,10.2222222222222,NA,"r4c2"
"2117",532113830,2,8,256,23.2727272727273,NA,"r4c2"
"2118",532113874,1,11,440,40,5,"r4c2"
"2119",532113893,1,2,30,15,1,"r4c2"
"2120",532113894,1,2,30,15,4.57,"r4c2"
"2121",532149878,3,17,1602,53.4,NA,"r4c2"
"2122",532149897,2,9,249,27.6666666666667,NA,"r4c2"
"2123",532185980,2,8,41,4.55555555555556,NA,"r4c2"
"2124",532186035,1,9,27,3,NA,"r4c2"
"2125",532186067,1,9,288,32,3,"r4c2"
"2126",532221993,1,8,96,12,NA,"r4c2"
"2127",532222052,1,4,20,5,NA,"r4c2"
"2128",532222054,1,6,54,9,NA,"r4c2"
"2129",532222124,3,26,1396,38.7777777777778,1.14333333333333,"r4c2"
"2130",532258085,1,15,2055,137,NA,"r4c2"
"2131",532258087,1,5,155,31,1.6,"r4c2"
"2132",532258137,1,3,231,77,4.38,"r4c2"
"2133",532258154,2,4,8,2,NA,"r4c2"
"2134",532258155,1,2,4,2,2.88,"r4c2"
"2135",532258206,1,11,407,37,1.65,"r4c2"
"2136",532258207,3,22,1212,41.7931034482759,1.81,"r4c2"
"2137",532294169,1,13,455,35,1.87,"r4c2"
"2138",532294170,1,5,300,60,4,"r4c2"
"2139",532294196,2,11,645,43,NA,"r4c2"
"2140",532294283,1,1,1,1,0.176,"r4c2"
"2141",532294898,1,4,40,10,1.609,"r4c2"
"2142",532330304,1,6,186,31,3.421,"r4c2"
"2143",532330313,2,2,11,5.5,0.9205,"r4c2"
"2144",532330333,1,3,15,5,4.98,"r4c2"
"2145",532366396,3,6,162,23.1428571428571,NA,"r4c2"
"2146",532366397,1,4,144,36,3.72,"r4c2"
"2147",532366398,1,1,1,1,0.194,"r4c2"
"2148",532366401,1,4,56,14,4.34,"r4c2"
"2149",532366403,1,1,1,1,0.45,"r4c2"
"2150",532366455,1,12,432,36,1,"r4c2"
"2151",532366457,1,3,45,15,2,"r4c2"
"2152",532366459,2,16,440,25.8823529411765,1.29411764705882,"r4c2"
"2153",532366482,1,6,120,20,2,"r4c2"
"2154",532366499,1,1,5,5,NA,"r4c2"
"2155",532402443,1,3,21,7,1,"r4c2"
"2156",532402444,1,17,2567,151,3.7,"r4c2"
"2157",532438527,2,7,260,26,NA,"r4c2"
"2158",532438549,1,4,240,60,4,"r4c2"
"2159",532438558,1,1,1,1,NA,"r4c2"
"2160",532438621,1,14,672,48,2,"r4c2"
"2161",532438626,1,7,371,53,3,"r4c2"
"2162",532474591,1,3,45,15,3.78,"r4c2"
"2163",532474592,1,3,6,2,NA,"r4c2"
"2164",532474610,14,44,6633,60.8532110091743,NA,"r4c2"
"2165",532474708,1,9,342,38,4,"r4c2"
"2166",532510458,1,9,90,10,3.803,"r4c2"
"2167",532510692,1,13,1872,144,2.78,"r4c2"
"2168",532510785,1,15,720,48,1,"r4c2"
"2169",532510786,1,5,100,20,3,"r4c2"
"2170",532510795,1,4,92,23,2,"r4c2"
"2171",532546774,4,24,1183,30.3333333333333,NA,"r4c2"
"2172",532546801,3,8,1325,120.454545454545,NA,"r4c2"
"2173",532618928,1,4,12,3,NA,"r4c2"
"2174",532618939,2,6,256,36.5714285714286,NA,"r4c2"
"2175",532619074,1,10,350,35,0.9,"r4c2"
"2176",532690872,2,4,284,56.8,1.58,"r4c2"
"2177",532691098,1,4,64,16,3.53,"r4c2"
"2178",532726955,1,6,150,25,2.269,"r4c2"
"2179",532727215,1,7,560,80,NA,"r4c2"
"2180",532835320,1,8,1168,146,3.991,"r4c2"
"2181",532835321,1,8,96,12,0.153,"r4c2"
"2182",532871405,2,12,176,12.5714285714286,NA,"r4c2"
"2183",532871407,1,12,2880,240,3.219,"r4c2"
"2184",532871409,1,2,40,20,0.29,"r4c2"
"2185",532872341,1,6,84,14,3.51,"r4c2"
"2186",532943616,1,15,900,60,1,"r4c2"
"2187",532943708,1,1,1,1,NA,"r4c2"
"2188",533015725,1,6,114,19,0.91,"r4c2"
"2189",533015734,2,8,2640,203.076923076923,3.219,"r4c2"
"2190",533015736,1,10,2400,240,3.219,"r4c2"
"2191",533051810,1,3,51,17,0.4,"r4c2"
"2192",533051822,1,8,1920,240,3.219,"r4c2"
"2193",533087892,2,8,358,35.8,0.6272,"r4c2"
"2194",533087899,1,2,120,60,1.609,"r4c2"
"2195",533123974,1,7,56,8,0.24,"r4c2"
"2196",533123981,1,2,16,8,NA,"r4c2"
"2197",533124119,1,1,4,4,4.2,"r4c2"
"2198",533160062,5,29,5837,135.744186046512,2.68839534883721,"r4c2"
"2199",533160063,32,32,14802,93.6835443037975,NA,"r4c2"
"2200",533160153,1,2,76,38,2,"r4c2"
"2201",533160155,1,1,23,23,1.59,"r4c2"
"2202",533160161,1,3,102,34,2.06,"r4c2"
"2203",533160181,1,5,55,11,3.8,"r4c2"
"2204",533160200,2,4,4,1,NA,"r4c2"
"2205",533196141,4,11,1048,55.1578947368421,NA,"r4c2"
"2206",533196145,9,19,1768,60.9655172413793,NA,"r4c2"
"2207",533196280,2,3,12,4,NA,"r4c2"
"2208",533232225,3,13,1584,88,2.79722222222222,"r4c2"
"2209",533232227,4,5,195,39,2.844,"r4c2"
"2210",533232228,3,12,140,10,0.280642857142857,"r4c2"
"2211",533232316,1,7,154,22,4.06,"r4c2"
"2212",533232360,1,3,9,3,NA,"r4c2"
"2213",533268308,13,26,6800,100,NA,"r4c2"
"2214",533268309,3,5,83,13.8333333333333,NA,"r4c2"
"2215",533268310,1,2,46,23,NA,"r4c2"
"2216",533268441,2,4,24,6,NA,"r4c2"
"2217",533304386,1,4,180,45,NA,"r4c2"
"2218",533304391,44,42,12751,54.9612068965517,NA,"r4c2"
"2219",533304392,1,4,56,14,4.8,"r4c2"
"2220",533340358,2,33,3840,103.783783783784,1.27027027027027,"r4c2"
"2221",533340359,3,26,4238,111.526315789474,3.35694736842105,"r4c2"
"2222",533340473,3,8,115,14.375,NA,"r4c2"
"2223",533340604,1,2,4,2,3.63,"r4c2"
"2224",533376442,4,27,2753,72.4473684210526,1.27839473684211,"r4c2"
"2225",533376444,1,4,16,4,1.11,"r4c2"
"2226",533376555,4,7,66,8.25,NA,"r4c2"
"2227",533376556,4,9,206,15.8461538461538,1.11253846153846,"r4c2"
"2228",533412637,1,9,792,88,2.3,"r4c2"
"2229",533448721,2,3,180,45,1.3295,"r4c2"
"2230",533448756,2,13,1005,77.3076923076923,3.83746153846154,"r4c2"
"2231",533448847,1,2,18,9,0.17,"r4c2"
"2232",533448937,1,2,2,1,0.56,"r4c2"
"2233",533449128,1,1,1,1,NA,"r4c2"
"2234",533484802,2,8,140,12.7272727272727,0.272727272727273,"r4c2"
"2235",533484803,3,14,1244,65.4736842105263,NA,"r4c2"
"2236",533485212,5,26,2339,44.1320754716981,NA,"r4c2"
"2237",533520885,2,2,6,3,0.105,"r4c2"
"2238",533520886,2,10,1116,101.454545454545,3.26909090909091,"r4c2"
"2239",533556964,1,5,600,120,3,"r4c2"
"2240",533556968,6,29,2957,67.2045454545455,NA,"r4c2"
"2241",533556969,1,6,24,4,0.11,"r4c2"
"2242",533557050,1,4,104,26,4.96,"r4c2"
"2243",533557092,1,1,3,3,3.13,"r4c2"
"2244",533557378,2,14,230,12.7777777777778,NA,"r4c2"
"2245",533593050,5,33,3419,59.9824561403509,NA,"r4c2"
"2246",533593051,1,12,516,43,1.014,"r4c2"
"2247",533593460,1,12,48,4,NA,"r4c2"
"2248",533629133,26,46,10827,59.489010989011,NA,"r4c2"
"2249",533629134,2,20,2164,108.2,NA,"r4c2"
"2250",533665214,3,9,678,56.5,2.29833333333333,"r4c2"
"2251",533701292,1,7,420,60,NA,"r4c2"
"2252",533701297,11,28,7458,155.375,NA,"r4c2"
"2253",533701298,1,12,312,26,0.71,"r4c2"
"2254",533701299,3,7,64,8,3.4375,"r4c2"
"2255",533701303,2,7,322,46,NA,"r4c2"
"2256",533701422,1,6,30,5,1.99,"r4c2"
"2257",533737373,1,1,15,15,NA,"r4c2"
"2258",533737375,2,8,257,32.125,2.09375,"r4c2"
"2259",533737376,1,9,540,60,1.609,"r4c2"
"2260",533737382,4,12,144,12,NA,"r4c2"
"2261",533737383,1,1,10,10,NA,"r4c2"
"2262",533737384,1,1,7,7,0.07,"r4c2"
"2263",533737385,1,2,4,2,NA,"r4c2"
"2264",533737504,2,10,368,30.6666666666667,NA,"r4c2"
"2265",533773458,1,4,720,180,NA,"r4c2"
"2266",533773462,1,4,44,11,0.9,"r4c2"
"2267",533773463,1,1,2,2,NA,"r4c2"
"2268",533773465,1,2,30,15,NA,"r4c2"
"2269",533773466,1,3,261,87,NA,"r4c2"
"2270",533773467,1,2,20,10,4.854,"r4c2"
"2271",533773468,5,15,658,32.9,NA,"r4c2"
"2272",533773587,3,16,342,18,0.449947368421053,"r4c2"
"2273",533773869,1,4,32,8,0.396,"r4c2"
"2274",533809464,2,8,710,78.8888888888889,NA,"r4c2"
"2275",533809540,1,4,20,5,NA,"r4c2"
"2276",533809547,2,11,772,59.3846153846154,2.58923076923077,"r4c2"
"2277",533809551,2,2,9,3,0.121333333333333,"r4c2"
"2278",533809951,4,22,1400,43.75,NA,"r4c2"
"2279",533845551,1,23,3335,145,4,"r4c2"
"2280",533845629,4,18,2321,96.7083333333333,NA,"r4c2"
"2281",533845634,2,6,60,10,NA,"r4c2"
"2282",533846039,1,17,476,28,1.5,"r4c2"
"2283",533846483,1,3,42,14,4.667,"r4c2"
"2284",533881712,1,1,15,15,NA,"r4c2"
"2285",533881716,3,22,2369,71.7878787878788,2.07151515151515,"r4c2"
"2286",533882113,14,62,25148,154.282208588957,NA,"r4c2"
"2287",533882114,1,5,190,38,2,"r4c2"
"2288",533882115,2,20,1744,64.5925925925926,1.52592592592593,"r4c2"
"2289",533917792,12,13,1447,48.2333333333333,NA,"r4c2"
"2290",533917793,2,3,68,22.6666666666667,NA,"r4c2"
"2291",533917794,3,17,79,4.38888888888889,NA,"r4c2"
"2292",533917799,2,11,516,43,2.06,"r4c2"
"2293",533918194,1,4,28,7,NA,"r4c2"
"2294",533918195,1,11,836,76,1.96,"r4c2"
"2295",533953871,1,1,180,180,0.5,"r4c2"
"2296",533953874,2,2,270,135,2.5,"r4c2"
"2297",533953876,1,2,20,10,NA,"r4c2"
"2298",533953877,3,18,3010,158.421052631579,NA,"r4c2"
"2299",533953882,5,20,2080,94.5454545454545,NA,"r4c2"
"2300",533954274,2,15,1505,94.0625,2.818125,"r4c2"
"2301",533954277,1,2,18,9,1.45,"r4c2"
"2302",533954280,2,15,2640,120,2.45454545454545,"r4c2"
"2303",533989961,14,39,13092,104.736,NA,"r4c2"
"2304",533989963,29,43,14807,73.6666666666667,NA,"r4c2"
"2305",533989964,2,15,1227,64.5789473684211,1.30010526315789,"r4c2"
"2306",533990356,2,7,94,11.75,NA,"r4c2"
"2307",533990358,3,8,240,30,1.01125,"r4c2"
"2308",533990361,13,56,14705,71.3834951456311,NA,"r4c2"
"2309",533990362,15,44,9702,82.2203389830509,NA,"r4c2"
"2310",534026043,1,12,1080,90,4.828,"r4c2"
"2311",534026044,3,11,863,71.9166666666667,NA,"r4c2"
"2312",534026045,1,9,2700,300,3.5,"r4c2"
"2313",534026046,4,13,983,39.32,2.93112,"r4c2"
"2314",534026047,6,22,2593,74.0857142857143,2.645,"r4c2"
"2315",534026163,1,2,4,2,2.89,"r4c2"
"2316",534026442,15,41,13751,74.7336956521739,NA,"r4c2"
"2317",534026443,2,30,1014,27.4054054054054,1.44864864864865,"r4c2"
"2318",534026444,5,28,2730,55.7142857142857,NA,"r4c2"
"2319",534062129,17,29,4578,65.4,NA,"r4c2"
"2320",534062130,4,11,364,21.4117647058824,NA,"r4c2"
"2321",534062524,1,12,636,53,0.79,"r4c2"
"2322",534062525,7,35,4364,61.4647887323944,NA,"r4c2"
"2323",534062526,62,96,90547,112.341191066998,NA,"r4c2"
"2324",534062527,14,51,8813,48.6906077348066,NA,"r4c2"
"2325",534098204,8,25,1945,48.625,NA,"r4c2"
"2326",534098205,1,8,720,90,4,"r4c2"
"2327",534098206,2,5,150,30,NA,"r4c2"
"2328",534098207,1,4,360,90,2,"r4c2"
"2329",534098212,25,49,20860,93.125,NA,"r4c2"
"2330",534098213,13,49,10795,91.4830508474576,NA,"r4c2"
"2331",534098214,1,13,1989,153,4.619,"r4c2"
"2332",534098608,1,19,1729,91,2.56,"r4c2"
"2333",534098609,1,21,1743,83,2.829,"r4c2"
"2334",534134287,2,7,771,110.142857142857,1.17142857142857,"r4c2"
"2335",534134288,4,12,647,46.2142857142857,NA,"r4c2"
"2336",534134289,1,6,42,7,0.83,"r4c2"
"2337",534134290,2,10,284,23.6666666666667,NA,"r4c2"
"2338",534134291,1,2,60,30,NA,"r4c2"
"2339",534134292,1,4,120,30,2,"r4c2"
"2340",534134293,15,36,9500,105.555555555556,NA,"r4c2"
"2341",534134295,112,67,53475,75.4231311706629,NA,"r4c2"
"2342",534134296,33,45,10319,57.3277777777778,NA,"r4c2"
"2343",534134297,1,2,4,2,NA,"r4c2"
"2344",534134298,1,2,240,120,4.828,"r4c2"
"2345",534170378,7,23,3106,69.0222222222222,NA,"r4c2"
"2346",534170379,1,10,500,50,0.805,"r4c2"
"2347",534170380,18,41,15500,122.047244094488,NA,"r4c2"
"2348",534242540,2,4,62,15.5,NA,"r4c2"
"2349",534242542,7,24,970,24.8717948717949,NA,"r4c2"
"2350",534242545,2,21,1052,50.0952380952381,1.72761904761905,"r4c2"
"2351",534242788,1,1,1,1,0.11,"r4c2"
"2352",534242945,3,30,1765,46.4473684210526,NA,"r4c2"
"2353",534278623,1,13,1300,100,3.219,"r4c2"
"2354",534278628,1,14,1260,90,5,"r4c2"
"2355",534278631,1,8,304,38,0.338,"r4c2"
"2356",534278864,1,1,1,1,0.577,"r4c2"
"2357",534350773,1,4,480,120,1.609,"r4c2"
"2358",534350778,1,5,500,100,1.609,"r4c2"
"2359",534350794,5,42,4966,71.9710144927536,NA,"r4c2"
"2360",534350799,3,6,64,8,NA,"r4c2"
"2361",534350800,1,3,18,6,NA,"r4c2"
"2362",534386877,6,30,2010,40.2,NA,"r4c2"
"2363",534386879,6,37,2100,35.5932203389831,2.16467796610169,"r4c2"
"2364",534422967,1,11,165,15,0.48,"r4c2"
"2365",534459047,1,15,900,60,0.49,"r4c2"
"2366",534459050,1,2,50,25,NA,"r4c2"
"2367",534459051,1,3,45,15,1,"r4c2"
"2368",534495122,1,8,480,60,1.609,"r4c2"
"2369",534495134,1,3,18,6,2.14,"r4c2"
"2370",534495505,1,2,20,10,3,"r4c2"
"2371",534603380,1,1,3,3,NA,"r4c2"
"2372",534603473,1,1,10,10,NA,"r4c2"
"2373",534639462,7,21,748,23.375,1.69590625,"r4c2"
"2374",534675523,1,4,480,120,2.414,"r4c2"
"2375",534675530,1,11,220,20,0.805,"r4c2"
"2376",534675544,1,18,1080,60,2,"r4c2"
"2377",534675545,2,8,177,22.125,1.242,"r4c2"
"2378",534711612,1,23,3450,150,2.414,"r4c2"
"2379",534711714,1,2,90,45,1.609,"r4c2"
"2380",534783915,1,1,9,9,0.65,"r4c2"
"2381",534892087,1,3,3,1,NA,"r4c2"
"2382",534964230,4,9,150,10,NA,"r4c2"
"2383",534964231,1,6,48,8,2.31,"r4c2"
"2384",534964233,2,11,234,19.5,NA,"r4c2"
"2385",535000315,2,20,800,33.3333333333333,NA,"r4c2"
"2386",535000316,1,13,403,31,4.616,"r4c2"
"2387",535036614,1,13,338,26,0.15,"r4c2"
"2388",535072327,1,6,396,66,0.612,"r4c2"
"2389",535072486,2,7,290,29,NA,"r4c2"
"2390",535072575,5,19,177,5.70967741935484,NA,"r4c2"
"2391",535072576,1,7,21,3,0.68,"r4c2"
"2392",535072698,6,35,948,14.3636363636364,1.84978787878788,"r4c2"
"2393",535072700,9,36,1012,11.1208791208791,NA,"r4c2"
"2394",535072707,1,20,3400,170,1.13,"r4c2"
"2395",535108572,2,15,927,61.8,NA,"r4c2"
"2396",535108658,1,1,1,1,1,"r4c2"
"2397",535108786,2,21,1488,57.2307692307692,NA,"r4c2"
"2398",535144660,1,2,4,2,NA,"r4c2"
"2399",535144718,2,6,102,17,4.828,"r4c2"
"2400",535144719,1,8,200,25,NA,"r4c2"
"2401",535144720,1,1,34,34,NA,"r4c2"
"2402",535180747,2,19,855,45,0.644,"r4c2"
"2403",535180756,1,3,3,1,1.02,"r4c2"
"2404",535180801,3,13,1236,58.8571428571429,NA,"r4c2"
"2405",535252750,1,7,70,10,2.5,"r4c2"
"2406",535252926,1,1,2,2,2.83,"r4c2"
"2407",535252962,1,1,2,2,NA,"r4c2"
"2408",535252991,1,1,4,4,3.08,"r4c2"
"2409",535289993,1,15,1575,105,1.609,"r4c2"
"2410",535361106,2,9,838,64.4615384615385,1.90384615384615,"r4c2"
"2411",535361109,2,11,56,4,NA,"r4c2"
"2412",535397190,1,7,609,87,NA,"r4c2"
"2413",535397211,1,11,187,17,0.07,"r4c2"
"2414",535433294,2,9,150,15,NA,"r4c2"
"2415",535469376,1,19,3420,180,2,"r4c2"
"2416",535541505,1,5,270,54,0.55,"r4c2"
"2417",535541547,1,12,444,37,1,"r4c2"
"2418",535541552,1,9,414,46,2,"r4c2"
"2419",535650112,1,1,5,5,3,"r4c2"
"2420",535722003,1,2,40,20,NA,"r4c2"
"2421",535794166,2,3,11,3.66666666666667,NA,"r4c2"
"2422",535830244,2,18,4039,224.388888888889,NA,"r4c2"
"2423",535830248,1,3,75,25,1,"r4c2"
"2424",535830505,3,20,1858,59.9354838709677,NA,"r4c2"
"2425",535902225,1,2,60,30,NA,"r4c2"
"2426",535902235,1,4,40,10,4.97,"r4c2"
"2427",535902638,2,3,15,5,2.07666666666667,"r4c2"
"2428",535938493,12,24,1290,21.5,NA,"r4c2"
"2429",535974546,1,4,408,102,2.69,"r4c2"
"2430",535974651,1,1,3,3,2.15,"r4c2"
"2431",535974804,1,17,697,41,2.81,"r4c2"
"2432",536046741,1,2,14,7,0.27,"r4c2"
"2433",536082820,1,8,1104,138,3.5,"r4c2"
"2434",536082825,1,8,136,17,NA,"r4c2"
"2435",536191151,1,3,18,6,2.47,"r4c2"
"2436",536227156,2,3,7,2.33333333333333,NA,"r4c2"
"2437",536227234,2,4,20,5,2.97,"r4c2"
"2438",536299282,1,10,600,60,5,"r4c2"
"2439",536299942,1,9,225,25,4.828,"r4c2"
"2440",536335129,1,3,30,10,0.805,"r4c2"
"2441",536335350,1,9,405,45,4.5,"r4c2"
"2442",536371562,9,29,1876,30.258064516129,NA,"r4c2"
"2443",536371563,1,7,315,45,1.498,"r4c2"
"2444",536407643,1,4,84,21,1.69,"r4c2"
"2445",536407645,1,3,45,15,NA,"r4c2"
"2446",536407646,3,15,1343,58.3913043478261,NA,"r4c2"
"2447",536407833,54,60,96613,162.102348993289,NA,"r4c2"
"2448",536443724,1,3,24,8,0.63,"r4c2"
"2449",536443899,1,3,33,11,2,"r4c2"
"2450",536479586,1,3,30,10,4.159,"r4c2"
"2451",536479805,5,28,3642,53.5588235294118,NA,"r4c2"
"2452",536515734,4,32,4929,117.357142857143,NA,"r4c2"
"2453",536515888,4,27,9752,184,NA,"r4c2"
"2454",536516056,1,8,720,90,5,"r4c2"
"2455",536516058,3,27,2073,50.5609756097561,NA,"r4c2"
"2456",536516059,21,41,14167,58.0614754098361,NA,"r4c2"
"2457",536516060,16,19,8113,50.0802469135802,NA,"r4c2"
"2458",536516081,2,16,3624,164.727272727273,NA,"r4c2"
"2459",536551816,3,9,605,55,1.931,"r4c2"
"2460",536552138,4,23,3840,73.8461538461538,3.44230769230769,"r4c2"
"2461",536552139,9,39,4864,38.2992125984252,NA,"r4c2"
"2462",536552164,1,20,2960,148,3.9,"r4c2"
"2463",536588060,1,4,12,3,NA,"r4c2"
"2464",536588219,1,3,60,20,NA,"r4c2"
"2465",536588220,17,34,8515,62.6102941176471,NA,"r4c2"
"2466",536588221,9,31,3943,55.5352112676056,NA,"r4c2"
"2467",536588244,1,3,117,39,4.74,"r4c2"
"2468",536588247,1,1,10,10,0.41,"r4c2"
"2469",536588248,2,21,3496,166.47619047619,NA,"r4c2"
"2470",536624302,1,2,4,2,2.3,"r4c2"
"2471",536624303,11,43,19350,128.145695364238,NA,"r4c2"
"2472",536624320,1,13,2379,183,NA,"r4c2"
"2473",536624324,3,21,7817,181.790697674419,NA,"r4c2"
"2474",536624327,1,2,40,20,5,"r4c2"
"2475",536624330,17,42,10891,64.4437869822485,NA,"r4c2"
"2476",536624331,41,44,24027,67.1145251396648,NA,"r4c2"
"2477",536660143,2,9,310,31,NA,"r4c2"
"2478",536660383,1,15,1350,90,5,"r4c2"
"2479",536660384,7,33,5527,69.9620253164557,NA,"r4c2"
"2480",536660385,21,49,19589,74.2007575757576,NA,"r4c2"
"2481",536660412,3,15,285,13.5714285714286,0.993,"r4c2"
"2482",536660413,1,9,270,30,0.5,"r4c2"
"2483",536660414,2,13,1130,66.4705882352941,1.9,"r4c2"
"2484",536696226,1,8,480,60,4.828,"r4c2"
"2485",536696462,1,20,2400,120,3,"r4c2"
"2486",536696466,1,6,144,24,1.32,"r4c2"
"2487",536696496,1,11,2200,200,0.24,"r4c2"
"2488",536696497,5,28,5406,91.6271186440678,NA,"r4c2"
"2489",536696498,11,34,8980,59.8666666666667,2.03126666666667,"r4c2"
"2490",536732581,93,73,100734,103.529290853032,NA,"r4c2"
"2491",536732582,43,64,15909,32.7345679012346,NA,"r4c2"
"2492",536768660,1,6,24,4,3.669,"r4c2"
"2493",536768662,10,23,1033,19.1296296296296,NA,"r4c2"
"2494",536768664,19,40,5518,30.4861878453039,NA,"r4c2"
"2495",536804739,1,2,6,3,4.7,"r4c2"
"2496",536840790,3,16,1431,59.625,NA,"r4c2"
"2497",536840829,18,35,4338,26.4512195121951,1.25410975609756,"r4c2"
"2498",536840830,1,7,252,36,1.3,"r4c2"
"2499",536876882,1,2,12,6,NA,"r4c2"
"2500",536876912,5,30,2702,55.1428571428571,NA,"r4c2"
"2501",536876920,2,29,6136,161.473684210526,2.13842105263158,"r4c2"
"2502",536912789,1,12,180,15,NA,"r4c2"
"2503",536912995,10,43,8331,80.1057692307692,1.91339423076923,"r4c2"
"2504",536912996,8,31,3413,36.6989247311828,1.11333333333333,"r4c2"
"2505",536948873,1,9,270,30,NA,"r4c2"
"2506",536949083,3,25,3106,64.7083333333333,NA,"r4c2"
"2507",536984886,1,4,40,10,0.3,"r4c2"
"2508",536985161,40,36,16855,55.6270627062706,NA,"r4c2"
"2509",536985162,2,11,540,45,NA,"r4c2"
"2510",537021245,1,5,40,8,NA,"r4c2"
"2511",537057329,1,12,324,27,0.546,"r4c2"
"2512",537057330,1,25,550,22,5,"r4c2"
"2513",537057333,2,11,676,48.2857142857143,NA,"r4c2"
"2514",537093134,1,17,1020,60,2,"r4c2"
"2515",537093136,2,8,105,13.125,NA,"r4c2"
"2516",537093413,3,29,3414,83.2682926829268,3.17419512195122,"r4c2"
"2517",537093414,2,16,504,25.2,NA,"r4c2"
"2518",537093415,52,57,38038,74.5843137254902,NA,"r4c2"
"2519",537093416,3,18,1640,63.0769230769231,NA,"r4c2"
"2520",537129215,1,8,296,37,0.22,"r4c2"
"2521",537129216,2,18,2127,118.166666666667,2.63,"r4c2"
"2522",537129498,2,13,768,48,NA,"r4c2"
"2523",537165297,1,13,1560,120,NA,"r4c2"
"2524",537165521,1,15,2400,160,5,"r4c2"
"2525",537165583,3,21,2726,104.846153846154,2.78923076923077,"r4c2"
"2526",537165584,1,12,1560,130,NA,"r4c2"
"2527",537165585,2,17,1498,83.2222222222222,NA,"r4c2"
"2528",537201390,2,9,130,14.4444444444444,4.52111111111111,"r4c2"
"2529",537201668,1,7,119,17,NA,"r4c2"
"2530",537237475,3,11,377,31.4166666666667,NA,"r4c2"
"2531",537273553,2,35,5061,103.285714285714,2.96557142857143,"r4c2"
"2532",537273554,3,17,3009,125.375,NA,"r4c2"
"2533",537273558,2,10,324,27,NA,"r4c2"
"2534",537309644,2,7,92,13.1428571428571,NA,"r4c2"
"2535",537309694,1,6,60,10,NA,"r4c2"
"2536",537345725,1,6,180,30,0.2,"r4c2"
"2537",537381808,1,6,360,60,3,"r4c2"
"2538",537417794,1,3,105,35,0.29,"r4c2"
"2539",537417968,1,35,4200,120,1,"r4c2"
"2540",537454006,2,15,1620,77.1428571428571,NA,"r4c2"
"2541",537454008,1,19,3420,180,1,"r4c2"
"2542",537454202,15,25,6424,69.0752688172043,NA,"r4c2"
"2543",537490058,1,5,55,11,1.38,"r4c2"
