"","cell","number_checklists","total_SR","total_duration","avg_duration","no_months","square"
"1",132032066,1,16,240,15,1,"r2c1"
"2",132032115,1,10,230,23,1,"r2c1"
"3",132032117,1,3,24,8,1,"r2c1"
"4",132032118,1,7,49,7,1,"r2c1"
"5",132032161,1,20,880,44,1,"r2c1"
"6",132032369,2,7,180,22.5,2,"r2c1"
"7",132032641,1,1,5,5,1,"r2c1"
"8",132032689,1,4,240,60,1,"r2c1"
"9",132032705,1,1,3,3,1,"r2c1"
"10",132033137,1,4,360,90,1,"r2c1"
"11",132033139,7,15,530,24.0909090909091,3,"r2c1"
"12",132034551,3,9,425,26.5625,2,"r2c1"
"13",132034552,3,6,224,20.3636363636364,2,"r2c1"
"14",132034557,3,12,1168,50.7826086956522,1,"r2c1"
"15",132034568,2,2,4,2,2,"r2c1"
"16",132034708,1,1,8,8,1,"r2c1"
"17",132034785,3,14,780,23.6363636363636,1,"r2c1"
"18",132034796,1,2,10,5,1,"r2c1"
"19",132068144,2,36,3132,58,1,"r2c1"
"20",132068145,23,82,19385,39.3204868154158,3,"r2c1"
"21",132068146,9,42,1001,15.8888888888889,3,"r2c1"
"22",132068148,1,14,420,30,1,"r2c1"
"23",132068195,1,7,84,12,1,"r2c1"
"24",132068197,3,17,210,11.0526315789474,1,"r2c1"
"25",132068198,2,10,120,12,1,"r2c1"
"26",132068203,1,18,954,53,1,"r2c1"
"27",132068204,7,51,3074,29.2761904761905,2,"r2c1"
"28",132068205,3,13,61,3.8125,2,"r2c1"
"29",132068217,2,14,294,16.3333333333333,1,"r2c1"
"30",132068219,1,4,120,30,1,"r2c1"
"31",132068221,7,43,7852,68.2782608695652,2,"r2c1"
"32",132068226,1,2,2,1,1,"r2c1"
"33",132068228,1,4,28,7,1,"r2c1"
"34",132068233,2,23,1668,59.5714285714286,1,"r2c1"
"35",132068240,2,18,951,38.04,1,"r2c1"
"36",132068242,13,44,5926,48.9752066115703,3,"r2c1"
"37",132068243,73,84,80841,66.2088452088452,3,"r2c1"
"38",132068786,2,3,20,6.66666666666667,1,"r2c1"
"39",132069045,1,1,30,30,1,"r2c1"
"40",132069220,6,13,1554,53.5862068965517,2,"r2c1"
"41",132070588,1,13,780,60,1,"r2c1"
