"","cell","number_checklists","total_SR","total_duration","avg_duration","no_months","square"
"1",55330819,1,9,171,19,1,"r1c2"
"2",55763806,1,6,372,62,1,"r1c2"
"3",55944211,1,5,15,3,1,"r1c2"
"4",56016373,4,15,780,20,2,"r1c2"
"5",56016438,3,17,558,20.6666666666667,1,"r1c2"
"6",56160318,1,7,70,10,1,"r1c2"
"7",56232837,1,1,8,8,1,"r1c2"
"8",56268920,4,11,266,12.0909090909091,2,"r1c2"
"9",56268924,5,12,256,15.0588235294118,2,"r1c2"
"10",56305002,8,29,6710,65.7843137254902,3,"r1c2"
"11",56341063,1,6,222,37,1,"r1c2"
"12",56341089,8,11,1066,39.4814814814815,3,"r1c2"
"13",56341090,2,7,185,26.4285714285714,2,"r1c2"
"14",56341094,6,14,1145,35.78125,2,"r1c2"
"15",56377168,1,1,15,15,1,"r1c2"
"16",56377175,3,4,135,19.2857142857143,2,"r1c2"
"17",56412896,2,13,1140,60,1,"r1c2"
"18",56413261,3,14,374,19.6842105263158,1,"r1c2"
"19",56413263,4,10,537,23.3478260869565,2,"r1c2"
"20",56413275,1,2,40,20,1,"r1c2"
"21",56448975,1,11,110,10,1,"r1c2"
"22",56449346,1,4,260,65,1,"r1c2"
"23",56485386,1,1,18,18,1,"r1c2"
"24",56485387,11,25,3050,41.2162162162162,2,"r1c2"
"25",56485388,3,1,76,25.3333333333333,1,"r1c2"
"26",56485428,5,6,154,11,3,"r1c2"
"27",56521469,10,13,1076,26.9,3,"r1c2"
"28",56521470,4,9,80,4.21052631578947,1,"r1c2"
"29",56521597,2,9,76,5.84615384615385,1,"r1c2"
"30",56521603,2,13,940,42.7272727272727,1,"r1c2"
"31",56521606,1,18,2358,131,1,"r1c2"
"32",56521613,1,12,372,31,1,"r1c2"
"33",56557549,1,1,13,13,1,"r1c2"
"34",56557550,6,12,192,7.68,2,"r1c2"
"35",56593631,6,9,422,30.1428571428571,2,"r1c2"
"36",56665792,1,1,20,20,1,"r1c2"
"37",56990525,1,1,1,1,1,"r1c2"
"38",57026615,1,5,160,32,1,"r1c2"
"39",57134554,1,5,1200,240,1,"r1c2"
"40",57207026,1,1,1,1,1,"r1c2"
"41",57351493,1,5,15,3,1,"r1c2"
"42",57531732,1,1,1,1,1,"r1c2"
"43",57531756,2,8,666,66.6,2,"r1c2"
"44",57676041,2,18,291,14.55,1,"r1c2"
"45",57820435,2,6,80,11.4285714285714,1,"r1c2"
"46",57856517,4,11,70,4.66666666666667,2,"r1c2"
"47",57892598,3,15,776,27.7142857142857,1,"r1c2"
"48",57928671,6,10,985,36.4814814814815,1,"r1c2"
"49",57928680,1,3,18,6,1,"r1c2"
"50",58000842,1,1,25,25,1,"r1c2"
"51",58036923,5,15,2536,60.3809523809524,1,"r1c2"
"52",58109084,2,9,544,38.8571428571429,1,"r1c2"
"53",58577919,1,1,25,25,1,"r1c2"
"54",58939113,1,6,222,37,1,"r1c2"
"55",59624183,1,1,7,7,1,"r1c2"
"56",59624185,1,6,48,8,1,"r1c2"
"57",59696344,2,2,44,22,1,"r1c2"
"58",59876998,1,1,173,173,1,"r1c2"
