"","cell","number_checklists","total_SR","total_duration","avg_duration","no_months","square"
"1",132079153,3,3,180,60,1,"r2c3"
"2",132079159,1,14,1680,120,1,"r2c3"
"3",132079816,2,12,645,37.9411764705882,1,"r2c3"
"4",132081320,1,10,1240,124,1,"r2c3"
"5",132115250,1,9,1080,120,1,"r2c3"
"6",132115836,1,2,30,15,1,"r2c3"
"7",132115882,1,28,4620,165,1,"r2c3"
"8",132116961,1,12,240,20,1,"r2c3"
"9",132151247,1,10,600,60,1,"r2c3"
"10",132151321,1,4,480,120,1,"r2c3"
"11",132151326,3,3,270,90,1,"r2c3"
"12",132151911,4,18,3830,100.789473684211,2,"r2c3"
"13",132151912,1,13,2340,180,1,"r2c3"
"14",132151960,2,9,106,11.7777777777778,2,"r2c3"
"15",132152046,1,5,100,20,1,"r2c3"
"16",132187992,7,38,20400,200,1,"r2c3"
"17",132188127,1,17,3400,200,1,"r2c3"
"18",132188128,1,1,200,200,1,"r2c3"
"19",132258653,1,1,7,7,1,"r2c3"
"20",132259123,1,7,140,20,1,"r2c3"
"21",132259558,1,8,480,60,1,"r2c3"
"22",132260299,2,18,704,39.1111111111111,2,"r2c3"
"23",132260902,1,4,244,61,1,"r2c3"
"24",132295046,1,6,360,60,1,"r2c3"
"25",132296984,2,10,870,62.1428571428571,1,"r2c3"
"26",132297412,2,25,2500,100,1,"r2c3"
"27",132331659,1,18,2160,120,1,"r2c3"
"28",132331746,3,38,6840,105.230769230769,3,"r2c3"
"29",132332378,2,27,2773,79.2285714285714,2,"r2c3"
"30",132332386,4,19,505,16.8333333333333,2,"r2c3"
"31",132332471,4,20,2440,90.3703703703704,2,"r2c3"
"32",132367220,1,2,2,1,1,"r2c3"
"33",132368483,3,35,7750,151.960784313725,2,"r2c3"
"34",132403529,1,12,132,11,1,"r2c3"
"35",132403905,2,6,315,52.5,1,"r2c3"
"36",132404547,44,96,102800,130.622617534943,3,"r2c3"
"37",132404551,1,8,88,11,1,"r2c3"
"38",132440631,19,42,10931,61.0670391061453,3,"r2c3"
