"","cell","number_checklists","total_SR","total_duration","avg_duration","no_months","square"
"1",41658108,1,1,240,240,1,"r1c3"
"2",43065430,1,12,408,34,1,"r1c3"
"3",43101508,1,10,220,22,1,"r1c3"
"4",43101512,1,9,54,6,1,"r1c3"
"5",43354084,1,11,275,25,1,"r1c3"
"6",43390167,1,11,220,20,1,"r1c3"
"7",43750961,1,9,90,10,1,"r1c3"
"8",43786991,1,3,81,27,1,"r1c3"
"9",44003508,2,18,422,18.3478260869565,1,"r1c3"
"10",44003525,1,9,45,5,1,"r1c3"
"11",44508525,1,1,60,60,1,"r1c3"
"12",44580266,1,12,2160,180,1,"r1c3"
"13",44796775,1,1,14,14,1,"r1c3"
"14",44832859,1,11,110,10,1,"r1c3"
"15",45013277,2,23,1316,47,2,"r1c3"
"16",45121500,2,2,360,180,1,"r1c3"
"17",45121510,4,8,105,8.07692307692308,3,"r1c3"
"18",45157579,1,13,1053,81,1,"r1c3"
"19",45157591,2,4,64,16,1,"r1c3"
"20",45157593,1,4,20,5,1,"r1c3"
"21",45157599,2,8,64,5.81818181818182,1,"r1c3"
"22",45193679,2,2,10,5,1,"r1c3"
"23",45193683,1,7,140,20,1,"r1c3"
"24",45229760,1,2,10,5,1,"r1c3"
"25",45229762,2,6,48,4,1,"r1c3"
"26",45229805,1,3,21,7,1,"r1c3"
"27",45265844,5,16,1121,40.0357142857143,2,"r1c3"
"28",45338005,1,1,20,20,1,"r1c3"
"29",45338006,1,2,50,25,1,"r1c3"
"30",45446221,1,1,30,30,1,"r1c3"
"31",45446338,1,4,64,16,1,"r1c3"
"32",45915387,1,4,156,39,1,"r1c3"
"33",46276577,5,5,600,120,1,"r1c3"
"34",46709567,2,10,1619,95.2352941176471,1,"r1c3"
"35",47539454,1,6,264,44,1,"r1c3"
"36",47719936,1,3,540,180,1,"r1c3"
"37",48008484,1,3,159,53,1,"r1c3"
"38",48946091,2,8,1440,90,2,"r1c3"
"39",49234892,1,3,180,60,1,"r1c3"
"40",49307057,1,1,120,120,1,"r1c3"
"41",49451376,1,2,120,60,1,"r1c3"
"42",49956274,1,1,180,180,1,"r1c3"
"43",50317442,1,1,120,120,1,"r1c3"
"44",50714598,1,4,32,8,1,"r1c3"
"45",50786511,3,2,30,7.5,1,"r1c3"
