"","cell","number_checklists","total_SR","total_duration","avg_duration","no_months","square"
"1",40386156,1,1,10,10,1,"r1c1"
"2",59436513,1,5,550,110,1,"r1c1"
"3",59689174,1,5,245,49,1,"r1c1"
"4",59725173,2,3,239,59.75,1,"r1c1"
"5",60085936,1,1,10,10,1,"r1c1"
"6",60122032,5,9,1108,58.3157894736842,2,"r1c1"
"7",60230264,1,5,215,43,1,"r1c1"
"8",60230265,1,8,536,67,1,"r1c1"
"9",60230267,2,5,305,43.5714285714286,2,"r1c1"
"10",60266342,1,6,180,30,1,"r1c1"
"11",60266346,1,1,95,95,1,"r1c1"
"12",60266348,9,9,681,23.4827586206897,2,"r1c1"
"13",60302424,1,1,9,9,1,"r1c1"
"14",60302431,3,7,1095,91.25,2,"r1c1"
"15",60374571,1,3,180,60,1,"r1c1"
"16",60374589,3,10,351,20.6470588235294,2,"r1c1"
"17",60410654,1,7,665,95,1,"r1c1"
"18",60410660,3,7,1399,155.444444444444,2,"r1c1"
"19",60446742,1,7,175,25,1,"r1c1"
"20",60446751,1,2,18,9,1,"r1c1"
"21",60518910,2,4,257,51.4,2,"r1c1"
"22",60554973,2,5,150,30,1,"r1c1"
"23",60554975,2,9,777,51.8,2,"r1c1"
"24",60591052,1,1,40,40,1,"r1c1"
"25",60591097,2,7,1284,160.5,1,"r1c1"
"26",61383784,1,2,16,8,1,"r1c1"
"27",61419864,1,2,44,22,1,"r1c1"
"28",61492021,2,3,319,106.333333333333,1,"r1c1"
"29",61708522,2,2,54,27,1,"r1c1"
"30",62936748,2,9,2107,150.5,1,"r1c1"
"31",63836809,5,6,1503,214.714285714286,2,"r1c1"
"32",63877654,1,1,10,10,1,"r1c1"
"33",64018577,1,4,180,45,1,"r1c1"
"34",64125520,1,1,135,135,1,"r1c1"
"35",64452316,1,1,4,4,1,"r1c1"
"36",65101164,1,3,303,101,1,"r1c1"
"37",67265684,1,2,40,20,1,"r1c1"
"38",67412125,1,2,16,8,1,"r1c1"
"39",67879379,2,2,190,95,1,"r1c1"
"40",67917352,2,2,450,225,1,"r1c1"
"41",68169886,1,3,30,10,1,"r1c1"
"42",68205949,1,1,5,5,1,"r1c1"
"43",68205967,3,5,600,60,3,"r1c1"
"44",68242037,1,6,630,105,1,"r1c1"
"45",68242046,3,4,245,61.25,1,"r1c1"
"46",68242047,1,3,54,18,1,"r1c1"
"47",68242048,2,8,611,76.375,2,"r1c1"
"48",68242049,1,1,5,5,1,"r1c1"
"49",68278124,2,2,108,54,1,"r1c1"
"50",68278125,3,5,197,24.625,2,"r1c1"
"51",68278127,4,8,539,33.6875,1,"r1c1"
"52",68278129,1,2,50,25,1,"r1c1"
"53",68314209,2,6,285,31.6666666666667,1,"r1c1"
"54",68708882,1,1,35,35,1,"r1c1"
"55",68781044,1,8,624,78,1,"r1c1"
"56",69358325,1,1,25,25,1,"r1c1"
"57",69466842,1,5,1200,240,1,"r1c1"
"58",70296396,2,6,460,51.1111111111111,1,"r1c1"
"59",70332477,1,5,100,20,1,"r1c1"
"60",70512927,1,1,120,120,1,"r1c1"
"61",70621208,1,4,40,10,1,"r1c1"
"62",70729355,1,5,225,45,1,"r1c1"
"63",70765487,1,4,300,75,1,"r1c1"
"64",70837603,1,3,75,25,1,"r1c1"
"65",71090210,1,1,1,1,1,"r1c1"
"66",71126276,1,1,30,30,1,"r1c1"
"67",71126297,1,3,18,6,1,"r1c1"
"68",71162364,1,1,150,150,1,"r1c1"
"69",71162381,1,3,24,8,1,"r1c1"
"70",71198462,1,4,40,10,1,"r1c1"
"71",71198463,1,6,78,13,1,"r1c1"
"72",71198464,71,26,10841,30.8860398860399,3,"r1c1"
"73",71198465,4,6,319,22.7857142857143,2,"r1c1"
