"","cell","number_checklists","total_SR","total_duration","avg_duration","no_months","square"
"1",517536853,1,2,74,37,1,"r4c2"
"2",517572301,1,1,24,24,1,"r4c2"
"3",517609028,1,1,20,20,1,"r4c2"
"4",517681130,2,2,41,20.5,1,"r4c2"
"5",517717214,2,2,27,13.5,2,"r4c2"
"6",517789416,1,5,125,25,1,"r4c2"
"7",517861085,1,1,30,30,1,"r4c2"
"8",517897621,1,1,73,73,1,"r4c2"
"9",517933703,1,8,128,16,1,"r4c2"
"10",518005305,1,9,1350,150,1,"r4c2"
"11",518005874,1,6,270,45,1,"r4c2"
"12",518041388,1,8,600,75,1,"r4c2"
"13",518078036,1,14,1008,72,1,"r4c2"
"14",518113717,1,6,180,30,1,"r4c2"
"15",518438458,1,2,10,5,1,"r4c2"
"16",518438459,1,9,450,50,1,"r4c2"
"17",518474525,1,2,14,7,1,"r4c2"
"18",518474542,1,5,225,45,1,"r4c2"
"19",518618867,1,2,10,5,1,"r4c2"
"20",518799188,1,6,360,60,1,"r4c2"
"21",518871319,1,1,1,1,1,"r4c2"
"22",518907309,5,5,330,66,1,"r4c2"
"23",518943511,5,7,352,44,1,"r4c2"
"24",518943529,1,3,45,15,1,"r4c2"
"25",518979600,1,1,1,1,1,"r4c2"
"26",518979601,1,1,30,30,1,"r4c2"
"27",518979602,2,7,294,36.75,2,"r4c2"
"28",519015664,3,3,42,14,1,"r4c2"
"29",519015684,3,25,3522,113.612903225806,2,"r4c2"
"30",519015685,2,1,31,15.5,2,"r4c2"
"31",519015690,1,10,350,35,1,"r4c2"
"32",519051766,5,18,2290,84.8148148148148,2,"r4c2"
"33",519051767,3,10,170,17,2,"r4c2"
"34",519087849,4,24,3427,100.794117647059,1,"r4c2"
"35",519232170,1,4,108,27,1,"r4c2"
"36",519232211,2,2,180,90,2,"r4c2"
"37",519340463,1,9,1620,180,1,"r4c2"
"38",519340513,1,9,630,70,1,"r4c2"
"39",519448957,2,11,365,33.1818181818182,2,"r4c2"
"40",519449111,1,1,45,45,1,"r4c2"
"41",519484828,1,3,27,9,1,"r4c2"
"42",519485032,1,10,200,20,1,"r4c2"
"43",519520905,1,1,1,1,1,"r4c2"
"44",519556992,2,14,1440,102.857142857143,2,"r4c2"
"45",519557209,1,15,600,40,1,"r4c2"
"46",519593052,3,3,366,122,1,"r4c2"
"47",519593056,1,4,60,15,1,"r4c2"
"48",519629140,2,16,3180,151.428571428571,2,"r4c2"
"49",519629142,2,18,2070,76.6666666666667,1,"r4c2"
"50",519629152,1,5,135,27,1,"r4c2"
"51",519629382,4,4,193,48.25,1,"r4c2"
"52",519665219,1,1,15,15,1,"r4c2"
"53",519665220,2,8,300,30,2,"r4c2"
"54",519665221,5,10,400,40,1,"r4c2"
"55",519701297,6,12,2010,118.235294117647,2,"r4c2"
"56",519701298,1,3,180,60,1,"r4c2"
"57",519773457,1,1,80,80,1,"r4c2"
"58",519773491,1,4,240,60,1,"r4c2"
"59",519773693,1,7,35,5,1,"r4c2"
"60",519773708,1,4,360,90,1,"r4c2"
"61",519773709,2,6,140,20,1,"r4c2"
