"","cell","number_checklists","total_SR","total_duration","avg_duration","no_months","square"
"1",324766136,2,2,120,60,1,"r3c4"
"2",324874380,2,2,40,20,1,"r3c4"
"3",325019575,2,5,20,3.33333333333333,1,"r3c4"
"4",325055656,1,6,36,6,1,"r3c4"
"5",325090866,3,9,1045,116.111111111111,1,"r3c4"
"6",325091740,1,19,5700,300,1,"r3c4"
"7",325126954,1,9,549,61,1,"r3c4"
"8",325199115,3,13,926,66.1428571428571,1,"r3c4"
"9",325202127,1,1,120,120,1,"r3c4"
"10",325310375,4,4,1020,255,1,"r3c4"
"11",325382539,2,2,480,240,1,"r3c4"
"12",325416482,1,6,48,8,1,"r3c4"
"13",325632974,1,7,77,11,1,"r3c4"
"14",325779446,1,1,70,70,1,"r3c4"
"15",325886816,6,31,7064,119.728813559322,1,"r3c4"
"16",325886817,3,12,288,16,1,"r3c4"
"17",325886818,3,13,308,13.3913043478261,1,"r3c4"
"18",325922899,1,25,6525,261,1,"r3c4"
"19",325922902,1,2,30,15,1,"r3c4"
"20",326031137,1,1,7,7,1,"r3c4"
"21",326067217,1,2,14,7,1,"r3c4"
"22",326068154,1,16,1440,90,1,"r3c4"
"23",326137219,1,1,90,90,1,"r3c4"
"24",326319782,1,3,18,6,1,"r3c4"
"25",326320694,1,1,120,120,1,"r3c4"
"26",326428026,1,2,6,3,1,"r3c4"
"27",326501083,1,8,1440,180,1,"r3c4"
"28",326534074,2,14,396,22,2,"r3c4"
"29",326571885,1,15,900,60,1,"r3c4"
"30",326572355,1,3,72,24,1,"r3c4"
"31",326573250,2,38,10468,183.649122807018,1,"r3c4"
"32",326609327,1,1,250,250,1,"r3c4"
"33",326609328,10,10,3180,289.090909090909,2,"r3c4"
"34",326645407,1,1,240,240,1,"r3c4"
"35",326645409,1,29,4872,168,1,"r3c4"
"36",326645417,1,9,1080,120,1,"r3c4"
"37",326681490,5,46,10397,86.6416666666667,1,"r3c4"
"38",326681494,6,25,396,8.25,1,"r3c4"
"39",326681497,1,2,6,3,1,"r3c4"
"40",326717572,3,13,1530,90,1,"r3c4"
"41",326717573,1,7,420,60,1,"r3c4"
"42",326752298,1,18,5400,300,1,"r3c4"
"43",326753647,1,3,225,75,1,"r3c4"
"44",326753650,9,46,12943,157.841463414634,2,"r3c4"
"45",326822777,1,1,10,10,1,"r3c4"
"46",326934063,1,6,270,45,1,"r3c4"
"47",326970139,8,29,2525,56.1111111111111,1,"r3c4"
"48",326970146,1,4,120,30,1,"r3c4"
"49",326970157,1,2,10,5,1,"r3c4"
"50",327042283,2,7,600,60,1,"r3c4"
"51",327078379,1,1,2,2,1,"r3c4"
"52",327222715,6,19,3667,79.7173913043478,1,"r3c4"
"53",327222716,1,1,60,60,1,"r3c4"
"54",327256643,1,10,400,40,1,"r3c4"
"55",327258755,3,3,180,60,1,"r3c4"
"56",327258796,1,9,1080,120,1,"r3c4"
"57",327294837,1,8,480,60,1,"r3c4"
"58",327367034,1,1,45,45,1,"r3c4"
"59",327403084,1,1,120,120,1,"r3c4"
"60",327546718,1,13,195,15,1,"r3c4"
"61",327582802,5,37,9953,153.123076923077,2,"r3c4"
"62",327691771,5,21,6695,99.9253731343284,1,"r3c4"
"63",327835378,1,2,20,10,1,"r3c4"
