"","cell","number_checklists","total_SR","total_duration","avg_duration","no_months","square"
"1",517447491,3,9,90,7.5,1,"r4c4"
"2",517447492,1,11,660,60,1,"r4c4"
"3",517447526,1,10,150,15,1,"r4c4"
"4",517447535,1,11,198,18,1,"r4c4"
"5",517447536,1,5,40,8,1,"r4c4"
"6",517447549,4,20,789,19.2439024390244,1,"r4c4"
"7",517447551,4,15,455,14.6774193548387,3,"r4c4"
"8",517447562,1,16,832,52,1,"r4c4"
"9",517447577,4,10,96,5.05263157894737,2,"r4c4"
"10",517447588,4,15,316,11.7037037037037,2,"r4c4"
"11",517447589,2,14,873,41.5714285714286,2,"r4c4"
"12",517483572,1,7,105,15,1,"r4c4"
"13",517483618,1,7,70,10,1,"r4c4"
"14",517483629,1,7,35,5,1,"r4c4"
"15",517483630,1,3,15,5,1,"r4c4"
"16",517483631,4,11,115,6.38888888888889,2,"r4c4"
"17",517483632,7,18,300,6.38297872340426,2,"r4c4"
"18",517483633,11,30,1738,19.3111111111111,3,"r4c4"
"19",517483634,1,3,15,5,1,"r4c4"
"20",517483636,1,7,35,5,1,"r4c4"
"21",517483644,1,3,135,45,1,"r4c4"
"22",517483645,6,20,781,16.6170212765957,1,"r4c4"
"23",517483666,1,16,2720,170,1,"r4c4"
"24",517483670,2,13,113,6.64705882352941,1,"r4c4"
"25",517483671,1,9,198,22,1,"r4c4"
"26",517483707,1,9,54,6,1,"r4c4"
"27",517483726,1,7,56,8,1,"r4c4"
"28",517483744,1,4,60,15,1,"r4c4"
"29",517483780,1,7,35,5,1,"r4c4"
"30",517519622,1,6,54,9,1,"r4c4"
"31",517519656,8,4,85,5,1,"r4c4"
"32",517519664,8,3,50,5,1,"r4c4"
"33",517519698,1,3,102,34,1,"r4c4"
"34",517519704,1,8,880,110,1,"r4c4"
"35",517519706,2,11,586,41.8571428571429,1,"r4c4"
"36",517519710,2,11,125,11.3636363636364,2,"r4c4"
"37",517519711,8,20,955,16.1864406779661,2,"r4c4"
"38",517519712,4,17,167,7.95238095238095,2,"r4c4"
"39",517519713,2,6,30,5,1,"r4c4"
"40",517519714,9,17,303,5.71698113207547,1,"r4c4"
"41",517519715,1,10,130,13,1,"r4c4"
"42",517519716,1,7,511,73,1,"r4c4"
"43",517519727,2,7,62,7.75,1,"r4c4"
"44",517519728,2,8,60,5,2,"r4c4"
"45",517519729,2,16,772,35.0909090909091,1,"r4c4"
"46",517519730,4,19,3182,72.3181818181818,2,"r4c4"
"47",517519805,1,1,31,31,1,"r4c4"
"48",517519818,1,13,117,9,1,"r4c4"
"49",517519824,3,14,702,25.0714285714286,1,"r4c4"
"50",517519825,3,13,379,18.95,1,"r4c4"
"51",517519826,1,6,30,5,1,"r4c4"
"52",517555733,1,1,15,15,1,"r4c4"
"53",517555734,77,47,15398,23.0508982035928,3,"r4c4"
"54",517555752,1,9,162,18,1,"r4c4"
"55",517555768,2,5,100,16.6666666666667,1,"r4c4"
"56",517555779,1,9,45,5,1,"r4c4"
"57",517555785,32,36,8066,34.9177489177489,3,"r4c4"
"58",517555786,11,25,3249,48.4925373134328,2,"r4c4"
"59",517555788,1,5,85,17,1,"r4c4"
"60",517555789,8,18,517,12.3095238095238,3,"r4c4"
"61",517555791,4,17,396,10.4210526315789,2,"r4c4"
"62",517555792,8,24,1563,25.2096774193548,2,"r4c4"
"63",517555793,5,26,464,10.7906976744186,3,"r4c4"
"64",517555794,1,10,100,10,1,"r4c4"
"65",517555796,1,3,30,10,1,"r4c4"
"66",517555811,1,2,54,27,1,"r4c4"
"67",517555831,2,12,230,15.3333333333333,1,"r4c4"
"68",517555897,1,5,25,5,1,"r4c4"
"69",517555899,1,11,253,23,1,"r4c4"
"70",517555906,8,18,1793,26.3676470588235,2,"r4c4"
"71",517555979,1,15,75,5,1,"r4c4"
"72",517591742,1,9,1530,170,1,"r4c4"
"73",517591813,1,7,210,30,1,"r4c4"
"74",517591814,1,3,24,8,1,"r4c4"
"75",517591861,1,6,180,30,1,"r4c4"
"76",517591865,2,12,420,32.3076923076923,2,"r4c4"
"77",517591866,2,13,560,40,2,"r4c4"
"78",517591867,72,40,43185,67.4765625,3,"r4c4"
"79",517591889,1,18,3240,180,1,"r4c4"
"80",517591891,4,13,158,6.07692307692308,1,"r4c4"
"81",517591892,3,9,75,6.25,1,"r4c4"
"82",517591893,3,12,882,36.75,2,"r4c4"
"83",517591894,2,4,21,5.25,2,"r4c4"
"84",517591895,1,1,11,11,1,"r4c4"
"85",517591904,1,4,20,5,1,"r4c4"
"86",517591908,15,18,1865,25.9027777777778,3,"r4c4"
"87",517591909,1,1,6,6,1,"r4c4"
"88",517591910,10,12,521,12.1162790697674,2,"r4c4"
"89",517591911,12,15,963,13.5633802816901,2,"r4c4"
"90",517591912,5,15,495,17.0689655172414,1,"r4c4"
"91",517591992,1,8,40,5,1,"r4c4"
"92",517592021,1,11,55,5,1,"r4c4"
"93",517592051,1,13,325,25,1,"r4c4"
"94",517627824,10,8,160,5,1,"r4c4"
"95",517627859,1,6,102,17,1,"r4c4"
"96",517627937,1,7,189,27,1,"r4c4"
"97",517627945,1,7,210,30,1,"r4c4"
"98",517627949,2,19,1990,76.5384615384615,1,"r4c4"
"99",517627986,5,11,423,15.6666666666667,2,"r4c4"
"100",517627987,1,12,120,10,1,"r4c4"
"101",517627990,2,8,72,9,1,"r4c4"
"102",517627991,7,22,1290,20.4761904761905,2,"r4c4"
"103",517628057,1,15,1335,89,1,"r4c4"
"104",517628075,1,13,195,15,1,"r4c4"
"105",517628101,1,3,15,5,1,"r4c4"
"106",517663938,1,1,5,5,1,"r4c4"
"107",517663974,10,24,957,16.5,3,"r4c4"
"108",517663975,1,11,660,60,1,"r4c4"
"109",517664020,2,13,395,20.7894736842105,2,"r4c4"
"110",517664022,2,4,25,6.25,2,"r4c4"
