"","cell","number_checklists","total_SR","total_duration","avg_duration","no_months","square"
"1",132087057,3,45,13630,186.712328767123,1,"r2c4"
"2",132159984,1,12,3600,300,1,"r2c4"
"3",132233524,2,17,2420,142.352941176471,1,"r2c4"
"4",132339637,7,62,14322,105.308823529412,2,"r2c4"
"5",132342651,1,15,150,10,1,"r2c4"
"6",132375043,1,4,260,65,1,"r2c4"
"7",132375721,2,17,540,30,1,"r2c4"
"8",132411817,1,14,420,30,1,"r2c4"
"9",132447887,2,3,200,66.6666666666667,2,"r2c4"
"10",132482887,3,21,2886,99.5172413793103,1,"r2c4"
"11",132483970,9,14,980,31.6129032258065,2,"r2c4"
"12",132483971,1,2,4,2,1,"r2c4"
"13",132555397,1,2,2,1,1,"r2c4"
"14",132556134,10,64,13235,74.774011299435,3,"r2c4"
"15",132558692,2,27,4686,146.4375,1,"r2c4"
"16",132591539,3,24,8065,206.794871794872,1,"r2c4"
"17",132628303,1,6,540,90,1,"r2c4"
"18",132663642,1,1,1,1,1,"r2c4"
"19",132847359,2,22,4326,127.235294117647,1,"r2c4"
"20",132847383,1,10,200,20,1,"r2c4"
"21",132954871,1,34,10200,300,1,"r2c4"
"22",133024832,1,2,22,11,1,"r2c4"
"23",133099209,1,9,540,60,1,"r2c4"
"24",133169365,1,10,600,60,1,"r2c4"
"25",133169503,1,11,440,40,1,"r2c4"
"26",133204901,1,11,880,80,1,"r2c4"
"27",133277054,1,1,1,1,1,"r2c4"
"28",133277786,1,1,30,30,1,"r2c4"
"29",133385396,2,17,3449,156.772727272727,1,"r2c4"
"30",133386041,1,5,200,40,1,"r2c4"
"31",133457715,1,21,3339,159,1,"r2c4"
"32",133529652,1,1,1,1,1,"r2c4"
"33",133565737,1,1,9,9,1,"r2c4"
"34",133601890,1,7,840,120,1,"r2c4"
"35",133602534,2,34,7960,162.448979591837,2,"r2c4"
"36",133641193,1,12,828,69,1,"r2c4"
"37",133710430,1,2,104,52,1,"r2c4"
"38",133712627,1,1,15,15,1,"r2c4"
"39",133854608,1,4,180,45,1,"r2c4"
"40",134254566,1,6,546,91,1,"r2c4"
"41",134254574,2,18,2169,90.375,1,"r2c4"
"42",134290648,3,11,742,43.6470588235294,1,"r2c4"
"43",134290650,1,4,40,10,1,"r2c4"
"44",134326731,1,22,2640,120,1,"r2c4"
"45",134362813,1,8,192,24,1,"r2c4"
"46",134395974,2,17,2013,91.5,1,"r2c4"
"47",134435142,2,17,1560,70.9090909090909,2,"r2c4"
"48",134539973,1,2,2,1,1,"r2c4"
"49",134543261,2,8,170,17,2,"r2c4"
"50",134543308,1,17,1105,65,1,"r2c4"
"51",134579480,1,17,850,50,1,"r2c4"
"52",134615561,1,17,1530,90,1,"r2c4"
"53",134687592,1,7,98,14,1,"r2c4"
"54",134687730,1,8,120,15,1,"r2c4"
"55",134793626,2,2,34,17,1,"r2c4"
"56",134795882,1,20,3600,180,1,"r2c4"
"57",134828922,1,15,675,45,1,"r2c4"
"58",134868155,1,14,210,15,1,"r2c4"
"59",134937090,1,6,210,35,1,"r2c4"
"60",134940324,1,7,210,30,1,"r2c4"
"61",134976406,6,41,2916,36.45,2,"r2c4"
"62",135012493,2,8,420,42,2,"r2c4"
"63",135046666,1,7,105,15,1,"r2c4"
"64",135082746,1,10,150,15,1,"r2c4"
"65",135191010,1,27,810,30,1,"r2c4"
"66",135227087,1,6,30,5,1,"r2c4"
"67",135229136,1,5,450,90,1,"r2c4"
"68",135264982,1,1,20,20,1,"r2c4"
"69",135265279,1,13,3900,300,1,"r2c4"
"70",135337087,1,2,20,10,1,"r2c4"
"71",135373453,1,7,420,60,1,"r2c4"
"72",135405997,1,1,1,1,1,"r2c4"
"73",135409355,1,28,3360,120,1,"r2c4"
"74",135442244,1,6,90,15,1,"r2c4"
"75",135445525,5,33,11975,149.6875,2,"r2c4"
"76",135481420,1,2,16,8,1,"r2c4"
"77",135481607,16,16,1560,97.5,1,"r2c4"
"78",135481699,3,21,2371,79.0333333333333,2,"r2c4"
"79",135515755,1,5,600,120,1,"r2c4"
"80",135517781,1,6,438,73,1,"r2c4"
"81",135553757,1,7,70,10,1,"r2c4"
"82",135553796,2,20,1700,58.6206896551724,1,"r2c4"
"83",135586560,1,1,35,35,1,"r2c4"
"84",135589841,1,9,72,8,1,"r2c4"
"85",135589852,9,9,1080,120,1,"r2c4"
"86",135589945,1,2,30,15,1,"r2c4"
"87",135589947,2,12,576,48,2,"r2c4"
"88",135589972,1,5,600,120,1,"r2c4"
"89",135622643,2,12,581,36.3125,2,"r2c4"
"90",135625922,1,5,5,1,1,"r2c4"
"91",135626025,4,23,2710,79.7058823529412,2,"r2c4"
"92",135626026,3,18,1312,59.6363636363636,2,"r2c4"
"93",135658581,1,1,1,1,1,"r2c4"
"94",135658739,6,38,7346,136.037037037037,2,"r2c4"
"95",135662108,2,6,78,8.66666666666667,1,"r2c4"
"96",135698190,9,24,4426,80.4727272727273,3,"r2c4"
"97",135698200,3,20,4119,147.107142857143,2,"r2c4"
"98",135698211,1,7,42,6,1,"r2c4"
"99",135734345,2,20,3270,130.8,1,"r2c4"
"100",135768811,1,10,1200,120,1,"r2c4"
"101",135768812,1,19,5130,270,1,"r2c4"
"102",135770366,8,13,1232,41.0666666666667,2,"r2c4"
"103",135770376,1,8,224,28,1,"r2c4"
"104",135802918,1,1,1,1,1,"r2c4"
"105",135802923,1,1,1,1,1,"r2c4"
"106",135802928,1,1,1,1,1,"r2c4"
"107",135804898,1,15,1500,100,1,"r2c4"
"108",135839013,1,1,1,1,1,"r2c4"
"109",135842518,2,10,90,8.18181818181818,2,"r2c4"
"110",135842541,18,37,9025,92.0918367346939,3,"r2c4"
"111",135878618,2,25,1935,66.7241379310345,2,"r2c4"
"112",135878619,1,13,1560,120,1,"r2c4"
"113",135878675,2,17,3600,138.461538461538,1,"r2c4"
"114",135914629,2,6,90,10,1,"r2c4"
"115",135914630,1,4,80,20,1,"r2c4"
"116",135914631,1,10,900,90,1,"r2c4"
"117",135914704,1,9,72,8,1,"r2c4"
"118",135914706,5,18,2472,74.9090909090909,2,"r2c4"
"119",135914708,1,7,1050,150,1,"r2c4"
"120",135950700,13,31,5850,68.0232558139535,3,"r2c4"
"121",135950709,2,2,60,30,1,"r2c4"
"122",135950766,1,4,12,3,1,"r2c4"
"123",135950842,1,13,3029,233,1,"r2c4"
"124",135986798,1,6,300,50,1,"r2c4"
"125",136022875,1,18,1080,60,1,"r2c4"
"126",136022877,2,29,2220,60,1,"r2c4"
"127",136057019,1,15,900,60,1,"r2c4"
"128",136057027,1,16,480,30,1,"r2c4"
"129",136058958,4,10,570,57,2,"r2c4"
"130",136058966,1,4,60,15,1,"r2c4"
"131",136095039,1,1,120,120,1,"r2c4"
"132",136095042,4,22,3300,143.478260869565,2,"r2c4"
"133",136127450,1,11,22,2,1,"r2c4"
"134",136131175,1,2,16,8,1,"r2c4"
"135",136167216,2,33,1290,37.9411764705882,2,"r2c4"
"136",136167220,21,50,9468,63.972972972973,2,"r2c4"
"137",136203303,1,11,121,11,1,"r2c4"
"138",136203304,1,15,1350,90,1,"r2c4"
