"","cell","number_checklists","total_SR","total_duration","avg_duration","no_months","square"
"1",324756042,1,1,45,45,1,"r3c3"
"2",324759167,1,18,216,12,1,"r3c3"
"3",324759644,1,27,3240,120,1,"r3c3"
"4",324759646,11,55,2473,30.5308641975309,3,"r3c3"
"5",324759746,1,18,1566,87,1,"r3c3"
"6",324759757,1,3,15,5,1,"r3c3"
"7",324759775,3,14,885,52.0588235294118,3,"r3c3"
"8",324867300,1,27,1188,44,1,"r3c3"
"9",324901306,3,33,1970,50.5128205128205,1,"r3c3"
"10",324903381,1,16,192,12,1,"r3c3"
"11",324903389,4,6,87,10.875,3,"r3c3"
"12",324904091,2,52,8565,127.835820895522,2,"r3c3"
"13",324939468,1,3,24,8,1,"r3c3"
"14",324939595,1,12,72,6,1,"r3c3"
"15",324939874,1,39,2340,60,1,"r3c3"
"16",324939938,4,24,1105,33.4848484848485,1,"r3c3"
"17",324939940,1,27,1512,56,1,"r3c3"
"18",324940056,1,10,200,20,1,"r3c3"
"19",324940164,1,16,2656,166,1,"r3c3"
"20",324940189,1,1,1,1,1,"r3c3"
"21",324940252,1,31,5580,180,1,"r3c3"
"22",324975953,1,3,12,4,1,"r3c3"
"23",324975955,1,5,15,3,1,"r3c3"
"24",324975968,1,33,825,25,1,"r3c3"
"25",324976033,1,1,50,50,1,"r3c3"
"26",324976083,7,104,19354,83.4224137931034,3,"r3c3"
"27",324976178,1,7,7,1,1,"r3c3"
"28",324976183,1,25,1650,66,1,"r3c3"
"29",324976271,2,5,126,21,1,"r3c3"
"30",325011626,1,30,1770,59,1,"r3c3"
"31",325012096,1,6,120,20,1,"r3c3"
"32",325012328,1,1,60,60,1,"r3c3"
"33",325048111,6,98,12492,87.9718309859155,2,"r3c3"
"34",325048119,1,13,390,30,1,"r3c3"
"35",325048178,9,26,664,8.73684210526316,1,"r3c3"
"36",325048304,2,24,250,10,1,"r3c3"
"37",325048359,1,4,72,18,1,"r3c3"
"38",325083789,1,13,390,30,1,"r3c3"
"39",325083863,1,1,1,1,1,"r3c3"
"40",325084390,1,47,3196,68,1,"r3c3"
"41",325119876,2,6,1251,208.5,2,"r3c3"
"42",325120340,2,28,796,27.448275862069,1,"r3c3"
"43",325120342,3,46,4285,72.6271186440678,2,"r3c3"
"44",325120347,1,4,4,1,1,"r3c3"
"45",325120572,2,19,736,36.8,1,"r3c3"
"46",325154106,3,30,7524,221.294117647059,1,"r3c3"
"47",325156000,1,1,1,1,1,"r3c3"
"48",325156618,3,17,255,15,1,"r3c3"
"49",325190188,1,16,1408,88,1,"r3c3"
"50",325190189,1,2,100,50,1,"r3c3"
"51",325192044,1,9,81,9,1,"r3c3"
"52",325192110,1,1,1,1,1,"r3c3"
"53",325192298,2,37,4440,120,1,"r3c3"
"54",325192509,1,8,176,22,1,"r3c3"
"55",325192510,1,4,36,9,1,"r3c3"
"56",325192511,2,2,2,1,1,"r3c3"
"57",325192737,8,14,1605,114.642857142857,2,"r3c3"
"58",325192815,1,19,4560,240,1,"r3c3"
"59",325226271,1,8,496,62,1,"r3c3"
"60",325228589,1,31,1860,60,1,"r3c3"
"61",325228590,3,19,372,16.1739130434783,1,"r3c3"
"62",325228592,1,3,15,5,1,"r3c3"
"63",325228711,1,9,72,8,1,"r3c3"
"64",325228850,2,3,119,23.8,1,"r3c3"
"65",325264619,2,37,2781,67.8292682926829,1,"r3c3"
"66",325264672,2,12,550,42.3076923076923,1,"r3c3"
"67",325264675,1,37,4625,125,1,"r3c3"
"68",325264902,2,31,3240,81,1,"r3c3"
"69",325300281,1,15,390,26,1,"r3c3"
"70",325300283,12,99,5483,33.8456790123457,2,"r3c3"
"71",325300470,1,1,1,1,1,"r3c3"
"72",325300753,35,123,44515,127.916666666667,3,"r3c3"
"73",325300754,1,17,799,47,1,"r3c3"
"74",325301020,1,5,65,13,1,"r3c3"
"75",325334554,1,7,420,60,1,"r3c3"
"76",325336347,1,4,120,30,1,"r3c3"
"77",325336349,2,24,1290,40.3125,2,"r3c3"
"78",325336363,3,77,11320,125.777777777778,2,"r3c3"
"79",325336364,3,38,1108,25.1818181818182,1,"r3c3"
"80",325336365,4,56,2954,34.3488372093023,2,"r3c3"
"81",325336550,1,21,231,11,1,"r3c3"
"82",325336551,2,10,31,3.1,2,"r3c3"
"83",325336835,1,37,3774,102,1,"r3c3"
"84",325336836,1,13,195,15,1,"r3c3"
"85",325336841,1,9,36,4,1,"r3c3"
"86",325336888,3,58,10200,132.467532467532,2,"r3c3"
"87",325337005,1,23,1863,81,1,"r3c3"
"88",325337006,1,61,14640,240,1,"r3c3"
"89",325372403,1,40,7160,179,1,"r3c3"
"90",325372425,1,44,7920,180,1,"r3c3"
"91",325372430,2,30,1600,39.0243902439024,1,"r3c3"
"92",325372431,1,3,69,23,1,"r3c3"
"93",325372432,5,74,7176,62.9473684210526,1,"r3c3"
"94",325372433,2,43,6751,143.63829787234,1,"r3c3"
"95",325372446,1,11,209,19,1,"r3c3"
