"X","cell","number_checklists","total_SR","total_duration","avg_duration","no_months","X6","X7","X8","X9","X11","X5","X10","X3","X4","X2","X1","X12","square"
322611,280691612,780,351,2394457,108.977653377025,12,32,19,44,29,83,66,76,57,83,77,136,78,"r2c2AA"
164945,287692081,598,351,3514143,173.907210372643,12,15,37,49,65,38,41,49,83,34,61,70,56,"r2c2ABA"
170760,324398464,280,351,1454750,147.720349309504,12,39,56,42,8,35,23,12,5,6,20,15,19,"r2c3"
28791,393306372,750,351,2909581,141.861579717211,7,38,147,208,158,10,1,188,0,0,0,0,0,"r3c2"
156542,178544698,7166,350,26405763,130.301666411713,12,560,509,525,513,695,596,761,595,645,471,693,603,"r2c2ABA"
173208,307645478,538,350,3055513,213.746974466597,12,39,41,93,9,41,49,42,58,15,38,73,40,"r2c2ABA"
179192,324098634,812,350,6712187,202.430393871765,12,28,75,96,35,136,25,77,45,40,97,73,85,"r2c2ABA"
93354,149427370,6652,350,26944776,134.606772108266,12,587,820,1043,719,474,955,491,342,430,267,288,236,"r2c2ABB"
23617,381830928,99,350,364551,168.228426395939,8,0,1,5,14,25,0,16,0,17,0,5,16,"r3c2"
323331,281052336,1691,349,2927295,87.4471994025392,12,51,62,88,38,115,102,61,342,150,309,248,125,"r2c2AA"
117409,247043037,1008,349,6591970,144.171860988999,12,70,69,42,54,75,71,136,111,80,118,91,91,"r2c3"
16870,189387495,353,349,1243762,151.364488256055,12,15,10,36,58,45,30,35,12,38,22,40,12,"r2c4"
1362,326480299,221,349,1012007,163.861237046632,12,9,7,14,18,25,13,11,18,36,30,21,19,"r3c2"
23790,382047217,133,349,174195,78.1844703770197,11,8,19,12,17,12,28,10,1,11,2,0,13,"r3c2"
332314,183881991,6572,348,17810745,92.1938474439406,12,309,643,1072,495,373,1000,373,344,780,316,589,278,"r2c1"
355863,190774635,1906,348,4576738,84.7104834530244,12,37,76,200,243,137,204,172,187,262,122,185,81,"r2c1"
315608,276253431,917,348,2332827,90.7220580228669,12,23,19,61,46,89,55,43,132,71,139,160,79,"r2c2AA"
21908,137447877,4209,348,17286840,144.346896684174,12,198,225,273,429,245,940,342,367,625,134,236,195,"r2c2ABA"
176529,317062949,918,348,3933686,129.966167773483,12,46,62,86,54,92,74,116,77,90,50,82,89,"r2c2ABA"
92564,222614789,499,348,4184397,146.862171837709,12,8,8,9,22,44,20,29,53,10,107,112,77,"r2c3"
78834,125143692,4824,347,12452825,139.865950086484,12,432,283,349,674,234,1210,675,174,688,21,48,36,"r1c2"
344243,186948818,3963,347,11264491,116.158711007992,12,53,179,269,106,227,221,135,693,572,607,532,369,"r2c1"
13445,134957927,6287,347,38508032,160.695864092174,12,285,205,211,363,170,3834,199,205,344,129,178,164,"r2c2AA"
304179,250274163,1119,347,4379712,122.300745580967,12,34,59,90,39,43,123,95,185,41,144,132,134,"r2c2AA"
315580,276217349,720,347,1692727,91.4690911055874,12,4,14,34,14,74,35,43,86,51,118,147,100,"r2c2AA"
317532,278165773,359,347,1029025,112.732800175285,12,12,28,23,14,31,27,22,48,26,38,30,60,"r2c2AA"
317787,278274021,634,347,698522,76.357892435505,12,12,46,48,15,62,33,49,97,46,85,94,47,"r2c2AA"
322167,280511249,1165,347,3597563,117.310561841719,12,40,34,39,106,122,93,119,92,158,117,166,79,"r2c2AA"
323844,281413164,617,347,3123690,147.469077518648,12,8,33,22,46,46,105,23,96,36,49,55,98,"r2c2AA"
324271,281810053,604,347,3011960,117.028402688736,12,24,19,25,78,63,55,111,41,24,44,40,80,"r2c2AA"
10091,343908252,121,347,352434,151.845756139595,11,9,10,2,2,26,34,4,0,7,5,14,8,"r3c2"
395659,209753523,2265,346,5824654,113.776106574989,12,14,16,15,18,409,52,44,357,293,299,479,269,"r2c1"
317534,278165775,331,346,751489,126.748018215551,12,10,30,15,4,23,17,10,53,27,41,46,55,"r2c2AA"
319765,279428720,661,346,1422941,113.309523809524,12,23,31,30,22,35,45,38,152,48,127,92,18,"r2c2AA"
319983,279572937,1222,346,3548872,115.279259379568,12,14,21,26,30,119,48,26,167,161,250,256,104,"r2c2AA"
9968,343691223,144,346,1000794,191.576186830015,12,4,9,5,7,24,6,15,11,11,25,21,6,"r3c2"
330955,183665394,18152,345,66304814,120.00306591907,12,775,926,1198,904,1410,1461,1112,2291,2192,1959,2362,1562,"r2c1"
343155,186660269,4172,345,14452319,125.216116930488,12,30,126,288,187,454,137,240,466,227,723,847,447,"r2c1"
381930,196150724,1891,345,8258148,139.745964057265,12,104,120,170,135,155,195,135,165,199,172,196,145,"r2c1"
69058,195914401,1065,345,4481585,121.55758381252,12,106,97,103,67,123,25,115,66,32,86,120,125,"r2c3"
71269,199342159,1344,345,8850943,150.010897935663,12,63,48,43,77,128,70,210,159,100,239,115,92,"r2c3"
3089,329366781,151,345,654341,171.878381928027,11,0,25,13,4,13,13,13,7,4,11,39,9,"r3c2"
35502,409833044,342,345,1481308,138.92037888024,12,13,19,21,88,13,34,15,62,11,18,37,11,"r3c2"
374013,194274935,2595,344,10652453,141.166883116883,12,25,6,41,89,183,256,374,206,1229,72,56,58,"r2c1"
396683,210908185,2244,344,7836436,143.571800227181,12,46,34,17,48,438,117,77,318,376,262,324,187,"r2c1"
126531,303894776,403,344,1033266,119.938015089959,11,6,6,7,60,66,10,34,43,0,50,94,27,"r2c2ABB"
131388,313274688,166,344,965589,161.523753763801,12,4,13,13,11,10,17,29,6,4,22,35,2,"r2c2ABB"
394470,209031875,3470,343,11208454,107.098054578811,12,46,35,36,109,709,90,173,525,383,543,509,312,"r2c1"
302404,248181389,1242,343,3526115,83.8572855478133,12,48,64,106,121,73,90,128,127,104,138,172,71,"r2c2AA"
306144,255037110,1022,343,4339244,154.070586564408,12,19,13,16,36,47,42,51,261,43,241,155,98,"r2c2AA"
116980,246465696,483,343,6012998,187.771226930644,12,23,33,29,29,64,23,45,33,16,45,66,77,"r2c3"
913,327320969,156,343,403558,110.685134393856,12,17,60,12,7,25,1,7,5,2,10,8,2,"r3c3"
377136,194888236,1346,342,3202384,103.046754834765,12,31,30,55,34,79,99,81,116,547,92,91,91,"r2c1"
179512,324531644,533,342,2128745,159.755722326454,12,7,51,29,51,49,5,14,20,60,80,63,104,"r2c2ABA"
21849,206054932,247,342,549291,130.318149466192,10,1,0,2,0,33,4,42,31,9,58,57,10,"r2c4"
23973,208727612,3525,342,2134669,56.3847169761483,11,32,33,66,265,13,61,674,125,2223,0,1,32,"r2c4"
1843,327057629,254,342,660124,131.919264588329,12,15,4,21,10,11,13,16,36,12,52,39,25,"r3c2"
15197,357691300,166,342,705240,185.882973115445,11,1,16,32,35,18,14,21,0,1,14,4,10,"r3c2"
19296,373063301,57,342,271706,147.345986984816,10,8,10,2,1,5,3,16,0,0,1,7,4,"r3c2"
137838,153357607,1934,341,4762150,109.233645288559,12,104,76,130,161,236,242,184,160,291,126,119,105,"r2c1"
318071,181573924,4743,341,18648021,130.292760124088,12,306,260,323,238,653,493,447,450,554,280,348,391,"r2c1"
334559,184387615,2273,341,7940438,149.018260298395,12,98,69,82,146,340,287,103,103,250,126,314,355,"r2c1"
393594,208057580,5878,341,22396691,126.229032458054,12,65,30,16,46,1239,167,111,760,610,1083,1124,627,"r2c1"
421369,249407895,601,341,1330309,123.853365608416,12,36,36,38,49,38,48,36,91,77,51,65,36,"r2c1"
261931,192290962,2605,341,7158737,118.255864279107,12,49,45,100,227,171,229,379,226,741,141,128,169,"r2c2AA"
22146,137592188,11347,341,34948699,121.525185684878,12,398,270,465,882,1095,2702,1043,1019,1578,488,706,701,"r2c2ABA"
1396,329161013,366,341,1671901,147.485973888497,11,62,101,31,50,22,13,11,22,0,18,8,28,"r3c3"
63641,142462486,4964,340,9246847,95.1870110351643,12,215,386,512,471,604,896,350,157,646,120,230,377,"r2c2AA"
31154,397960878,436,340,1823465,130.089534137119,9,14,161,79,70,1,3,105,1,0,0,0,2,"r3c2"
280205,175510267,4543,339,14660167,98.9889668397491,12,257,276,424,496,445,416,380,397,291,334,506,321,"r2c1"
395195,209500926,6330,339,15644857,116.706504143883,12,191,52,76,128,924,223,138,706,563,1055,1361,913,"r2c1"
412335,238294202,1926,339,9576482,131.191873527317,12,122,55,189,178,140,280,149,185,257,132,140,99,"r2c1"
323511,281160586,265,339,1767282,194.142810062617,12,15,16,6,6,15,24,7,38,16,52,45,25,"r2c2AA"
328899,286753394,692,339,3558049,139.821943647581,12,17,15,58,6,52,30,21,162,36,93,55,147,"r2c2AA"
49186,140876314,3684,339,7964944,118.80174213949,12,272,164,215,441,337,628,348,202,277,225,287,288,"r2c2ABB"
132147,267573719,2527,339,16136663,166.628766444311,12,192,99,134,211,198,151,238,212,144,488,268,192,"r2c3"
14951,434881285,571,339,1164768,91.6634925631542,12,20,30,27,70,117,29,146,20,13,21,43,35,"r3c3"
130210,152130852,1769,338,6012353,131.025192320265,12,88,90,157,304,90,157,189,118,131,166,162,117,"r2c1"
390748,202970244,1590,338,2067221,56.9654991870815,12,60,51,50,75,167,112,85,185,289,189,196,131,"r2c1"
281176,203296338,6719,338,19595806,121.731983227209,12,217,218,203,256,333,569,699,602,2085,507,649,381,"r2c2AA"
327231,285490572,1711,338,3915925,80.3860286570596,12,122,123,107,139,109,142,224,117,102,138,205,183,"r2c2AA"
85179,147190379,7745,338,23358920,111.230833698406,12,782,963,1081,977,370,937,647,575,623,240,262,288,"r2c2ABB"
119161,294151183,338,338,702404,91.961770096884,12,9,13,11,24,88,41,8,12,12,51,41,28,"r2c2ABB"
126757,304075512,223,338,1035000,160.043296737282,10,0,4,4,1,4,0,14,21,13,56,81,25,"r2c2ABB"
128598,305807097,544,338,1465037,141.045248868778,11,2,22,4,35,60,0,90,76,5,72,117,61,"r2c2ABB"
58390,184656516,315,338,1018056,111.262950819672,12,1,3,31,34,9,9,30,12,3,110,45,28,"r2c3"
21992,206235338,137,338,1073833,192.857938218391,9,0,0,0,4,10,8,3,36,29,11,12,24,"r2c4"
197840,160716662,4849,337,27157498,152.90350877193,12,229,269,495,727,446,264,993,329,247,271,283,296,"r2c1"
420548,248217324,912,337,1889789,84.4145709563586,12,47,44,60,57,122,55,42,80,75,116,45,169,"r2c1"
317538,278165782,654,337,2492377,134.635749783924,12,20,32,29,26,68,22,49,73,55,67,119,94,"r2c2AA"
323645,281232821,629,337,2027005,127.31643740971,12,50,46,48,39,72,47,80,86,23,31,32,75,"r2c2AA"
324295,281810237,858,337,2455358,111.994070425105,11,0,2,18,209,51,9,390,106,31,15,7,20,"r2c2AA"
328275,286284375,1022,337,3279249,93.2319961333978,12,46,32,37,37,108,62,78,99,61,147,192,123,"r2c2AA"
173096,307429019,323,337,1498256,156.198498748957,12,26,21,12,9,38,83,8,14,10,30,42,30,"r2c2ABA"
78730,145963782,2368,337,7989863,135.403047044469,12,123,234,265,416,200,150,290,97,140,118,156,179,"r2c2ABB"
6547,338136461,380,337,2764692,201.787606744033,12,30,46,35,62,32,33,42,24,12,23,10,31,"r3c2"
22653,380495913,144,337,212777,94.6096042685638,12,8,13,7,13,15,14,34,16,4,12,6,2,"r3c2"
110826,121713038,6295,336,12422135,108.510163436089,12,491,472,542,675,424,628,509,596,561,474,485,438,"r1c1"
57964,141561067,6567,336,15964782,79.2772930643215,12,165,88,595,882,388,1525,857,404,1136,203,217,107,"r2c2AA"
319042,278959570,517,336,3088929,171.236154997505,12,8,24,35,16,28,25,35,72,55,78,72,69,"r2c2AA"
326468,284516356,186,336,984018,151.154838709677,11,2,8,3,0,25,8,11,104,4,5,4,12,"r2c2AA"
129193,266274759,1536,336,11217090,150.224189422652,12,38,52,66,103,267,43,282,74,44,201,180,186,"r2c3"
129837,266635609,2161,336,15405276,139.252955852045,12,107,119,124,173,171,103,312,176,106,274,275,221,"r2c3"
284732,176123779,4750,335,36940600,150.68201471716,12,299,261,351,356,425,401,399,417,436,407,543,455,"r2c1"
407974,234721305,1106,335,6569660,170.849088497646,12,5,21,7,14,60,20,36,241,54,279,237,132,"r2c1"
173806,308944457,957,335,4790081,145.843411277555,12,69,53,49,26,113,74,44,122,82,171,82,72,"r2c2ABA"
131969,319264540,149,335,892030,200.006726457399,11,0,10,3,1,16,7,9,22,3,22,48,8,"r2c2ABB"
24305,382696836,33,335,91674,129.666195190948,5,0,0,0,0,26,1,0,2,3,0,0,1,"r3c2"
317740,278238010,1131,334,1786542,64.0980912743972,12,25,32,31,21,115,41,76,206,83,163,204,134,"r2c2AA"
318571,278670914,889,334,2055610,143.789171796307,12,62,48,57,31,41,61,57,146,62,137,97,90,"r2c2AA"
163674,284877633,468,334,1379946,91.0975706363876,12,20,30,22,14,31,43,36,59,23,73,94,23,"r2c2ABA"
177055,318722522,3710,334,3561360,68.8371733415803,12,449,288,405,359,442,180,388,324,202,163,110,400,"r2c2ABA"
93273,149391335,3021,334,7827641,114.148817336017,12,242,239,292,411,347,256,476,107,178,113,169,191,"r2c2ABB"
71742,199702947,516,334,3809672,134.53656813928,12,19,24,25,32,61,9,54,53,28,65,52,94,"r2c3"
17610,367363327,36,334,385202,231.352552552553,9,5,6,9,3,0,0,7,1,0,1,1,3,"r3c2"
260550,171795005,8651,333,19451929,101.512511676695,12,442,434,549,610,1113,692,891,770,648,748,797,957,"r2c1"
301969,247640136,647,333,1606395,68.725720886455,12,14,12,30,51,117,50,79,40,57,53,45,99,"r2c2AA"
316311,277155535,685,333,2712979,114.182617845118,12,42,64,33,29,63,34,152,58,55,36,43,76,"r2c2AA"
317539,278165783,395,333,837458,95.4150620941096,12,18,17,25,26,23,24,13,68,36,39,39,67,"r2c2AA"
129297,306563350,478,333,3060842,139.579643394592,12,13,19,5,30,68,36,98,34,13,52,22,88,"r2c2ABB"
170030,322991071,140,333,401884,116.623331398723,12,11,17,15,15,6,8,7,21,3,20,11,6,"r2c3"
23655,381902886,73,333,298722,129.037580993521,12,9,3,7,2,2,9,4,11,5,3,10,8,"r3c2"
339668,185685953,10752,332,24088227,97.3481959554485,12,440,452,750,1019,1166,798,1088,1154,958,926,1022,979,"r2c1"
302509,248325636,828,332,3303156,124.906636415201,12,27,7,21,15,51,75,33,153,76,71,128,171,"r2c2AA"
327470,285671009,267,332,1204368,137.925790196977,12,5,8,12,6,45,8,18,29,27,37,27,45,"r2c2AA"
128930,151914334,4409,331,6735040,65.5631485699823,12,294,294,375,316,348,519,313,382,469,346,415,338,"r2c1"
387829,199722812,1835,331,7022707,129.591758779133,12,39,44,37,56,149,47,50,94,118,173,545,483,"r2c1"
394835,209284519,2308,331,2845896,79.8220626595237,12,71,20,14,41,293,81,80,306,388,360,375,279,"r2c1"
325253,282856524,794,331,2648625,121.179713592899,12,4,24,4,5,16,38,24,231,43,186,192,27,"r2c2AA"
327282,285526654,1366,331,1500827,62.2879020543681,12,85,73,97,74,139,172,166,100,75,102,151,132,"r2c2AA"
132034,319733620,148,331,661755,165.190963554668,9,0,27,0,0,54,9,4,3,3,12,20,16,"r2c2ABB"
130909,267140471,950,331,4391930,105.087694111454,12,30,23,18,39,95,38,84,99,113,129,120,162,"r2c3"
138851,271650791,1705,331,9237355,120.422315794963,12,77,93,104,83,278,90,186,128,90,152,228,196,"r2c3"
61651,267648062,1065,331,1910872,104.140389122023,12,73,41,39,63,155,40,53,131,36,177,151,106,"r2c4"
106313,148448934,5161,330,22452257,109.694971149947,12,280,308,439,518,419,298,502,411,561,442,572,411,"r2c1"
203484,161474400,1408,330,7309149,131.084650011657,12,92,166,183,133,158,96,152,78,84,76,79,111,"r2c1"
235068,166887189,2880,330,11141175,134.425374034749,12,144,105,78,325,334,364,423,250,309,154,228,166,"r2c1"
276396,174788586,4028,330,5835025,65.9041880322573,12,276,401,470,404,244,304,183,389,383,289,443,242,"r2c1"
385584,197918989,747,330,1513961,90.7541661671262,12,19,20,30,30,85,63,53,62,134,59,78,114,"r2c1"
300993,245619561,1876,330,4941163,93.5808602109809,12,24,36,69,92,76,136,68,293,331,311,198,242,"r2c2AA"
302508,248325635,1852,330,4573520,105.548452608987,12,55,25,43,60,106,140,114,261,133,261,354,300,"r2c2AA"
313308,266944204,778,330,1478629,96.5036548753426,12,7,10,15,39,60,135,137,110,153,73,15,24,"r2c2AA"
170121,302449805,839,330,7370693,169.542554170309,12,32,86,29,63,160,46,119,55,55,85,47,62,"r2c2ABA"
92760,149246950,15572,330,48638672,126.382796503591,12,545,372,647,1652,939,3052,1420,1321,2847,957,1052,768,"r2c2ABB"
112382,275929691,683,330,4510060,125.481609259362,12,32,55,24,43,66,16,24,109,7,115,110,82,"r2c2ABB"
4658,333734457,308,330,1047579,155.889732142857,11,16,31,68,75,18,1,52,4,8,0,2,33,"r3c2"
23513,381614431,139,330,539253,145.312045270816,12,63,4,3,4,6,20,22,6,2,3,5,1,"r3c2"
376635,194779887,4298,329,12337211,112.521647528798,12,126,139,383,520,320,324,495,382,633,246,344,386,"r2c1"
163291,284372363,534,329,2106173,127.825028828063,12,41,16,11,42,65,32,58,58,40,56,53,62,"r2c2ABA"
99293,154081828,3789,329,9517780,104.949663134448,12,247,159,264,411,279,506,414,254,366,192,401,296,"r2c2ABB"
71855,199775109,690,329,6060117,161.344968051118,11,0,3,3,12,117,2,112,65,38,94,97,147,"r2c3"
2093,327526677,63,329,329876,179.671023965142,7,0,0,0,9,18,3,1,0,0,11,4,17,"r3c2"
28718,393091473,255,329,1049743,161.598368226601,12,15,3,12,59,45,11,7,32,15,40,12,4,"r3c2"
288808,176773700,3903,328,17366899,161.822001285862,12,296,269,173,236,312,456,326,430,480,300,305,320,"r2c1"
390337,202429046,3480,328,2167076,46.0453000169981,12,38,33,81,151,157,344,163,489,1369,270,269,116,"r2c1"
298731,235841547,837,328,3713412,166.82744058583,12,29,44,37,32,117,54,65,105,56,89,88,121,"r2c2AA"
301112,245944344,857,328,3112291,109.103659819112,12,56,23,24,46,68,69,46,183,43,146,83,70,"r2c2AA"
323302,281016357,179,328,995243,145.69506660811,12,2,8,16,8,14,24,11,29,16,15,13,23,"r2c2AA"
323433,281088526,250,328,1552363,141.820116937694,12,3,18,16,51,37,3,18,33,12,18,27,14,"r2c2AA"
20066,136581954,4613,328,10609451,95.4911704349078,12,286,227,539,501,356,411,450,419,485,289,439,211,"r2c2ABA"
167381,297434417,567,328,2812306,174.981707317073,12,59,74,41,26,85,28,34,60,4,54,50,52,"r2c2ABA"
93353,149427369,3158,328,8500152,103.442152531854,12,214,276,386,257,259,466,207,239,239,212,210,193,"r2c2ABB"
16341,362563909,65,328,246784,166.184511784512,6,34,2,0,20,2,0,6,1,0,0,0,0,"r3c2"
24282,382660602,219,328,286743,83.0176606832658,12,12,26,6,42,26,44,37,2,12,4,5,3,"r3c2"
130408,152166934,2328,327,5231629,107.699872364954,12,137,114,256,449,154,237,246,146,171,149,153,116,"r2c1"
342349,186443661,8595,327,27456274,124.904007387896,12,414,573,753,361,228,1179,388,1504,1341,850,649,355,"r2c1"
343446,186732394,6604,327,24316210,140.861462708182,12,281,524,707,276,367,773,268,844,1014,607,610,333,"r2c1"
94421,224094126,317,327,1778745,137.812427364996,12,5,7,12,31,12,3,21,27,7,91,57,44,"r2c3"
141249,153826645,3193,326,3858789,67.4861225275014,12,121,190,332,496,386,271,334,147,527,43,199,147,"r2c1"
164122,156497938,3619,326,7760852,106.428216837399,12,132,208,247,270,492,296,333,223,321,288,406,403,"r2c1"
294614,177711340,5862,326,24276616,134.405642723478,12,333,245,487,891,300,726,797,342,680,314,509,238,"r2c1"
360587,191820998,5402,326,21905003,153.178625623239,12,362,316,237,341,415,604,651,571,669,401,405,430,"r2c1"
396590,210727770,3505,326,7741770,93.3001916193644,12,19,10,11,28,674,19,58,493,116,779,879,419,"r2c1"
75416,144230914,3438,326,9868832,108.402245191621,12,39,28,70,276,72,2453,143,62,235,11,15,34,"r2c2AA"
317463,278129692,463,326,1062213,120.664886970351,12,18,40,27,17,24,16,24,76,29,69,73,50,"r2c2AA"
131977,319300621,108,326,498845,179.828767123288,12,2,5,2,1,29,8,7,6,15,19,10,4,"r2c2ABB"
299976,178505696,2503,325,8120697,115.788305244247,12,97,104,106,76,370,121,147,317,214,332,390,229,"r2c1"
315668,276361615,218,325,1693887,156.87043897018,12,4,4,20,4,9,40,19,33,9,27,17,32,"r2c2AA"
318401,278598751,358,325,1658549,147.099689578714,12,10,21,20,12,17,91,30,41,26,24,27,39,"r2c2AA"
325893,283506149,3049,325,6185123,90.4099134654739,12,135,143,159,194,373,162,387,475,291,277,267,186,"r2c2AA"
24718,138710859,5122,325,16238239,113.990151137568,12,221,494,919,936,322,844,466,163,277,57,180,243,"r2c2ABA"
168944,300753926,335,325,1687579,163.715463717501,12,25,39,42,24,12,30,32,45,23,22,23,18,"r2c2ABA"
177410,319588501,234,325,1039925,172.573016926651,12,12,28,20,22,15,18,29,35,2,9,40,4,"r2c2ABA"
70072,144628857,3694,325,9035524,98.9955736699097,12,339,213,249,368,429,388,563,172,315,145,257,256,"r2c2ABB"
12030,350041759,334,325,806930,123.440416093009,12,40,29,39,24,52,18,51,10,5,30,23,13,"r3c2"
22373,380026685,66,325,424399,163.734182098765,9,3,7,9,15,5,3,14,2,0,0,0,8,"r3c2"
32769,401713419,481,325,1246027,95.3932782116062,8,21,161,119,76,2,4,96,0,0,2,0,0,"r3c2"
381056,195898419,3261,324,12724243,137.546000929639,12,127,161,132,179,281,240,244,419,343,367,346,422,"r2c1"
388960,201094037,2675,324,3504206,64.1596206309391,12,8,12,7,36,286,26,54,541,191,595,575,344,"r2c1"
395162,209464898,3257,324,6251762,95.9212286731312,12,67,37,68,133,988,136,122,513,392,299,256,246,"r2c1"
303016,248902997,1826,324,5839029,86.8864336413553,12,107,102,107,110,217,140,177,160,197,134,211,164,"r2c2AA"
303229,249083454,1476,324,4318176,118.448979591837,12,34,17,19,80,172,66,514,143,169,86,108,68,"r2c2AA"
324182,281737887,437,324,1045807,110.375408970976,12,22,25,91,8,45,28,18,49,26,38,34,53,"r2c2AA"
162507,283326032,187,324,471233,120.612490401843,7,7,4,4,0,0,0,0,16,16,51,89,0,"r2c2ABA"
178450,322366691,282,324,926332,149.698125404008,12,2,2,56,10,32,21,48,16,43,19,24,9,"r2c2ABA"
68904,298536210,1224,324,4003881,159.364790638433,12,117,154,159,102,47,57,229,106,46,94,76,37,"r2c4"
137680,125287455,2612,323,4532490,96.4010889678201,12,183,91,259,337,164,767,363,51,303,18,52,24,"r1c1"
232503,166418124,4773,323,13783895,132.893965542176,12,376,136,200,395,424,850,547,434,554,241,319,297,"r2c1"
281999,175762907,3371,323,14864230,126.447049416008,12,249,274,225,229,259,314,299,355,301,276,342,248,"r2c1"
315451,181212193,1544,323,5902153,133.729534383143,12,17,24,66,127,104,90,118,187,153,209,300,149,"r2c1"
383072,196547951,1902,323,1705039,49.4586935081511,12,80,83,71,94,203,165,170,232,510,114,74,106,"r2c1"
395187,209500914,3160,323,6931411,108.763843775989,12,46,46,54,61,740,173,173,312,323,303,403,526,"r2c1"
296347,230645586,608,323,3014062,111.665011855365,12,9,48,43,94,34,34,59,39,55,60,89,44,"r2c2AA"
302165,247892707,792,323,2779714,106.26224244046,12,35,53,31,46,49,73,71,57,40,114,93,130,"r2c2AA"
317664,278201928,415,323,927112,97.9102333931777,12,11,22,13,18,33,24,52,52,32,50,80,28,"r2c2AA"
318794,278779240,351,323,2119312,127.469746180681,12,10,12,20,16,32,16,38,70,5,84,21,27,"r2c2AA"
324966,282531796,1057,323,2458731,152.488898536343,12,33,54,30,27,27,136,13,192,280,116,102,47,"r2c2AA"
43600,139757796,4263,323,7533801,95.989106337436,12,346,253,454,528,319,625,427,260,258,233,298,262,"r2c2ABB"
100291,156174512,4991,323,12456060,90.0355630086884,12,85,31,58,368,606,1061,1294,214,475,136,255,408,"r2c2ABB"
69920,165453622,2748,323,18315219,166.793120719802,12,113,128,285,222,193,177,217,380,290,206,282,255,"r2c2B"
87919,217347015,8,323,60822,68.647855530474,4,1,0,0,0,0,0,0,3,1,0,3,0,"r2c3"
22411,380098846,48,323,419370,224.622388859132,9,1,9,6,6,11,5,8,0,0,0,1,1,"r3c2"
81407,145168959,6916,322,17488209,104.538905726019,12,218,163,153,302,158,4960,151,135,279,134,197,66,"r2c2AA"
87100,145890725,6274,322,9862190,81.9683835202008,12,82,247,389,473,209,1582,314,439,658,348,1016,517,"r2c2AA"
302265,248001002,459,322,2183134,117.65111015305,12,28,54,12,21,23,53,38,47,39,64,48,32,"r2c2AA"
320923,280042112,583,322,2243022,134.772697230067,12,47,50,23,31,86,37,107,51,36,49,26,40,"r2c2AA"
118066,247656432,692,322,6085112,158.917552427463,12,37,40,24,77,79,33,56,70,42,78,99,57,"r2c3"
48387,427982360,307,322,3010318,209.442565922215,12,46,45,29,31,25,18,68,6,6,13,3,17,"r3c2"
115701,149749468,2558,321,5206872,87.6695851293103,12,60,86,121,164,177,422,245,214,785,87,83,114,"r2c1"
190791,159744163,1173,321,1601354,66.9658344833354,12,37,36,87,96,43,520,45,33,128,84,40,24,"r2c1"
79060,144844401,3974,321,8200320,98.0922988588244,12,72,130,212,461,500,722,358,232,447,167,348,325,"r2c2AA"
85708,145710325,17460,321,25409494,101.942989424358,12,1077,1035,1086,1757,1398,2119,1834,1361,1761,964,1553,1515,"r2c2AA"
317328,278057529,393,321,1671942,154.65192859125,12,22,62,48,16,25,18,30,60,15,32,34,31,"r2c2AA"
323204,280980250,691,321,1815799,94.9437385620915,12,15,43,25,32,66,40,65,139,33,99,104,30,"r2c2AA"
328517,286464779,806,321,3156630,98.0746287205617,12,30,27,53,59,44,31,94,31,25,126,151,135,"r2c2AA"
168974,300790008,312,321,1732697,145.862193787356,12,3,39,30,19,34,25,37,18,21,13,39,34,"r2c2ABA"
179141,323990417,93,321,483689,157.194995125122,12,4,6,8,6,19,1,5,7,3,20,5,9,"r2c2ABA"
81253,146396714,3456,321,12870550,130.631000954063,12,186,113,228,401,290,429,262,274,428,319,330,196,"r2c2ABB"
93789,149571719,3013,321,7106886,112.278401819991,12,125,88,143,180,458,146,262,200,165,331,492,423,"r2c2ABB"
100289,156174510,3490,321,3463457,66.2786474280465,12,189,114,199,286,231,651,706,207,168,135,305,299,"r2c2ABB"
125271,302955189,267,321,1074772,162.303231652069,12,4,11,19,95,26,7,22,5,10,28,27,13,"r2c2ABB"
129895,307502044,143,321,1049658,204.015160349854,11,1,4,2,1,32,0,6,10,4,23,24,36,"r2c2ABB"
2303,327887378,385,321,1463573,132.67817967546,12,22,52,35,26,39,38,47,19,12,22,16,57,"r3c2"
23817,382083299,91,321,137452,76.4897050639955,12,2,13,18,4,7,5,25,2,8,2,1,4,"r3c2"
318650,181680357,7292,320,15137798,77.4779560041355,12,305,508,588,691,757,446,725,542,462,976,751,541,"r2c1"
390909,203150653,816,320,1054809,80.037104484407,12,60,52,32,45,59,63,59,113,133,67,82,51,"r2c1"
412582,238402507,495,320,2219399,120.994330262225,12,4,15,34,104,21,5,124,58,22,12,16,80,"r2c1"
302817,248650445,1009,320,4011129,125.296879392747,12,11,247,30,40,54,42,77,78,68,212,72,78,"r2c2AA"
323670,281268829,357,320,1014382,94.8729891507669,12,16,25,14,10,43,22,9,38,20,83,42,35,"r2c2AA"
176365,316630010,278,320,2003369,160.874407773227,11,14,36,14,22,10,24,29,43,27,39,20,0,"r2c2ABA"
20394,376274285,143,320,351789,126.99963898917,3,0,0,0,0,29,2,112,0,0,0,0,0,"r3c2"
115491,149713391,1182,319,3153369,94.3162349703894,12,13,66,268,400,132,8,181,26,22,25,16,25,"r2c1"
198620,160824911,1791,319,5843117,132.260055682564,12,118,39,153,327,189,102,306,75,199,55,123,105,"r2c1"
240557,167861408,1641,319,7407835,129.607302820351,12,125,131,109,98,104,175,110,180,264,121,144,80,"r2c1"
