"","abslat","urban2","hemisphere","Contrast","conf.low","conf.high","p.value"
"171","slope","Natural-Urban","southern-northern",-0.101069614369366,-0.110110694036434,-0.092028534702299,1.64717182082404e-105
"172","slope","Natural-Urban","southern-southern",-0.0568450959296783,-0.075079605384039,-0.0386105864753177,1.00755050384863e-09
"173","slope","Natural-Suburban","southern-northern",-0.0895449036269282,-0.0979001144517604,-0.081189692802096,3.37345237178903e-97
"174","slope","Natural-Suburban","southern-southern",-0.032509642161673,-0.0483245611982313,-0.0166947231251147,5.61323448973625e-05
"175","slope","Urban-Urban","northern-southern",0.0442245184396881,0.0265546489074267,0.0618943879719495,9.36508083692927e-07
"176","slope","Urban-Suburban","northern-northern",0.0115247107424382,0.00456583642578039,0.0184835850590961,0.00117149492966586
"177","slope","Urban-Suburban","northern-southern",0.0685599722076934,0.0533950895037415,0.0837248549116454,8.37672015644074e-19
"178","slope","Urban-Suburban","southern-northern",-0.0326998076972499,-0.0500261335921484,-0.0153734818023513,0.000216716860318868
"179","slope","Urban-Suburban","southern-southern",0.0243354537680053,0.00240985581550692,0.0462610517205038,0.029602619500065
"180","slope","Suburban-Suburban","northern-southern",0.0570352614652552,0.0422689319058364,0.071801591024674,3.82822232221921e-14
"181","slope","Natural-Natural","northern-southern",0.0762716149401861,0.0685880022850197,0.0839552275953525,9.48319027563821e-84
"182","slope","Natural-Urban","northern-northern",-0.0251352508954873,-0.0312862006047176,-0.0189843011862569,1.19676743453856e-15
"183","slope","Natural-Urban","northern-southern",0.0161312613470036,-0.000843934676403483,0.0331064573704107,0.0625285268738978
"184","slope","Natural-Suburban","northern-northern",-0.0159802426599266,-0.021061014520134,-0.0108994707997193,7.15469663954273e-10
"185","slope","Natural-Suburban","northern-southern",0.0391119713216733,0.0247525610867492,0.0534713815565973,9.43307502431799e-08
"186","slope","Natural-Urban","southern-northern",-0.101406865835673,-0.110420372974157,-0.0923933586971897,7.89417955303208e-107
"187","slope","Natural-Urban","southern-southern",-0.0601403535931825,-0.0783214139907608,-0.0419592931956042,9.1106840489611e-11
"188","slope","Natural-Suburban","southern-northern",-0.0922518576001127,-0.100582280455817,-0.0839214347444086,1.36049727786032e-103
"189","slope","Natural-Suburban","southern-southern",-0.0371596436185128,-0.0529206869294294,-0.0213986003075962,3.83285977413658e-06
"190","slope","Urban-Urban","northern-southern",0.0412665122424909,0.0236488105269394,0.0588842139580423,4.42900130939253e-06
"191","slope","Urban-Suburban","northern-northern",0.00915500823556062,0.00221817134887177,0.0160918451222495,0.00969200894888852
"192","slope","Urban-Suburban","northern-southern",0.0642472222171605,0.049134178387587,0.079360266046734,8.28969513686933e-17
"193","slope","Urban-Suburban","southern-northern",-0.0321115040069302,-0.0493868457996893,-0.0148361622141712,0.000269606883860469
"194","slope","Urban-Suburban","southern-southern",0.0229807099746697,0.0011245986857313,0.044836821263608,0.0393215893194304
"195","slope","Suburban-Suburban","northern-southern",0.0550922139815999,0.0403767799163525,0.0698076480468473,2.22660503713544e-13
"196","slope","Natural-Natural","northern-southern",0.0760900425735436,0.0683901813191802,0.083789903827907,5.06628890164474e-83
"197","slope","Natural-Urban","northern-northern",-0.027807837096104,-0.0339738027586698,-0.0216418714335382,1.01702190644857e-18
"198","slope","Natural-Urban","northern-southern",0.0215477602424348,0.00453470758230996,0.0385608129025596,0.013052792986534
"199","slope","Natural-Suburban","northern-northern",-0.0140631037296184,-0.0191579790173402,-0.00896822844189646,6.3476040480704e-08
"200","slope","Natural-Suburban","northern-southern",0.0416949055907282,0.027305890737736,0.0560839204437203,1.36364928403442e-08
"201","slope","Natural-Urban","southern-northern",-0.103897879669648,-0.112932494323955,-0.0948632650153405,1.73199453178882e-111
"202","slope","Natural-Urban","southern-southern",-0.0545422823311088,-0.0727639430945211,-0.0363206215676965,4.48989415497269e-09
"203","slope","Natural-Suburban","southern-northern",-0.0901531463031619,-0.098502467597511,-0.0818038250088128,1.27280086382014e-98
