"","abslat","urban2","Slope","conf.low","conf.high","p.value"
"37","slope","Natural",-0.0577290260311372,-0.0608545208849262,-0.0546035311773481,2.33533336208903e-280
"38","slope","Urban",-0.0325937751356499,-0.0382462142438706,-0.0269413360274292,1.48728510455613e-29
"39","slope","Suburban",-0.0417487833712105,-0.0462363032496787,-0.0372612634927424,7.48121313269904e-74
"40","slope","Natural",-0.0576999100301008,-0.060832561015883,-0.0545672590443187,7.61426356163505e-279
"41","slope","Urban",-0.0298920729339968,-0.0355583924769895,-0.0242257533910041,5.1642039153829e-25
"42","slope","Suburban",-0.0436368063004825,-0.0481358108957709,-0.039137801705194,4.55853944195954e-80
"43","slope","Natural",-0.0570357713518278,-0.0601717227825168,-0.0538998199211388,4.25444453867141e-272
"44","slope","Urban",-0.0288456041812999,-0.0345157339434219,-0.023175474419178,2.23069055740655e-23
"45","slope","Suburban",-0.0445855241573966,-0.0490878100503857,-0.0400832382644075,2.31288426382956e-83
"46","slope","Natural",-0.0577317682760876,-0.0608652815106617,-0.0545982550415136,5.39441489927113e-279
"47","slope","Urban",-0.0308824499148794,-0.0365485853556339,-0.0252163144741248,1.38018151092307e-26
"48","slope","Suburban",-0.0460479890588431,-0.0505475331102869,-0.0415484450073993,7.36084027649178e-89
"49","slope","Natural",-0.0578608110907715,-0.06098805706732,-0.054733565114223,2.704460039551e-281
"50","slope","Urban",-0.0293942996403323,-0.0350494024860013,-0.0237391967946633,2.47931048941673e-24
"51","slope","Suburban",-0.0435233040550126,-0.0480145661932249,-0.0390320419168003,6.2479840024458e-80
"52","slope","Natural",-0.0567681932422602,-0.0598915084624857,-0.0536448780220347,9.53931077486907e-272
"53","slope","Urban",-0.0290513770129856,-0.0347012699740852,-0.0234014840518859,7.57389143820122e-24
"54","slope","Suburban",-0.0427495346536225,-0.0472331586903826,-0.0382659106168624,1.87768502187924e-77
"55","slope","Natural",-0.0578662659698358,-0.060995015753538,-0.0547375161861337,4.39307137808638e-281
"56","slope","Urban",-0.031825304456877,-0.0374838657610078,-0.0261667431527461,3.36247986326545e-28
"57","slope","Suburban",-0.0436384258171014,-0.0481327562850174,-0.0391440953491855,3.10051930867768e-80
"58","slope","Natural",-0.0579447532659376,-0.0610730642843209,-0.0548164422475542,6.70371367826297e-282
"59","slope","Urban",-0.031914901299503,-0.0375732121287596,-0.0262565904702464,2.37121696576201e-28
"60","slope","Suburban",-0.043376016234904,-0.0478687121076403,-0.0388833203621677,2.33764042548308e-79
"61","slope","Natural",-0.0577250985208041,-0.0608577999911845,-0.0545923970504237,4.51345534090115e-279
"62","slope","Urban",-0.0348741771767383,-0.0405380653720046,-0.029210288981472,1.88300068155557e-33
"63","slope","Suburban",-0.0450569265609902,-0.0495544974341789,-0.0405593556878015,2.95932916408506e-85
"64","slope","Natural",-0.0589177753571273,-0.0620532109379889,-0.0557823397762658,7.25240515682923e-290
"65","slope","Urban",-0.0303747399750572,-0.0360467697167988,-0.0247027102333157,1.00429430619243e-25
"66","slope","Suburban",-0.0447648461636651,-0.0492675450478975,-0.0402621472794326,5.33342765567289e-84
"67","slope","Natural",-0.0568105757641936,-0.0599361156895459,-0.0536850358388414,9.145961024939e-272
"68","slope","Urban",-0.0302055332613326,-0.0358574559889292,-0.0245536105337359,1.2574963600993e-25
"69","slope","Suburban",-0.0433028017350405,-0.0477896137874557,-0.0388159896826253,2.67345459973848e-79
"70","slope","Natural",-0.0577939487094373,-0.0609365283979607,-0.0546513690209139,5.14139954606637e-278
"71","slope","Urban",-0.0293198519834764,-0.0350040746828711,-0.0236356292840817,5.48906729763196e-24
"72","slope","Suburban",-0.0433531838261229,-0.0478657485536054,-0.0388406190986404,1.33492658184912e-78
"73","slope","Natural",-0.057954748114076,-0.0610890527714985,-0.0548204434566536,5.97757037538333e-281
"74","slope","Urban",-0.0306507807407315,-0.0363187155591465,-0.0249828459223166,3.36972991918147e-26
"75","slope","Suburban",-0.0432249774905329,-0.047725150697707,-0.0387248042833589,1.43790381961795e-78
"76","slope","Natural",-0.0576875227939344,-0.0608237303927625,-0.0545513151951064,4.07629705621933e-278
"77","slope","Urban",-0.030644836456695,-0.0363161607360899,-0.0249735121773001,3.68447869090335e-26
"78","slope","Suburban",-0.04284351138137,-0.0473470363339594,-0.0383399864287805,4.05714900762439e-77
"79","slope","Natural",-0.0573416763884007,-0.0604773367945688,-0.0542060159822325,5.51706511862549e-275
"80","slope","Urban",-0.0298675501049521,-0.0355401098868335,-0.0241949903230708,6.34629209587663e-25
"81","slope","Suburban",-0.0438117109978987,-0.0483150687733637,-0.0393083532224337,1.53563508060263e-80
"82","slope","Natural",-0.0572444422509712,-0.0603754237582244,-0.0541134607437179,7.08612102321028e-275
"83","slope","Urban",-0.0305520314092644,-0.0362129453459161,-0.0248911174726128,4.21529352328584e-26
"84","slope","Suburban",-0.0433378860874581,-0.0478305538469101,-0.0388452183280061,3.18492272429557e-79
"85","slope","Natural",-0.0575930064605707,-0.0607293160228803,-0.0544566968982611,3.24077104221337e-277
"86","slope","Urban",-0.029756675328213,-0.0354298945638514,-0.0240834560925747,9.55411799904915e-25
"87","slope","Suburban",-0.043618126495092,-0.0481219769922601,-0.0391142759979238,7.80215444879326e-80
"88","slope","Natural",-0.0571333796520486,-0.0602678669029234,-0.0539988924011739,3.001114894983e-273
"89","slope","Urban",-0.0291583230138479,-0.0348288879976128,-0.023487758030083,7.55658571338436e-24
"90","slope","Suburban",-0.0439776799704672,-0.0484785531814719,-0.0394768067594625,3.20831053583867e-81
"91","slope","Natural",-0.0579149810558258,-0.0610415272636588,-0.0547884348479927,6.29201526511671e-282
"92","slope","Urban",-0.028356178602241,-0.034012855488622,-0.0226995017158599,9.53962248092066e-23
"93","slope","Suburban",-0.0443770313137614,-0.0488672915389927,-0.0398867710885301,4.88849395145128e-83
"94","slope","Natural",-0.0573763251737337,-0.0605138566057994,-0.0542387937416681,5.46328688918497e-275
"95","slope","Urban",-0.0279506201892049,-0.0336262856285272,-0.0222749547498827,5.1993600295933e-22
"96","slope","Suburban",-0.0434067323418318,-0.047912067074742,-0.0389013976089216,4.91578932301003e-79
"97","slope","Natural",-0.0578322415171941,-0.060973995885106,-0.0546904871492821,1.62922025138094e-278
"98","slope","Urban",-0.0304816159691213,-0.0361634113481626,-0.0247998205900799,8.23263672581936e-26
"99","slope","Suburban",-0.0442155811413372,-0.0487263385233188,-0.0397048237593557,1.00034555107195e-81
"100","slope","Natural",-0.057184641354952,-0.0603138370563775,-0.0540554456535266,1.26799065395371e-274
"101","slope","Urban",-0.02857092136146,-0.034230171474569,-0.0229116712483511,4.76671040578958e-23
"102","slope","Suburban",-0.0426446723180823,-0.0471377716715782,-0.0381515729645865,9.04590556212667e-77
"103","slope","Natural",-0.0580028479028356,-0.0611414923007164,-0.0548642035049547,1.19710865755174e-280
"104","slope","Urban",-0.0306344204325875,-0.0363105415402445,-0.0249582993249306,4.21039522591776e-26
"105","slope","Suburban",-0.0432649673199038,-0.0477707508345921,-0.0387591838052156,1.60937869741042e-78
"106","slope","Natural",-0.05692399929733,-0.0600636591483013,-0.0537843394463587,1.91752574519796e-270
"107","slope","Urban",-0.0305486909690636,-0.0362278680977708,-0.0248695138403564,6.12207253740257e-26
"108","slope","Suburban",-0.0439693696947252,-0.0484784444925136,-0.0394602948969368,6.6430416461184e-81
"109","slope","Natural",-0.0567739621427858,-0.0599153232281838,-0.0536326010573877,8.84097140595151e-269
"110","slope","Urban",-0.028264523258937,-0.0339445664717421,-0.0225844800461318,1.94040859486483e-22
"111","slope","Suburban",-0.0445214561998097,-0.0490290111701154,-0.040013901229504,6.0956837352319e-83
"112","slope","Natural",-0.0579505968980238,-0.0610878215084134,-0.0548133722876342,2.09997606007438e-280
"113","slope","Urban",-0.0322359829017333,-0.0379078214990254,-0.0265641443044412,9.24404411960535e-29
"114","slope","Suburban",-0.0440857152970357,-0.0485885876115417,-0.0395828429825297,1.54503088309823e-81
"115","slope","Natural",-0.0573246008334267,-0.0604545726987998,-0.0541946289680536,8.52659917927917e-276
"116","slope","Urban",-0.0308116923646017,-0.0364737858697857,-0.0251495988594176,1.65379497083594e-26
"117","slope","Suburban",-0.043263668855102,-0.0477590365190195,-0.0387683011911845,7.21098374505352e-79
"118","slope","Natural",-0.0570054545585727,-0.0601323703022602,-0.0538785388148852,2.41954900219335e-273
"119","slope","Urban",-0.0291034157276814,-0.0347586535335029,-0.0234481779218599,6.94754204431074e-24
"120","slope","Suburban",-0.0437032818565157,-0.0481921126416553,-0.039214451071376,1.17090195185251e-80
"121","slope","Natural",-0.0590350220244932,-0.0621712114598297,-0.0558988325891568,7.53806931211863e-291
"122","slope","Urban",-0.0268512785999862,-0.03252516746578,-0.0211773897341923,1.88917365009411e-20
"123","slope","Suburban",-0.0441045177137454,-0.0486091789915101,-0.0395998564359807,1.52875320460462e-81
"124","slope","Natural",-0.0578025305409968,-0.0609403108038955,-0.054664750278098,6.39232016311897e-279
"125","slope","Urban",-0.0303786802845089,-0.0360548564748243,-0.0247025040941935,1.07335435137015e-25
"126","slope","Suburban",-0.043360029717445,-0.0478667938082124,-0.0388532656266776,8.03491258024754e-79
"127","slope","Natural",-0.0562806497114865,-0.0594210861391668,-0.0531402132838062,2.03465528395502e-264
"128","slope","Urban",-0.0299598337437521,-0.0356389627294865,-0.0242807047580177,5.16076027369121e-25
"129","slope","Suburban",-0.0440877204118014,-0.048594695771585,-0.0395807450520178,2.11708803946465e-81
"130","slope","Natural",-0.0573632409148982,-0.0604967285212804,-0.0542297533085161,1.48229404833071e-275
"131","slope","Urban",-0.0306350696348823,-0.036299899124314,-0.0249702401454506,3.35633997782188e-26
"132","slope","Suburban",-0.0452586389908225,-0.0497575396184,-0.0407597383632449,5.99551991073373e-86
"133","slope","Natural",-0.058501278643944,-0.0616424236231031,-0.055360133664785,6.67451982607614e-285
"134","slope","Urban",-0.0284236780508081,-0.0341053866247592,-0.022741969476857,1.16241398009997e-22
"135","slope","Suburban",-0.0454271936757738,-0.0499379762407095,-0.040916411110838,3.95726644404768e-86
"136","slope","Natural",-0.057187183121135,-0.0603146939814089,-0.054059672260861,6.20362545477458e-275
"137","slope","Urban",-0.0311763177313094,-0.0368339366466136,-0.0255186988160051,3.86909302800138e-27
"138","slope","Suburban",-0.043104110500665,-0.0475944234569548,-0.0386137975443752,1.77884981662714e-78
"139","slope","Natural",-0.0574701877547838,-0.060606690666516,-0.0543336848430517,4.88797487633908e-276
"140","slope","Urban",-0.0313164874982676,-0.0369895858061967,-0.0256433891903384,3.14947719346179e-27
"141","slope","Suburban",-0.0449140493811621,-0.0494175927198353,-0.0404105060424888,1.63444896249814e-84
"142","slope","Natural",-0.0574637766372399,-0.0605986334642942,-0.0543289198101855,2.93441361305337e-276
"143","slope","Urban",-0.0302428387133798,-0.0359128416523106,-0.024572835774449,1.56014516467567e-25
"144","slope","Suburban",-0.0450174151795265,-0.0495172808228306,-0.0405175495362223,5.01806643069546e-85
"145","slope","Natural",-0.0570781956586224,-0.0602183325155699,-0.053938058801675,8.70889158582682e-272
"146","slope","Urban",-0.0318168458105342,-0.0374979708392406,-0.0261357207818279,5.63113311487095e-28
"147","slope","Suburban",-0.0436878986438872,-0.0481973312171218,-0.0391784660706527,6.86254073205711e-80
"148","slope","Natural",-0.0576207963208895,-0.0607550507747582,-0.0544865418670208,7.91651449812793e-278
"149","slope","Urban",-0.0298678156175467,-0.0355357953645428,-0.0241998358705506,5.81455535634404e-25
"150","slope","Suburban",-0.0430571153840336,-0.0475580196908133,-0.0385562110772539,5.92899795539353e-78
"151","slope","Natural",-0.0570502636304727,-0.06017614977755,-0.0539243774833955,6.19028523560618e-274
"152","slope","Urban",-0.0322997720370122,-0.0379561927010978,-0.0266433513729266,5.13541043765055e-29
"153","slope","Suburban",-0.0420660587671169,-0.046554975846314,-0.0375771416879198,6.7247044717603e-75
"154","slope","Natural",-0.0571723348153569,-0.0603139557851533,-0.0540307138455605,2.08730277562097e-272
"155","slope","Urban",-0.0305471256135996,-0.0362271848494893,-0.0248670663777098,6.26491857522216e-26
"156","slope","Suburban",-0.0435106024688292,-0.0480202236086976,-0.0390009813289607,2.95566247584822e-79
"157","slope","Natural",-0.0573310849235645,-0.0604760100924585,-0.0541861597546705,2.56226618169114e-273
"158","slope","Urban",-0.029371668596142,-0.0350587252311434,-0.0236846119611406,4.81773012987928e-24
"159","slope","Suburban",-0.0440349504342853,-0.0485489965060775,-0.0395209043624931,5.77263688170792e-81
"160","slope","Natural",-0.0582116557419393,-0.0613446175552884,-0.0550786939285903,1.32333981358182e-283
"161","slope","Urban",-0.0322297245911382,-0.0378946642295271,-0.0265647849527494,8.13745308014058e-29
"162","slope","Suburban",-0.0450190271280194,-0.0495165310409337,-0.0405215232151052,4.05417468989372e-85
"163","slope","Natural",-0.0573557571619536,-0.0604955507672171,-0.0542159635566901,2.05437456174375e-274
"164","slope","Urban",-0.0320165781843476,-0.0376934608844103,-0.0263396954842849,2.39932492447926e-28
"165","slope","Suburban",-0.0441271397493315,-0.0486337277369682,-0.0396205517616947,1.48204010446055e-81
"166","slope","Natural",-0.0564258438490949,-0.0595530471121819,-0.0532986405860079,6.26827129421929e-268
"167","slope","Urban",-0.0306205512099079,-0.0362760290567816,-0.0249650733630341,2.93794734298468e-26
"168","slope","Suburban",-0.044236444773731,-0.0487248722688298,-0.0397480172786321,1.36024830618779e-82
"169","slope","Natural",-0.0574527880093652,-0.0605805436734582,-0.0543250323452723,2.25338506525386e-277
"170","slope","Urban",-0.0322328526080231,-0.0378905705544838,-0.0265751346615623,6.85499574036067e-29
"171","slope","Suburban",-0.0441176977038077,-0.0486067562220664,-0.0396286391855489,3.85280542617094e-82
"172","slope","Natural",-0.0578791408292288,-0.0610071867299136,-0.0547510949285439,2.50509066822917e-281
"173","slope","Urban",-0.0328952914459449,-0.0385549105251384,-0.0272356723667514,5.33534146693222e-30
"174","slope","Suburban",-0.0432106858613211,-0.0477031602115003,-0.0387182115111418,8.84970789634156e-79
"175","slope","Natural",-0.0573206882226376,-0.0604584481487403,-0.054182928296535,1.96497355506037e-274
"176","slope","Urban",-0.0294588524178281,-0.0351331739390464,-0.0237845308966099,2.80944314935325e-24
"177","slope","Suburban",-0.043093817166121,-0.0475970270032023,-0.0385906073290397,5.26714636165384e-78
"178","slope","Natural",-0.0576116478577097,-0.0607535843239428,-0.0544697113914766,1.99243840980339e-276
"179","slope","Urban",-0.0307142366420447,-0.0363963679859097,-0.0250321052981798,3.53861665767357e-26
"180","slope","Suburban",-0.044322579181138,-0.0488339733120357,-0.0398111850502403,4.34898627482397e-82
"181","slope","Natural",-0.0576620159691917,-0.0607952701376379,-0.0545287618007456,2.19051586894375e-278
"182","slope","Urban",-0.0305269179171909,-0.0361933779785595,-0.0248604578558224,5.15979712807216e-26
"183","slope","Suburban",-0.0438021145287388,-0.0483009576137113,-0.0393032714437664,1.15789154458924e-80
"184","slope","Natural",-0.0572132663821167,-0.0603479646026508,-0.0540785681615825,5.90904722776485e-274
"185","slope","Urban",-0.0283345815900352,-0.0340027817863863,-0.0226663813936841,1.25097126908933e-22
"186","slope","Suburban",-0.0443613763235172,-0.0488627945681573,-0.0398599580788771,1.39573525639079e-82
"187","slope","Natural",-0.0574416904781151,-0.0605785301778642,-0.054304850778366,1.02784113609865e-275
"188","slope","Urban",-0.0305256613963831,-0.0361996025772596,-0.0248517202155066,6.00812108100688e-26
"189","slope","Suburban",-0.0434864477116289,-0.0479922601885792,-0.0389806352346787,2.66768403127943e-79
"190","slope","Natural",-0.0571764037340162,-0.0603095623466996,-0.0540432451213327,7.12733471337983e-274
"191","slope","Urban",-0.0289953773348677,-0.0346617035445663,-0.0233290511251692,1.23821886677658e-23
"192","slope","Suburban",-0.0437433978380139,-0.0482411643735064,-0.0392456313025214,1.72173073395414e-80
"193","slope","Natural",-0.0575346714116869,-0.0606710298659866,-0.0543983129573872,1.15737905799106e-276
"194","slope","Urban",-0.0298584508655737,-0.0355309007975803,-0.0241860009335672,6.54311312316953e-25
"195","slope","Suburban",-0.0425156927579011,-0.0470186875176074,-0.0380126979981948,5.38008450775267e-76
"196","slope","Natural",-0.0562332488795842,-0.0593718001868603,-0.0530946975723081,2.70961876471607e-264
"197","slope","Urban",-0.0283890438676207,-0.0340657067619898,-0.0227123809732516,1.20022304689136e-22
"198","slope","Suburban",-0.0419730289875208,-0.0464785862793529,-0.0374674716956887,4.79942812613261e-74
"199","slope","Natural",-0.0582499820156878,-0.0613865304275649,-0.0551134336038107,2.4487299238561e-283
"200","slope","Urban",-0.0294825429890509,-0.0351569233316646,-0.0238081626464372,2.58646239245565e-24
"201","slope","Suburban",-0.0424381081936552,-0.0469417525708036,-0.0379344638165068,1.04847704114878e-75
"202","slope","Natural",-0.0574856826974577,-0.0606149710869371,-0.0543563943079782,2.03458441138465e-277
"203","slope","Urban",-0.0301500513614515,-0.035809728721016,-0.0244903740018869,1.78946322735486e-25
"204","slope","Suburban",-0.0432412249756012,-0.0477319770429739,-0.0387504729082285,6.02819323421314e-79
"205","slope","Natural",-0.0581289571458642,-0.0612697955760687,-0.0549881187156597,1.88692332238114e-281
"206","slope","Urban",-0.0336493572549575,-0.0393292579245548,-0.0279694565853602,4.24289277512079e-31
"207","slope","Suburban",-0.0453082722230761,-0.0498168749032805,-0.0407996695428717,9.00035021270372e-86
"208","slope","Natural",-0.0570848954108984,-0.0602211167734821,-0.0539486740483147,1.65716206243689e-272
"209","slope","Urban",-0.0305919765608069,-0.0362634205021318,-0.024920532619482,4.48490808665066e-26
"210","slope","Suburban",-0.0440706439482891,-0.0485706795030037,-0.0395706083935745,1.39095178242392e-81
"211","slope","Natural",-0.0575246378654173,-0.06065971728408,-0.0543895584467545,8.67324343586748e-277
"212","slope","Urban",-0.0301827730213893,-0.0358530643264618,-0.0245124817163168,1.95090300209685e-25
"213","slope","Suburban",-0.0437327989559969,-0.0482329532164869,-0.0392326446955069,2.27310578504606e-80
"214","slope","Natural",-0.0580690706331557,-0.061209591789052,-0.0549285494772593,6.05859962164235e-281
"215","slope","Urban",-0.0339902200676896,-0.0396712346744134,-0.0283092054609658,1.10120973870385e-31
"216","slope","Suburban",-0.0420606519243633,-0.046570177198886,-0.0375511266498407,3.22150776807047e-74
"217","slope","Natural",-0.0572281928208829,-0.0603551829039383,-0.0541012027378275,2.09518875098191e-275
"218","slope","Urban",-0.0327762636637768,-0.0384318763050156,-0.027120651022538,7.79037827653293e-30
"219","slope","Suburban",-0.0432821100082382,-0.0477708597537266,-0.0387933602627498,3.68895841519209e-79
"220","slope","Natural",-0.0578461573720885,-0.0609792025471163,-0.0547131121970608,3.78661143504682e-280
"221","slope","Urban",-0.0297356262950666,-0.0354000161131954,-0.0240712364769378,8.72842203838418e-25
"222","slope","Suburban",-0.0441853846069759,-0.0486822545499611,-0.0396885146639906,4.15484961309721e-82
"223","slope","Natural",-0.0574814842772046,-0.0606113701513714,-0.0543515984030379,2.82267477204808e-277
"224","slope","Urban",-0.0289313242987115,-0.0345936283337957,-0.0232690202636274,1.44109932248863e-23
"225","slope","Suburban",-0.0430480510465375,-0.0475424486463869,-0.0385536534466881,3.8537077850456e-78
"226","slope","Natural",-0.0576929982212629,-0.0608273331433527,-0.0545586632991731,1.72568088196621e-278
"227","slope","Urban",-0.0294422320887796,-0.0351146528659999,-0.0237698113115593,2.87732393014925e-24
"228","slope","Suburban",-0.0443419679547018,-0.0488433287341508,-0.0398406071752528,1.63263500455676e-82
"229","slope","Natural",-0.0578344305314802,-0.0609729724448098,-0.0546958886181505,4.34998050043565e-279
"230","slope","Urban",-0.0321579518279927,-0.0378318581052106,-0.0264840455507748,1.30683151291694e-28
"231","slope","Suburban",-0.0427926972002624,-0.0472986446986996,-0.0382867497018252,7.33954765659252e-77
"232","slope","Natural",-0.0578654041633012,-0.0610099187709667,-0.0547208895556357,2.38011591958597e-278
"233","slope","Urban",-0.0296613257547049,-0.0353503974668451,-0.0239722540425647,1.80072531654102e-24
"234","slope","Suburban",-0.043843580969949,-0.0483581820210133,-0.0393289799188846,2.89623551008322e-80
"235","slope","Natural",-0.0572408437246593,-0.0603598454475005,-0.054121842001818,6.80457354008194e-277
"236","slope","Urban",-0.0293587894992612,-0.0349998685952476,-0.0237177104032747,2.17019145999175e-24
"237","slope","Suburban",-0.0444108692824006,-0.0488903558638761,-0.0399313827009251,1.50499351486649e-83
"238","slope","Natural",-0.0574384706511373,-0.0605764839662242,-0.0543004573360505,1.74417784416115e-275
"239","slope","Urban",-0.0317169312903167,-0.0373925377107466,-0.0260413248698867,7.32002596711099e-28
"240","slope","Suburban",-0.0440940335579304,-0.0486011557510008,-0.03958691136486,2.03360000367346e-81
"241","slope","Natural",-0.0563320218054261,-0.0594681347441057,-0.0531959088667465,1.35229200907077e-265
"242","slope","Urban",-0.0334813371777698,-0.0391536336752433,-0.0278090406802963,6.95140271005508e-31
"243","slope","Suburban",-0.0439085212677053,-0.0484111081921,-0.0394059343433106,6.51245168759018e-81
"244","slope","Natural",-0.0566039644817922,-0.0597378923143322,-0.0534700366492523,1.88317115188227e-268
"245","slope","Urban",-0.0300721301136425,-0.0357400787372429,-0.0244041814900421,2.78350247020943e-25
"246","slope","Suburban",-0.0443637187493931,-0.0488641713938628,-0.0398632661049234,1.26462492270034e-82
"247","slope","Natural",-0.0569453972426376,-0.0600809199436389,-0.0538098745416364,2.46933330252576e-271
"248","slope","Urban",-0.0308010463452547,-0.0364723120056542,-0.0251297806848551,2.06906264743738e-26
"249","slope","Suburban",-0.0430562951650929,-0.0475597269473086,-0.0385528633828772,7.25569961568598e-78
"250","slope","Natural",-0.0576024428582982,-0.0607334576798331,-0.0544714280367633,3.25488534548601e-278
"251","slope","Urban",-0.0304655402256055,-0.0361299455089596,-0.0248011349422513,6.20548228333209e-26
"252","slope","Suburban",-0.0439942823782965,-0.0484907285858898,-0.0394978361707033,1.95616450292202e-81
"253","slope","Natural",-0.056516248875253,-0.059650646575242,-0.053381851175264,1.44294757618388e-267
"254","slope","Urban",-0.0301090133264779,-0.0357781578970595,-0.0244398687558963,2.4925269545889e-25
"255","slope","Suburban",-0.0442056949692008,-0.0487034196614751,-0.0397079702769266,3.76355800178323e-82
"256","slope","Natural",-0.0568429813626803,-0.0599818826578672,-0.0537040800674934,7.98903888913513e-270
"257","slope","Urban",-0.0319086881495825,-0.0375816103073588,-0.0262357659918062,3.32902639155602e-28
"258","slope","Suburban",-0.0446682452270037,-0.0491734754828981,-0.0401630149711092,1.47822971072519e-83
"259","slope","Natural",-0.0573612630396517,-0.0604918329825372,-0.0542306930967661,4.90802431769092e-276
"260","slope","Urban",-0.029085439263822,-0.0347506847295192,-0.0234201937981248,8.86403786625841e-24
"261","slope","Suburban",-0.0438565998948512,-0.0483551923042753,-0.039358007485427,7.24647916777298e-81
"262","slope","Natural",-0.0575227143215452,-0.0606581417636181,-0.0543872868794723,1.03681053758218e-276
"263","slope","Urban",-0.0302184560703814,-0.0358888851677344,-0.0245480269730283,1.71866283462548e-25
"264","slope","Suburban",-0.0460225642536879,-0.0505277591788287,-0.0415173693285471,1.50802903198446e-88
"265","slope","Natural",-0.0578857953155381,-0.0610214531608003,-0.0547501374702758,4.55965988302918e-280
"266","slope","Urban",-0.0308619756432706,-0.0365339221926905,-0.0251900290938507,1.67434422648327e-26
"267","slope","Suburban",-0.0433038113559598,-0.0478067359177181,-0.0388008867942016,9.39716121143494e-79
"268","slope","Natural",-0.0570314818443493,-0.0601616879931892,-0.0539012756955095,5.00198909655784e-273
"269","slope","Urban",-0.0317442175139354,-0.0374063900908696,-0.0260820449370013,4.95513012026002e-28
"270","slope","Suburban",-0.0434074010017178,-0.0479031363345565,-0.0389116656688791,2.29912609022836e-79
"271","slope","Natural",-0.0579764790787511,-0.0611159838250028,-0.0548369743324994,2.9812562269853e-280
"272","slope","Urban",-0.0321607113467993,-0.0378399198238215,-0.0264815028697772,1.45143677449856e-28
"273","slope","Suburban",-0.0453976978588614,-0.0499055286427036,-0.0408898670750191,3.94951938046217e-86
