"","term","value","urban2","estimate","p.value","s.value","conf.low","conf.high"
"550","urban2","Natural","Natural",128.616702063414,0,Inf,127.217503210092,130.023553419923
"551","urban2","Suburban","Suburban",105.782182564555,0,Inf,103.380947329352,108.21098537656
"552","urban2","Urban","Urban",94.0519866081028,0,Inf,91.2841887028558,96.8611209249066
"553","urban2","Natural","Natural",128.748888742764,0,Inf,127.34570423216,130.159761590422
"554","urban2","Suburban","Suburban",105.841921017367,0,Inf,103.456819233078,108.254203544421
"555","urban2","Urban","Urban",92.8407913401234,0,Inf,90.0471753252603,95.6770823645561
"556","urban2","Natural","Natural",128.792417880649,0,Inf,127.397418455667,130.19501338301
"557","urban2","Suburban","Suburban",106.146603429746,0,Inf,103.734667764474,108.586257746144
"558","urban2","Urban","Urban",92.2162487123096,0,Inf,89.4410335994064,95.0338638229715
"559","urban2","Natural","Natural",129.020135138159,0,Inf,127.623542731216,130.4243275172
"560","urban2","Suburban","Suburban",106.253805598998,0,Inf,103.818916228935,108.716917983108
"561","urban2","Urban","Urban",93.873012750507,0,Inf,91.1298171854672,96.6568862640112
"562","urban2","Natural","Natural",128.818545027721,0,Inf,127.416955204706,130.227801503971
"563","urban2","Suburban","Suburban",105.534007016838,0,Inf,103.150292176458,107.944950938743
"564","urban2","Urban","Urban",92.801331188035,0,Inf,90.0533334843836,95.5906290019
"565","urban2","Natural","Natural",128.881170550403,0,Inf,127.48694259927,130.282980902986
"566","urban2","Suburban","Suburban",105.67252976852,0,Inf,103.243360255763,108.129945404547
"567","urban2","Urban","Urban",93.5167134500071,0,Inf,90.7841455810408,96.2897984256585
"568","urban2","Natural","Natural",127.95222767628,0,Inf,126.559292670841,129.352786236269
"569","urban2","Suburban","Suburban",106.65436070671,0,Inf,104.227314844604,109.109340464337
"570","urban2","Urban","Urban",92.6644921093093,0,Inf,89.9049772111507,95.4657191156123
"571","urban2","Natural","Natural",128.960980396924,0,Inf,127.560397414755,130.369210489546
"572","urban2","Suburban","Suburban",106.318320973663,0,Inf,103.944002678289,108.719451334039
"573","urban2","Urban","Urban",92.742534449253,0,Inf,89.9530028551658,95.574661173005
"574","urban2","Natural","Natural",128.399159862112,0,Inf,127.006105166055,129.799812740684
"575","urban2","Suburban","Suburban",107.070116013489,0,Inf,104.621558561458,109.546995949852
"576","urban2","Urban","Urban",91.6955047669851,0,Inf,88.9675837315361,94.4646183749983
"577","urban2","Natural","Natural",128.470612484578,0,Inf,127.073023175812,129.875845382185
"578","urban2","Suburban","Suburban",105.999425048114,0,Inf,103.620654640505,108.405190631211
"579","urban2","Urban","Urban",93.7641989783983,0,Inf,90.9302140095729,96.6416716925734
"580","urban2","Natural","Natural",128.780580364704,0,Inf,127.379478785611,130.189345512911
"581","urban2","Suburban","Suburban",105.83634649599,0,Inf,103.431120714805,108.269217769349
"582","urban2","Urban","Urban",91.3897114974294,0,Inf,88.6704140685921,94.1500785421052
"583","urban2","Natural","Natural",128.921426200038,0,Inf,127.520332602507,130.330174860958
"584","urban2","Suburban","Suburban",105.387228887694,0,Inf,102.974239529842,107.828163493386
"585","urban2","Urban","Urban",94.0128695430208,0,Inf,91.2781245111056,96.7879793954576
"586","urban2","Natural","Natural",128.570415152231,0,Inf,127.178521078532,129.969884559332
"587","urban2","Suburban","Suburban",106.46260296163,0,Inf,104.011053148081,108.942708844674
"588","urban2","Urban","Urban",92.8955097173733,0,Inf,90.1769819273946,95.6544084048627
"589","urban2","Natural","Natural",128.383430550892,0,Inf,126.989482500838,129.784987495785
"590","urban2","Suburban","Suburban",105.075381295376,0,Inf,102.73842059063,107.438623016874
"591","urban2","Urban","Urban",92.7162552089106,0,Inf,89.9083570708485,95.567328020246
"592","urban2","Natural","Natural",129.135111752206,0,Inf,127.735415487021,130.542435066701
"593","urban2","Suburban","Suburban",105.955808139838,0,Inf,103.567038423118,108.371813102226
"594","urban2","Urban","Urban",94.0272566444782,0,Inf,91.2420321511671,96.8543548551259
"595","urban2","Natural","Natural",128.982558909652,0,Inf,127.590842389433,130.381824494233
"596","urban2","Suburban","Suburban",105.334882409198,0,Inf,102.925593743022,107.772044180304
"597","urban2","Urban","Urban",93.9545328221056,0,Inf,91.1738543633793,96.7769801795329
"598","urban2","Natural","Natural",128.652748713421,0,Inf,127.254807174342,130.058326819225
"599","urban2","Suburban","Suburban",105.748035311423,0,Inf,103.353573079554,108.16991788402
"600","urban2","Urban","Urban",93.2750980787198,0,Inf,90.5108138751835,96.0809616355772
"601","urban2","Natural","Natural",128.856522958623,0,Inf,127.460697982181,130.259949226164
"602","urban2","Suburban","Suburban",106.444061788812,0,Inf,103.984863978899,108.932000230993
"603","urban2","Urban","Urban",92.1625804499164,0,Inf,89.4556216953869,94.9098877632011
"604","urban2","Natural","Natural",128.548365357015,0,Inf,127.153266185661,129.951076197369
"605","urban2","Suburban","Suburban",106.205404030596,0,Inf,103.784975709758,108.653732047895
"606","urban2","Urban","Urban",92.0680982843057,0,Inf,89.3328929093951,94.8445480519216
"607","urban2","Natural","Natural",128.594799057293,0,Inf,127.202126262688,129.995054241262
"608","urban2","Suburban","Suburban",105.030370389366,0,Inf,102.589542464334,107.499894246026
"609","urban2","Urban","Urban",92.6429015174187,0,Inf,89.905908744561,95.4209329060302
"610","urban2","Natural","Natural",129.382766476988,0,Inf,127.982691110398,130.790458349511
"611","urban2","Suburban","Suburban",105.77515434157,0,Inf,103.370413314353,108.207545825882
"612","urban2","Urban","Urban",92.0276417128272,0,Inf,89.2686586439511,94.8286136602731
"613","urban2","Natural","Natural",128.343384762172,0,Inf,126.952489816479,129.741857594148
"614","urban2","Suburban","Suburban",106.375526778707,0,Inf,103.950181339895,108.828840724601
"615","urban2","Urban","Urban",91.6902900090428,0,Inf,88.9170858246008,94.5060789150539
"616","urban2","Natural","Natural",128.998616887175,0,Inf,127.596424451883,130.40847181779
"617","urban2","Suburban","Suburban",106.093959614577,0,Inf,103.663926262044,108.552145711947
"618","urban2","Urban","Urban",92.6003910532387,0,Inf,89.8468757455069,95.3954650999155
"619","urban2","Natural","Natural",129.174801374641,0,Inf,127.772551443754,130.584703921862
"620","urban2","Suburban","Suburban",106.151651011204,0,Inf,103.767450045227,108.562931921543
"621","urban2","Urban","Urban",92.5966634046708,0,Inf,89.8433489714032,95.3915321656335
"622","urban2","Natural","Natural",128.497461091527,0,Inf,127.103742277874,129.898779503869
"623","urban2","Suburban","Suburban",105.279170396068,0,Inf,102.827407527699,107.759819183478
"624","urban2","Urban","Urban",93.3160745529735,0,Inf,90.5635568551246,96.1097973483308
"625","urban2","Natural","Natural",129.101967097423,0,Inf,127.698588394513,130.513015123652
"626","urban2","Suburban","Suburban",106.495083538176,0,Inf,104.080897219604,108.936948640856
"627","urban2","Urban","Urban",93.8978414544838,0,Inf,91.1040333790716,96.7338426624487
"628","urban2","Natural","Natural",128.130827029924,0,Inf,126.733444725238,129.535871028293
"629","urban2","Suburban","Suburban",105.644627066375,0,Inf,103.249749663535,108.066961533101
"630","urban2","Urban","Urban",91.7482529087367,0,Inf,89.0179424928575,94.519804554262
"631","urban2","Natural","Natural",128.872987733427,0,Inf,127.474138502143,130.279470339689
"632","urban2","Suburban","Suburban",106.510013179162,0,Inf,104.067183313388,108.981182383821
"633","urban2","Urban","Urban",93.0632609573321,0,Inf,90.3017785549823,95.8663337169181
"634","urban2","Natural","Natural",128.938250971218,0,Inf,127.545278709772,130.338788576264
"635","urban2","Suburban","Suburban",106.358059404742,0,Inf,103.93627734679,108.807732003625
"636","urban2","Urban","Urban",92.4273469221942,0,Inf,89.6737620355478,95.2225716606827
"637","urban2","Natural","Natural",129.13993373779,0,Inf,127.735016129674,130.552535272452
"638","urban2","Suburban","Suburban",106.218185474957,0,Inf,103.83067463556,108.632834724572
"639","urban2","Urban","Urban",91.8815540579987,0,Inf,89.1278412469126,94.6771617830428
"640","urban2","Natural","Natural",129.155632183478,0,Inf,127.756082820374,130.562805772483
"641","urban2","Suburban","Suburban",105.870178793533,0,Inf,103.431856337389,108.336908131312
"642","urban2","Urban","Urban",92.9977216219482,0,Inf,90.26919048078,95.7668781804874
"643","urban2","Natural","Natural",128.616821724041,0,Inf,127.220404628727,130.020860834554
"644","urban2","Suburban","Suburban",105.537751091717,0,Inf,103.121171468552,107.98231922763
"645","urban2","Urban","Urban",92.9764448779965,0,Inf,90.1988259725305,95.7961852461608
"646","urban2","Natural","Natural",128.747370222536,0,Inf,127.358775556564,130.143493834413
"647","urban2","Suburban","Suburban",106.83621413839,0,Inf,104.385444469888,109.315420635628
"648","urban2","Urban","Urban",92.9678655265141,0,Inf,90.2272516774539,95.7494814758341
"649","urban2","Natural","Natural",128.741506200861,0,Inf,127.339708965508,130.150976979189
"650","urban2","Suburban","Suburban",105.990157288496,0,Inf,103.551285002954,108.457416796244
"651","urban2","Urban","Urban",93.3664906184601,0,Inf,90.5954984299888,96.1792242195714
"652","urban2","Natural","Natural",128.368075553035,0,Inf,126.973063603585,129.770708964767
"653","urban2","Suburban","Suburban",106.430469258436,0,Inf,104.01093328016,108.87782460951
"654","urban2","Urban","Urban",92.185878521628,0,Inf,89.4584855424231,94.9542256576661
"655","urban2","Natural","Natural",129.167212898881,0,Inf,127.763958685079,130.578131177191
"656","urban2","Suburban","Suburban",107.147724186941,0,Inf,104.695385310641,109.628452787469
"657","urban2","Urban","Urban",92.9540015053793,0,Inf,90.2086599511073,95.7404940428294
"658","urban2","Natural","Natural",128.659994310381,0,Inf,127.262582328859,130.065036626152
"659","urban2","Suburban","Suburban",106.368985814062,0,Inf,103.959389813875,108.806187901116
"660","urban2","Urban","Urban",92.2538888882476,0,Inf,89.5101231398219,95.0390747137497
"661","urban2","Natural","Natural",128.599843022584,0,Inf,127.203517015445,130.003791059558
"662","urban2","Suburban","Suburban",105.750014872421,0,Inf,103.375222987668,108.151775373589
"663","urban2","Urban","Urban",93.1943946301761,0,Inf,90.4123449838818,96.0186009235872
"664","urban2","Natural","Natural",128.801948057318,0,Inf,127.402317575433,130.209224704253
"665","urban2","Suburban","Suburban",106.317795807227,0,Inf,103.862668538557,108.80160250408
"666","urban2","Urban","Urban",93.9800862998563,0,Inf,91.2532882027142,96.7470274368174
"667","urban2","Natural","Natural",129.154743160753,0,Inf,127.754238594083,130.56288244537
"668","urban2","Suburban","Suburban",105.365262010902,0,Inf,102.98070734965,107.777109195116
"669","urban2","Urban","Urban",92.4864425916435,0,Inf,89.7221325766596,95.2926927271475
"670","urban2","Natural","Natural",128.440996624747,0,Inf,127.050887595401,129.838669171897
"671","urban2","Suburban","Suburban",107.738469819339,0,Inf,105.31296428667,110.191589659093
"672","urban2","Urban","Urban",91.6801509488966,0,Inf,88.9283633367593,94.4738677835136
"673","urban2","Natural","Natural",128.692788848594,0,Inf,127.29609792152,130.097100262979
"674","urban2","Suburban","Suburban",107.370897963305,0,Inf,104.910527556123,109.859785353687
"675","urban2","Urban","Urban",91.8784840572935,0,Inf,89.1870412136576,94.6099359791418
"676","urban2","Natural","Natural",128.534141961111,0,Inf,127.135557965905,129.940376654954
"677","urban2","Suburban","Suburban",105.253138084788,0,Inf,102.851317433771,107.682680076722
"678","urban2","Urban","Urban",93.4928972005604,0,Inf,90.7450985970892,96.2816798423969
"679","urban2","Natural","Natural",128.162232478977,0,Inf,126.773786119509,129.558240726322
"680","urban2","Suburban","Suburban",105.004690656692,0,Inf,102.628459166208,107.408117520353
"681","urban2","Urban","Urban",92.5976622775404,0,Inf,89.8293046024115,95.4080326310293
"682","urban2","Natural","Natural",128.636213471012,0,Inf,127.240282428319,130.039760054821
"683","urban2","Suburban","Suburban",105.944709058435,0,Inf,103.541143100854,108.375853582287
"684","urban2","Urban","Urban",92.9948037251172,0,Inf,90.2572064672511,95.7733001628838
"685","urban2","Natural","Natural",128.918715186534,0,Inf,127.520026287352,130.325032984436
"686","urban2","Suburban","Suburban",105.075438483782,0,Inf,102.67717710129,107.501385916203
"687","urban2","Urban","Urban",91.403564859454,0,Inf,88.6680712267688,94.1806161596155
"688","urban2","Natural","Natural",128.611281330882,0,Inf,127.218134896167,130.012014349681
"689","urban2","Suburban","Suburban",105.127387489589,0,Inf,102.687023870035,107.596409275242
"690","urban2","Urban","Urban",92.679818105118,0,Inf,89.9505824783958,95.4498418098337
"691","urban2","Natural","Natural",128.660611177245,0,Inf,127.260453424357,130.068429324977
"692","urban2","Suburban","Suburban",107.094592981667,0,Inf,104.664051586683,109.553032770432
"693","urban2","Urban","Urban",92.2550296440458,0,Inf,89.5321310046618,95.018715503348
"694","urban2","Natural","Natural",128.933587136589,0,Inf,127.526368472818,130.348527392874
"695","urban2","Suburban","Suburban",105.056018131847,0,Inf,102.670362504023,107.46907297799
"696","urban2","Urban","Urban",92.801530289558,0,Inf,90.0498309276088,95.594641856868
"697","urban2","Natural","Natural",129.013571253842,0,Inf,127.613936455627,130.420839653591
"698","urban2","Suburban","Suburban",106.052632960946,0,Inf,103.649395039569,108.483413497007
"699","urban2","Urban","Urban",92.5008576953844,0,Inf,89.747624012069,95.2956869420297
"700","urban2","Natural","Natural",129.056073950365,0,Inf,127.653927549483,130.465878912197
"701","urban2","Suburban","Suburban",106.227440616882,0,Inf,103.832112665953,108.650083595528
"702","urban2","Urban","Urban",91.2023353516503,0,Inf,88.5091223110361,93.935912005591
"703","urban2","Natural","Natural",128.485989133587,0,Inf,127.095888410358,129.883650621024
"704","urban2","Suburban","Suburban",106.064464616839,0,Inf,103.652723212264,108.503941892671
"705","urban2","Urban","Urban",92.6018858102767,0,Inf,89.8254096350093,95.420621376591
"706","urban2","Natural","Natural",129.233684906601,0,Inf,127.833020005294,130.641981588646
"707","urban2","Suburban","Suburban",106.271291146668,0,Inf,103.870021823427,108.700000493576
"708","urban2","Urban","Urban",93.730183837591,0,Inf,90.9132903136776,96.5900539731005
"709","urban2","Natural","Natural",128.608686680931,0,Inf,127.215727587864,130.009230466109
"710","urban2","Suburban","Suburban",106.895876201923,0,Inf,104.484138110277,109.335131889999
"711","urban2","Urban","Urban",92.7062767535619,0,Inf,89.919389090182,95.5356951041114
"712","urban2","Natural","Natural",128.772557893909,0,Inf,127.379539145513,130.173152280386
"713","urban2","Suburban","Suburban",105.261770769473,0,Inf,102.841423637859,107.710268734483
"714","urban2","Urban","Urban",91.8179480145937,0,Inf,89.0807282001511,94.5965877076719
"715","urban2","Natural","Natural",128.557457841722,0,Inf,127.158293976202,129.964277372414
"716","urban2","Suburban","Suburban",106.413210858633,0,Inf,104.009070843816,108.844819817327
"717","urban2","Urban","Urban",93.0409519252745,0,Inf,90.3208494414021,95.8014083137062
"718","urban2","Natural","Natural",127.830363048061,0,Inf,126.442270330728,129.226033520506
"719","urban2","Suburban","Suburban",104.542982543086,0,Inf,102.134471047913,106.979562530887
"720","urban2","Urban","Urban",93.5143829009988,0,Inf,90.7659532629772,96.3038059827486
"721","urban2","Natural","Natural",128.804550962253,0,Inf,127.410335760954,130.206352960878
"722","urban2","Suburban","Suburban",106.11642141781,0,Inf,103.692622904767,108.568221560972
"723","urban2","Urban","Urban",92.6052682035488,0,Inf,89.8779598151629,95.3733399351671
"724","urban2","Natural","Natural",128.956603943351,0,Inf,127.560886428757,130.359915644975
"725","urban2","Suburban","Suburban",105.634148877608,0,Inf,103.211221064385,108.085187329537
"726","urban2","Urban","Urban",92.2805221426426,0,Inf,89.5514066153642,95.0506012735979
"727","urban2","Natural","Natural",128.66925122004,0,Inf,127.276207557286,130.069876908385
"728","urban2","Suburban","Suburban",106.192186122392,0,Inf,103.80253058095,108.609035864609
"729","urban2","Urban","Urban",92.0373984289908,0,Inf,89.2419194718938,94.8759885767838
"730","urban2","Natural","Natural",128.468292139733,0,Inf,127.074398658255,129.869788865444
"731","urban2","Suburban","Suburban",106.434826040468,0,Inf,103.992153841542,108.905854149311
"732","urban2","Urban","Urban",92.5449885358957,0,Inf,89.8502680659923,95.2795231700384
"733","urban2","Natural","Natural",128.675542170748,0,Inf,127.282354117683,130.076313452757
"734","urban2","Suburban","Suburban",106.178914147177,0,Inf,103.741643949679,108.644483079559
"735","urban2","Urban","Urban",92.2400564739473,0,Inf,89.5610025447208,94.9585915793852
"736","urban2","Natural","Natural",129.303455672366,0,Inf,127.905817320515,130.708688646913
"737","urban2","Suburban","Suburban",106.579646012078,0,Inf,104.199371323473,108.986801404029
"738","urban2","Urban","Urban",92.8880505362486,0,Inf,90.0987859590325,95.7198342858858
"739","urban2","Natural","Natural",128.890401243185,0,Inf,127.493924556496,130.294484329347
"740","urban2","Suburban","Suburban",105.772179726014,0,Inf,103.373144250777,108.198734633347
"741","urban2","Urban","Urban",92.7862788264474,0,Inf,89.9815341216614,95.6340675220127
"742","urban2","Natural","Natural",128.730421968005,0,Inf,127.331123025372,130.137367713477
"743","urban2","Suburban","Suburban",106.24065514134,0,Inf,103.802121473022,108.707500408534
"744","urban2","Urban","Urban",91.3650894063564,0,Inf,88.6880346998108,94.0819491318225
"745","urban2","Natural","Natural",128.541804164135,0,Inf,127.145082441021,129.94615571196
"746","urban2","Suburban","Suburban",106.572829761976,0,Inf,104.124700884598,109.04940480708
"747","urban2","Urban","Urban",92.0171803443399,0,Inf,89.3528349976648,94.7206673271332
"748","urban2","Natural","Natural",129.037555109839,0,Inf,127.638303930534,130.444434269495
"749","urban2","Suburban","Suburban",106.207016253498,0,Inf,103.786299464619,108.655638999466
"750","urban2","Urban","Urban",92.4699117386143,0,Inf,89.7349445915604,95.2459341397904
"751","urban2","Natural","Natural",128.665347049217,0,Inf,127.269206259533,130.069103940676
"752","urban2","Suburban","Suburban",106.869360488969,0,Inf,104.436284259723,109.330453272984
"753","urban2","Urban","Urban",92.1707135662095,0,Inf,89.4325526709677,94.9501619966852
"754","urban2","Natural","Natural",129.085283930891,0,Inf,127.6857706276,130.492425243639
"755","urban2","Suburban","Suburban",105.167287942035,0,Inf,102.80560458674,107.555790793007
"756","urban2","Urban","Urban",92.6476217128898,0,Inf,89.8242890477075,95.5146415650349
"757","urban2","Natural","Natural",128.559092765859,0,Inf,127.161833654713,129.963986557605
"758","urban2","Suburban","Suburban",105.870371681777,0,Inf,103.486514184902,108.281374026325
"759","urban2","Urban","Urban",92.736953383967,0,Inf,89.9486492570663,95.567817475251
"760","urban2","Natural","Natural",128.548222830767,0,Inf,127.148712192081,129.9553934936
"761","urban2","Suburban","Suburban",106.501082588348,0,Inf,104.145843973813,108.88265589668
"762","urban2","Urban","Urban",92.6071385014927,0,Inf,89.792302249587,95.4654166350824
"763","urban2","Natural","Natural",128.643432934943,0,Inf,127.244251605135,130.050264976939
"764","urban2","Suburban","Suburban",106.306737917365,0,Inf,103.907369973052,108.733492958117
"765","urban2","Urban","Urban",92.3470896025775,0,Inf,89.576638089862,95.1597337788718
"766","urban2","Natural","Natural",128.672922075444,0,Inf,127.270533707951,130.082994592894
"767","urban2","Suburban","Suburban",106.375097876899,0,Inf,103.976119065089,108.801437055674
"768","urban2","Urban","Urban",91.8381955325633,0,Inf,89.0993262169651,94.6185257613388
"769","urban2","Natural","Natural",128.788475410928,0,Inf,127.388706031159,130.195893281988
"770","urban2","Suburban","Suburban",106.068513674902,0,Inf,103.675564876877,108.488764270129
"771","urban2","Urban","Urban",92.5261170135583,0,Inf,89.7937299289818,95.2994560766019
"772","urban2","Natural","Natural",128.746926377688,0,Inf,127.352329114059,130.149118024762
"773","urban2","Suburban","Suburban",107.5912677757,0,Inf,105.150352885696,110.060189698744
"774","urban2","Urban","Urban",90.3732448581857,0,Inf,87.6430891276796,93.1452742106003
"775","urban2","Natural","Natural",128.868067993543,0,Inf,127.464834474449,130.278983238402
"776","urban2","Suburban","Suburban",105.634931798894,0,Inf,103.241945512504,108.055334098727
"777","urban2","Urban","Urban",93.307958395654,0,Inf,90.5169510625041,96.1413439404122
"778","urban2","Natural","Natural",128.347924619731,0,Inf,126.948582253025,129.754937180562
"779","urban2","Suburban","Suburban",104.84646759564,0,Inf,102.439945516599,107.280929487948
"780","urban2","Urban","Urban",92.7831314307055,0,Inf,90.025156015165,95.5827179863685
"781","urban2","Natural","Natural",128.847526731688,0,Inf,127.448144883615,130.254549302445
"782","urban2","Suburban","Suburban",106.982224102923,0,Inf,104.574253906191,109.417603095327
"783","urban2","Urban","Urban",92.9129692005398,0,Inf,90.1357777630666,95.7322982450864
"784","urban2","Natural","Natural",128.149790817758,0,Inf,126.757301357163,129.549887133647
"785","urban2","Suburban","Suburban",105.660500920863,0,Inf,103.265349469057,108.083111583525
"786","urban2","Urban","Urban",92.3693070146039,0,Inf,89.6214587602724,95.1586469368578
"787","urban2","Natural","Natural",129.047929500287,0,Inf,127.64759479787,130.455903416024
"788","urban2","Suburban","Suburban",106.592132201052,0,Inf,104.177885135365,109.03403395958
"789","urban2","Urban","Urban",91.7709861758267,0,Inf,89.0458455333531,94.5372005016124
"790","urban2","Natural","Natural",129.060614090372,0,Inf,127.665905696325,130.462899519541
"791","urban2","Suburban","Suburban",105.91627569129,0,Inf,103.540021880142,108.319488653054
"792","urban2","Urban","Urban",92.8246474659904,0,Inf,90.010598319983,95.6820106983471
"793","urban2","Natural","Natural",128.270544649349,0,Inf,126.883043193091,129.665591265132
"794","urban2","Suburban","Suburban",105.484070667176,0,Inf,103.072213940078,107.923820331604
"795","urban2","Urban","Urban",93.262932799991,0,Inf,90.4982491586045,96.0692134105113
"796","urban2","Natural","Natural",128.928162078682,0,Inf,127.52540400099,130.338593065638
"797","urban2","Suburban","Suburban",106.206387377171,0,Inf,103.810112004679,108.630004994568
"798","urban2","Urban","Urban",94.3767481102443,0,Inf,91.551807789984,97.2446121674539
"799","urban2","Natural","Natural",128.930082389819,0,Inf,127.530261681757,130.337543704526
"800","urban2","Suburban","Suburban",104.991946711604,0,Inf,102.604171668965,107.407186902833
"801","urban2","Urban","Urban",92.0697723072197,0,Inf,89.2809221757484,94.9015125140094
"802","urban2","Natural","Natural",128.867543857019,0,Inf,127.476851294816,130.265781113274
"803","urban2","Suburban","Suburban",106.266679453674,0,Inf,103.846952970557,108.714273097671
"804","urban2","Urban","Urban",90.8219263926075,0,Inf,88.0949902091017,93.5904271916594
"805","urban2","Natural","Natural",128.458379063225,0,Inf,127.064677526403,129.85968233449
"806","urban2","Suburban","Suburban",106.331074224644,0,Inf,103.945512667936,108.743700549477
"807","urban2","Urban","Urban",92.3791102545184,0,Inf,89.5828527273231,95.218341146629
"808","urban2","Natural","Natural",128.901320574259,0,Inf,127.505065834827,130.305178641274
"809","urban2","Suburban","Suburban",106.724268554469,0,Inf,104.309827267535,109.166334370435
"810","urban2","Urban","Urban",92.0856414530232,0,Inf,89.3607716945745,94.8514342241947
"811","urban2","Natural","Natural",128.923845048451,0,Inf,127.536297671918,130.31889964147
"812","urban2","Suburban","Suburban",106.676120994665,0,Inf,104.272531754399,109.107098078769
"813","urban2","Urban","Urban",93.8384305832546,0,Inf,91.0121992103977,96.7078754990376
"814","urban2","Natural","Natural",128.386601607463,0,Inf,126.988528697543,129.792328443999
"815","urban2","Suburban","Suburban",105.924365557871,0,Inf,103.575513192593,108.299553407715
"816","urban2","Urban","Urban",91.1275431518134,0,Inf,88.3537071913931,93.9442505843868
"817","urban2","Natural","Natural",128.286035785362,0,Inf,126.895152065868,129.684500674558
"818","urban2","Suburban","Suburban",106.949441303917,0,Inf,104.506323690859,109.42078715128
"819","urban2","Urban","Urban",93.4505013446911,0,Inf,90.7159299700071,96.2256788861181
"820","urban2","Natural","Natural",128.421915103175,0,Inf,127.032728810354,129.818655977094
"821","urban2","Suburban","Suburban",105.849593476575,0,Inf,103.45111310098,108.275560128161
"822","urban2","Urban","Urban",91.98428932335,0,Inf,89.2274702090295,94.7830510325882
"823","urban2","Natural","Natural",128.374293567813,0,Inf,126.982380978741,129.773793329025
"824","urban2","Suburban","Suburban",105.454201710551,0,Inf,103.034858023923,107.901620831636
"825","urban2","Urban","Urban",92.385931382847,0,Inf,89.638797711779,95.1745274048049
"826","urban2","Natural","Natural",128.441505687059,0,Inf,127.04734596885,129.843273157139
"827","urban2","Suburban","Suburban",106.496269060982,0,Inf,104.103996041088,108.915717520683
"828","urban2","Urban","Urban",91.5383771781371,0,Inf,88.790094857004,94.3285469187685
"829","urban2","Natural","Natural",129.085556049773,0,Inf,127.684329748448,130.494429080229
"830","urban2","Suburban","Suburban",106.192132161675,0,Inf,103.814466062633,108.596718735141
"831","urban2","Urban","Urban",92.1074141694338,0,Inf,89.3544084301006,94.9021888971653
"832","urban2","Natural","Natural",128.798002511094,0,Inf,127.40581083225,130.19775930754
"833","urban2","Suburban","Suburban",106.050329188065,0,Inf,103.633298120439,108.49522238938
"834","urban2","Urban","Urban",92.2146339925314,0,Inf,89.4636608640555,95.0072647499448
"835","urban2","Natural","Natural",129.023731138308,0,Inf,127.6222671393,130.432848153517
"836","urban2","Suburban","Suburban",106.147641194179,0,Inf,103.737497374387,108.58546198422
"837","urban2","Urban","Urban",92.9580816804878,0,Inf,90.258582184876,95.6973575420309
"838","urban2","Natural","Natural",128.641360372706,0,Inf,127.244890127402,130.045451753036
"839","urban2","Suburban","Suburban",105.359965764709,0,Inf,102.948630192107,107.799215375209
"840","urban2","Urban","Urban",92.010344311525,0,Inf,89.30028159538,94.7609167890196
"841","urban2","Natural","Natural",128.565312549761,0,Inf,127.171048990428,129.967177630079
"842","urban2","Suburban","Suburban",105.131270555262,0,Inf,102.723464052795,107.566970223942
"843","urban2","Urban","Urban",92.1820440372444,0,Inf,89.3955332311228,95.0113194831032
"844","urban2","Natural","Natural",129.03931658741,0,Inf,127.641278365098,130.444969430402
"845","urban2","Suburban","Suburban",107.3465694298,0,Inf,104.913010971368,109.808029580046
"846","urban2","Urban","Urban",93.5256183478491,0,Inf,90.7653637942554,96.3272174775884
"847","urban2","Natural","Natural",128.688833043313,0,Inf,127.292199772642,130.093086405941
"848","urban2","Suburban","Suburban",105.784101332141,0,Inf,103.382637339746,108.213137678545
"849","urban2","Urban","Urban",92.9516178054529,0,Inf,90.2408578113335,95.7024920128253
"850","urban2","Natural","Natural",128.559193577933,0,Inf,127.167284505727,129.958678812096
"851","urban2","Suburban","Suburban",106.102787252441,0,Inf,103.726843351781,108.505635315116
"852","urban2","Urban","Urban",92.026575024102,0,Inf,89.2741564599946,94.8207818615107
"853","urban2","Natural","Natural",128.845923259086,0,Inf,127.446779815425,130.252704910695
"854","urban2","Suburban","Suburban",106.699958677386,0,Inf,104.31384481378,109.113055237348
"855","urban2","Urban","Urban",90.8590598473358,0,Inf,88.174486776906,93.5838898297305
"856","urban2","Natural","Natural",128.209684931164,0,Inf,126.817392911924,129.609578070754
"857","urban2","Suburban","Suburban",106.018400853897,0,Inf,103.607125047319,108.457413947381
"858","urban2","Urban","Urban",92.2066107443904,0,Inf,89.4785248378942,94.9756624252084
"859","urban2","Natural","Natural",129.436924395022,0,Inf,128.038148010044,130.843299922681
"860","urban2","Suburban","Suburban",106.262147406474,0,Inf,103.862732776596,108.688961829506
"861","urban2","Urban","Urban",93.2419811774663,0,Inf,90.4923641982863,96.0327489652444
"862","urban2","Natural","Natural",129.012978752064,0,Inf,127.615205871406,130.418364917752
"863","urban2","Suburban","Suburban",105.621325191998,0,Inf,103.200184778974,108.070537990453
"864","urban2","Urban","Urban",93.3344545273928,0,Inf,90.618064008355,96.0909596358133
"865","urban2","Natural","Natural",128.870716843506,0,Inf,127.471658330962,130.277411156789
"866","urban2","Suburban","Suburban",106.744032958105,0,Inf,104.33968369884,109.175769848081
"867","urban2","Urban","Urban",93.2547905598057,0,Inf,90.463440645049,96.088553707131
"868","urban2","Natural","Natural",129.436576423247,0,Inf,128.031672391661,130.849146526432
"869","urban2","Suburban","Suburban",106.120435497129,0,Inf,103.692420781323,108.57654883829
