"","urban2","season","estimate","p.value","s.value","conf.low","conf.high"
"111","Suburban","Summer",75.8507984774443,0,Inf,72.9496594223032,78.8085059594089
"112","Suburban","Winter",69.2644718759402,0,Inf,66.1764479594901,72.4229112274268
"113","Urban","Summer",65.1678961909394,0,Inf,62.498048452055,67.8935839308138
"114","Urban","Winter",64.6158262732758,0,Inf,61.7593328894548,67.5368940320639
"115","Natural","Summer",98.7064335866654,0,Inf,96.792835864636,100.638762549824
"116","Natural","Winter",84.6891263625146,0,Inf,82.1023532329347,87.3160202324261
"117","Suburban","Summer",75.2341407459499,0,Inf,72.2743902617292,78.2532844378535
"118","Suburban","Winter",70.1326867535931,0,Inf,66.9161843894236,73.4246900136747
"119","Urban","Summer",66.4372912919032,0,Inf,63.7434279860959,69.1869053769962
"120","Urban","Winter",65.1312405701185,0,Inf,62.2740744744068,68.0524889588704
"121","Natural","Summer",98.5488252522247,0,Inf,96.6276409510588,100.488920842236
"122","Natural","Winter",85.1682817595086,0,Inf,82.5323313421073,87.8456671107955
"123","Suburban","Summer",75.3291375829807,0,Inf,72.3997298160794,78.3166401133922
"124","Suburban","Winter",69.9060920845014,0,Inf,66.7933234966262,73.0897504020724
"125","Urban","Summer",65.5325139192773,0,Inf,62.8608715038865,68.2597545725618
"126","Urban","Winter",64.8606707958466,0,Inf,62.0011504190911,67.7846541889522
"127","Natural","Summer",98.8012579981272,0,Inf,96.8667704274169,100.754871501887
"128","Natural","Winter",85.257007032324,0,Inf,82.6297248234527,87.925406453884
"129","Suburban","Summer",76.3676219648934,0,Inf,73.5652342577611,79.2223935395539
"130","Suburban","Winter",69.4576009839489,0,Inf,66.3570488032209,72.6289457981648
"131","Urban","Summer",65.6042263258349,0,Inf,62.8525350735738,68.41486872613
"132","Urban","Winter",65.8749321616137,0,Inf,62.9785898744376,68.8363860452127
"133","Natural","Summer",98.9256266328402,0,Inf,96.9981706433614,100.872044976743
"134","Natural","Winter",85.4996754186726,0,Inf,82.8864199037624,88.1534896009983
"135","Suburban","Summer",76.1081495269883,0,Inf,73.2314264396932,79.0402919731088
"136","Suburban","Winter",68.8184236490263,0,Inf,65.7049326228349,72.0039848730422
"137","Urban","Summer",65.3962277248406,0,Inf,62.7058769172097,68.1430864702225
"138","Urban","Winter",65.1022511418292,0,Inf,62.2323314019213,68.036862542099
"139","Natural","Summer",98.896903589397,0,Inf,96.9700787415318,100.842683872105
"140","Natural","Winter",84.5371331087381,0,Inf,81.9246371508954,87.1906328084357
"141","Suburban","Summer",75.4644786045856,0,Inf,72.5737971398417,78.4116105781831
"142","Suburban","Winter",70.234764222533,0,Inf,67.0379203882379,73.506067127605
"143","Urban","Summer",65.2828459952778,0,Inf,62.6202890276344,68.0008353633265
"144","Urban","Winter",64.6022524770302,0,Inf,61.7964959284341,67.4702979318558
"145","Natural","Summer",98.4959047156605,0,Inf,96.5748570766861,100.435871199663
"146","Natural","Winter",84.5803512525147,0,Inf,81.9894262998945,87.2115794239787
"147","Suburban","Summer",75.674838838393,0,Inf,72.8221047994631,78.5823810254286
"148","Suburban","Winter",69.2790099927895,0,Inf,66.1184244458366,72.5133832167124
"149","Urban","Summer",65.181815969521,0,Inf,62.4803373915964,67.9404673547132
"150","Urban","Winter",64.1161100470424,0,Inf,61.2762456384141,67.0202994636982
"151","Natural","Summer",98.7960022581542,0,Inf,96.8655194376084,100.745532536726
"152","Natural","Winter",84.6767012846389,0,Inf,82.0532648071175,87.3414191535698
"153","Suburban","Summer",75.7621566753235,0,Inf,72.9332026312999,78.6449369136232
"154","Suburban","Winter",70.6397029063667,0,Inf,67.494740514226,73.8562772026004
"155","Urban","Summer",65.1484033538609,0,Inf,62.4227517275422,67.9322971809482
"156","Urban","Winter",64.2049073269402,0,Inf,61.3560725580363,67.1183872132664
"157","Natural","Summer",98.4955748065782,0,Inf,96.577081387868,100.432936610399
"158","Natural","Winter",84.6182073800997,0,Inf,82.0101750559968,87.2670625768179
"159","Suburban","Summer",75.9107721853143,0,Inf,73.0239143629303,78.8535923306818
"160","Suburban","Winter",70.9563201875749,0,Inf,67.7609909394235,74.2252630580094
"161","Urban","Summer",65.5922562660208,0,Inf,62.8271773502419,68.4168787224732
"162","Urban","Winter",64.2091720752542,0,Inf,61.345526783069,67.1381397423661
"163","Natural","Summer",98.7643853393984,0,Inf,96.8418053863373,100.705862459967
"164","Natural","Winter",84.4362612526254,0,Inf,81.8532842178288,87.0593621137502
"165","Suburban","Summer",75.7866773377609,0,Inf,72.9027157954468,78.7265811123057
"166","Suburban","Winter",69.3552307619346,0,Inf,66.2905415715843,72.4891703135383
"167","Urban","Summer",65.6628694285587,0,Inf,62.9584758444251,68.4241319030002
"168","Urban","Winter",65.2594040285397,0,Inf,62.2892659149279,68.2987150832867
"169","Natural","Summer",99.0301937468998,0,Inf,97.0957241542325,100.983744263014
"170","Natural","Winter",85.0707247179542,0,Inf,82.4528274998299,87.7295344180055
"171","Suburban","Summer",75.3004355486534,0,Inf,72.4336600332112,78.2228459913942
"172","Suburban","Winter",69.8157783341762,0,Inf,66.6873728737655,73.0158906094475
"173","Urban","Summer",66.1663857277803,0,Inf,63.4613771528181,68.9278472412302
"174","Urban","Winter",64.7681091838256,0,Inf,61.8942910110153,67.7071392429195
"175","Natural","Summer",98.9224377549023,0,Inf,97.0048072623291,100.858837432824
"176","Natural","Winter",84.814495680458,0,Inf,82.2009591991714,87.4689325152698
"177","Suburban","Summer",76.5417168894515,0,Inf,73.6552641076921,79.483646013093
"178","Suburban","Winter",69.3443691654999,0,Inf,66.2735634335509,72.4847162675551
"179","Urban","Summer",64.9599266055283,0,Inf,62.2177886238761,67.7611959753104
"180","Urban","Winter",65.369307562112,0,Inf,62.4514105917389,68.3538230929254
"181","Natural","Summer",98.6421735933509,0,Inf,96.7269602677082,100.576162301466
"182","Natural","Winter",85.0205200208201,0,Inf,82.4154842035342,87.6660884724363
"183","Suburban","Summer",75.5996896989113,0,Inf,72.7004020708648,78.5556642244567
"184","Suburban","Winter",70.3954842345546,0,Inf,67.177017299979,73.6892565318866
"185","Urban","Summer",65.6023791586473,0,Inf,62.894862908671,68.3669507816015
"186","Urban","Winter",65.2236988745128,0,Inf,62.390149190361,68.1201727145981
"187","Natural","Summer",98.8304651661794,0,Inf,96.9108197832611,100.768937068023
"188","Natural","Winter",84.6995647726509,0,Inf,82.098666019573,87.3410220228996
"189","Suburban","Summer",75.8941863945174,0,Inf,73.0224298942963,78.8213279315307
"190","Suburban","Winter",69.8870628494374,0,Inf,66.7433369517707,73.1031322440816
"191","Urban","Summer",65.8033929274836,0,Inf,63.0761169553904,68.5883884480238
"192","Urban","Winter",65.2730341062893,0,Inf,62.40282616911,68.207773699402
"193","Natural","Summer",98.8198100565685,0,Inf,96.8920411889123,100.766567978436
"194","Natural","Winter",84.9333293089817,0,Inf,82.3159594693087,87.5916622189371
"195","Suburban","Summer",76.0543530601433,0,Inf,73.1915008780346,78.9721258746802
"196","Suburban","Winter",70.3216125452335,0,Inf,67.1126051682443,73.6055585544395
"197","Urban","Summer",65.2611768613004,0,Inf,62.5287030676195,68.0520845988018
"198","Urban","Winter",62.6633503506875,0,Inf,59.8786449631754,65.5113449433105
"199","Natural","Summer",99.1651898262475,0,Inf,97.2355970446456,101.113740872814
"200","Natural","Winter",85.0579590158601,0,Inf,82.4494787974706,87.7070617981593
"201","Suburban","Summer",75.9352171232117,0,Inf,73.0965217978478,78.8279876559148
"202","Suburban","Winter",69.5021383622064,0,Inf,66.3645835533296,72.7121580309759
"203","Urban","Summer",66.354389229456,0,Inf,63.5740907898957,69.1941892080182
"204","Urban","Winter",64.3122370572183,0,Inf,61.4466823543275,67.2430950397753
"205","Natural","Summer",98.5143829184888,0,Inf,96.6007558315478,100.446778701274
"206","Natural","Winter",85.0250864033322,0,Inf,82.444165828608,87.645784707348
"207","Suburban","Summer",76.6571440695835,0,Inf,73.7555460580667,79.6147217623657
"208","Suburban","Winter",70.0115352766955,0,Inf,66.8056097329915,73.2925929962829
"209","Urban","Summer",64.9621412300571,0,Inf,62.2633376135723,67.718200363087
"210","Urban","Winter",63.7022795256114,0,Inf,60.8668395255017,66.6022681207963
"211","Natural","Summer",98.7708509915658,0,Inf,96.841722717847,100.719004762052
"212","Natural","Winter",84.6242696968903,0,Inf,82.0116959656245,87.277806739842
"213","Suburban","Summer",74.6371826020949,0,Inf,71.7828696112336,77.5471428672292
"214","Suburban","Winter",69.506421449314,0,Inf,66.3922952927443,72.6919173388823
"215","Urban","Summer",65.4862727907056,0,Inf,62.7655881921732,68.2646794182683
"216","Urban","Winter",63.4230607872987,0,Inf,60.5623478634353,66.3497876718579
"217","Natural","Summer",99.2435479081117,0,Inf,97.3238691794077,101.181974679336
"218","Natural","Winter",85.2025103107312,0,Inf,82.6134208021498,87.8315470602241
"219","Suburban","Summer",75.6451852970004,0,Inf,72.7082564787002,78.6402617124596
"220","Suburban","Winter",69.4406723845413,0,Inf,66.2890525093076,72.6654821747818
"221","Urban","Summer",65.4180158608096,0,Inf,62.7327283710357,68.15957739439
"222","Urban","Winter",64.7219753765696,0,Inf,61.8338489277861,67.6760202509943
"223","Natural","Summer",99.5708484389171,0,Inf,97.6283215572732,101.532510807935
"224","Natural","Winter",85.4048984118017,0,Inf,82.7706880365256,88.0803721482708
"225","Suburban","Summer",76.253875570106,0,Inf,73.4068047345304,79.1551125755786
"226","Suburban","Winter",70.0491105747986,0,Inf,66.9342603848035,73.2347981673378
"227","Urban","Summer",66.2712793883912,0,Inf,63.5287490766853,69.0717627856212
"228","Urban","Winter",65.6379354440763,0,Inf,62.7334707890642,68.6081234176096
"229","Natural","Summer",98.8987426905485,0,Inf,96.9792905417727,100.837004426805
"230","Natural","Winter",85.1913558919744,0,Inf,82.5998179308839,87.822922594898
"231","Suburban","Summer",75.4809031063493,0,Inf,72.6529781869814,78.3628189698232
"232","Suburban","Winter",69.4563463114038,0,Inf,66.3340939713732,72.6503986136642
"233","Urban","Summer",66.3770453602125,0,Inf,63.6115885174837,69.201342863672
"234","Urban","Winter",65.7112831386034,0,Inf,62.797095534725,68.6915643432983
"235","Natural","Summer",98.9188144644434,0,Inf,96.9953262018027,100.86118802167
"236","Natural","Winter",85.272637132317,0,Inf,82.6600825753927,87.9258380525975
"237","Suburban","Summer",76.3117052856192,0,Inf,73.4461001505713,79.2321485946936
"238","Suburban","Winter",70.3315311986249,0,Inf,67.1349691499615,73.6024341998064
"239","Urban","Summer",65.3003539477154,0,Inf,62.5808587244975,68.0776879296145
"240","Urban","Winter",65.3726817241377,0,Inf,62.5327084893794,68.2757206536345
"241","Natural","Summer",99.1221588313047,0,Inf,97.1945124528563,101.068733353271
"242","Natural","Winter",85.3318022132645,0,Inf,82.7161907129564,87.9881273085439
"243","Suburban","Summer",75.6430588253364,0,Inf,72.7471257505725,78.5955133409611
"244","Suburban","Winter",69.9606118104038,0,Inf,66.8464240384816,73.1456981444513
"245","Urban","Summer",65.3400065103478,0,Inf,62.6229802227442,68.1147296700571
"246","Urban","Winter",65.7929913762123,0,Inf,62.8599209423504,68.7929395835664
"247","Natural","Summer",98.6008424761124,0,Inf,96.678372571355,100.542239024385
"248","Natural","Winter",84.6103668764793,0,Inf,82.0207983108503,87.2401816366758
"249","Suburban","Summer",75.5107055072374,0,Inf,72.6058695199719,78.4725161014152
"250","Suburban","Winter",69.6588467332766,0,Inf,66.5674228417401,72.8204342756381
"251","Urban","Summer",64.2300956951389,0,Inf,61.5749694078025,66.9412648834318
"252","Urban","Winter",64.7662452409552,0,Inf,61.8371529977549,67.7631139411904
"253","Natural","Summer",98.7075833095896,0,Inf,96.7986270087908,100.63517943269
"254","Natural","Winter",84.9639499443936,0,Inf,82.3625539650868,87.6057918175105
"255","Suburban","Summer",76.3958985262208,0,Inf,73.4873796141115,79.3608632199986
"256","Suburban","Winter",69.3930761373236,0,Inf,66.253818936009,72.6049944613301
"257","Urban","Summer",66.0021593287081,0,Inf,63.2657298041136,68.7965219227867
"258","Urban","Winter",64.5886247285293,0,Inf,61.7394480151714,67.502069346546
"259","Natural","Summer",98.8580625605499,0,Inf,96.949071447966,100.78566552651
"260","Natural","Winter",85.2515499432684,0,Inf,82.6333318704875,87.9106024417888
"261","Suburban","Summer",75.7911734354082,0,Inf,72.9088919745895,78.729327950795
"262","Suburban","Winter",70.4599493808356,0,Inf,67.235881212671,73.759517588269
"263","Urban","Summer",66.2449255381643,0,Inf,63.4891162234162,69.0592803338783
"264","Urban","Winter",63.6823317035891,0,Inf,60.9141466278079,66.512025696421
"265","Natural","Summer",98.9824566301303,0,Inf,97.0692344615235,100.914349926738
"266","Natural","Winter",84.7212808607337,0,Inf,82.1305805437566,87.3522092737645
"267","Suburban","Summer",75.4201629260746,0,Inf,72.5473223485313,78.3487859675117
"268","Suburban","Winter",69.8061065257237,0,Inf,66.650411899621,73.0347895331372
"269","Urban","Summer",64.5548011974342,0,Inf,61.8501304820447,67.3173500434549
"270","Urban","Winter",65.4186184195374,0,Inf,62.5446624469962,68.3571293543455
"271","Natural","Summer",98.7305567257417,0,Inf,96.8297134621108,100.649876597406
"272","Natural","Winter",84.8892192507931,0,Inf,82.2791548199825,87.5400381101952
"273","Suburban","Summer",75.3516069040745,0,Inf,72.4161161876217,78.3454185846716
"274","Suburban","Winter",69.7680538664946,0,Inf,66.6759875585703,72.9302009326616
"275","Urban","Summer",65.777905506719,0,Inf,63.043417170118,68.5704453273546
"276","Urban","Winter",65.4809539308174,0,Inf,62.5783051628427,68.4494038941074
"277","Natural","Summer",99.1223918244327,0,Inf,97.2060548124838,101.057434403918
"278","Natural","Winter",85.3090122167462,0,Inf,82.6956090879864,87.9630707100729
"279","Suburban","Summer",75.4253818789132,0,Inf,72.5092640389003,78.3989884122713
"280","Suburban","Winter",69.8197887367729,0,Inf,66.7165619850099,72.9935553864549
"281","Urban","Summer",65.6460165445172,0,Inf,62.898835088328,68.4519157774332
"282","Urban","Winter",65.107765820763,0,Inf,62.1803755101572,68.1024895639164
"283","Natural","Summer",98.6448950373712,0,Inf,96.7210555244633,100.587679756396
"284","Natural","Winter",84.2697523919366,0,Inf,81.6820932637016,86.8977629052138
"285","Suburban","Summer",75.5274317400854,0,Inf,72.6739517473106,78.4358579327455
"286","Suburban","Winter",70.1295003117885,0,Inf,67.0034090300751,73.3268634469743
"287","Urban","Summer",65.1776804682155,0,Inf,62.4723078384577,67.9403963318002
"288","Urban","Winter",63.9022796049406,0,Inf,61.0177928919164,66.8533798955386
"289","Natural","Summer",98.8734804328372,0,Inf,96.9496829649441,100.816178044805
"290","Natural","Winter",85.0428502452408,0,Inf,82.421558427289,87.7051752103499
"291","Suburban","Summer",75.5562959341816,0,Inf,72.6354100719691,78.5347585881173
"292","Suburban","Winter",69.810648144136,0,Inf,66.6424991518745,73.0523646669491
"293","Urban","Summer",66.7058969978859,0,Inf,63.9642065423615,69.5051193128712
"294","Urban","Winter",65.2783690744957,0,Inf,62.4133962329423,68.2076303422724
"295","Natural","Summer",98.878799765895,0,Inf,96.9567443615482,100.819719906791
"296","Natural","Winter",85.2739536298901,0,Inf,82.6478545949181,87.9411242679702
"297","Suburban","Summer",75.5926339147604,0,Inf,72.6602416511008,78.5830335902161
"298","Suburban","Winter",69.8773149185173,0,Inf,66.7303729872285,73.0967605124185
"299","Urban","Summer",65.6608159049415,0,Inf,62.9444423498512,68.4345705386749
"300","Urban","Winter",64.027644210938,0,Inf,61.1758968867845,66.9443538976303
"301","Natural","Summer",99.0678650524226,0,Inf,97.1427874548522,101.011830579358
"302","Natural","Winter",85.1319006392427,0,Inf,82.5173520150087,87.7872265416146
"303","Suburban","Summer",76.0233334915608,0,Inf,73.1416579365405,78.9606845027589
"304","Suburban","Winter",70.5522516614277,0,Inf,67.3641486218817,73.8140613750047
"305","Urban","Summer",64.2845711836284,0,Inf,61.583384049494,67.0437337747289
"306","Urban","Winter",65.2143366150661,0,Inf,62.3564614709548,68.1362426773147
"307","Natural","Summer",98.7256636048252,0,Inf,96.799534549107,100.670767519977
"308","Natural","Winter",85.5554130332293,0,Inf,82.9334553526977,88.2181750612115
"309","Suburban","Summer",75.5619878913499,0,Inf,72.7386134853762,78.4391190954123
"310","Suburban","Winter",69.1297350634384,0,Inf,66.150353328724,72.1747420671458
"311","Urban","Summer",64.9701644640868,0,Inf,62.2538549984527,67.7444753840567
"312","Urban","Winter",64.2359301108305,0,Inf,61.2678376879976,67.2742260416388
"313","Natural","Summer",98.7907135403664,0,Inf,96.8685236354745,100.731787824236
"314","Natural","Winter",85.2498637623673,0,Inf,82.6388151422844,87.901522548885
"315","Suburban","Summer",75.7442495011782,0,Inf,72.8773541047066,78.6664521594353
"316","Suburban","Winter",70.3969658164923,0,Inf,67.241795319833,73.6244735599425
"317","Urban","Summer",65.049600881163,0,Inf,62.3266164104789,67.8308025912737
"318","Urban","Winter",65.0302996300031,0,Inf,62.1489005423945,67.9769886894461
"319","Natural","Summer",98.2309788212338,0,Inf,96.322835917113,100.157836839789
"320","Natural","Winter",84.5107938048787,0,Inf,81.9280960754369,87.133570683797
"321","Suburban","Summer",75.9450012693415,0,Inf,73.0619859839985,78.8838028994581
"322","Suburban","Winter",68.9447881486055,0,Inf,65.7923136924846,72.1710318600869
"323","Urban","Summer",65.2789670850898,0,Inf,62.5529988569168,68.0630721626773
"324","Urban","Winter",64.4613870749285,0,Inf,61.5984267741395,67.3893768140495
"325","Natural","Summer",98.7739562003312,0,Inf,96.848695749745,100.718164955345
"326","Natural","Winter",85.5487924406913,0,Inf,82.9155069878218,88.2232416054725
"327","Suburban","Summer",75.7312007966602,0,Inf,72.8450250854311,78.6734473642586
"328","Suburban","Winter",69.7627325782953,0,Inf,66.6707151832704,72.9248339568977
"329","Urban","Summer",65.3789795676455,0,Inf,62.6593696339935,68.1563621347048
"330","Urban","Winter",63.4973900797911,0,Inf,60.6308557275275,66.4301310796175
"331","Natural","Summer",98.8888696627942,0,Inf,96.9751566585733,100.821281276151
"332","Natural","Winter",84.3914653452379,0,Inf,81.7872620122541,87.0364819130888
"333","Suburban","Summer",76.7009318530023,0,Inf,73.7733725551405,79.6854537974899
"334","Suburban","Winter",69.9378948404228,0,Inf,66.7514269972745,73.198654932691
"335","Urban","Summer",66.1616184250142,0,Inf,63.4192296613476,68.962052328466
"336","Urban","Winter",64.5178239565086,0,Inf,61.6881128778114,67.4109890342194
"337","Natural","Summer",99.0221895141017,0,Inf,97.1051904344678,100.957926279659
"338","Natural","Winter",84.5800679021797,0,Inf,81.9786482619539,87.2221206420272
"339","Suburban","Summer",76.1079487733869,0,Inf,73.1854667063616,79.0876451507283
"340","Suburban","Winter",69.5538433267645,0,Inf,66.4926533800729,72.6839220029042
