"","urban2","season","estimate","p.value","s.value","conf.low","conf.high"
"1401","Suburban","Summer",75.8817535978244,0,Inf,73.0080702452979,78.8109063236785
"1402","Suburban","Winter",69.9517044604314,0,Inf,66.8960195287713,73.075628558044
"1403","Urban","Summer",64.0635950519815,0,Inf,61.4002075854755,66.7835281675129
"1404","Urban","Winter",63.1610506041719,0,Inf,60.2480513139657,66.1428191102145
"1405","Natural","Summer",98.8883377787556,0,Inf,96.9604977601143,100.835154970075
"1406","Natural","Winter",84.7892158511165,0,Inf,82.1880735691004,87.4308807198557
"1407","Suburban","Summer",76.5309216191264,0,Inf,73.6168703488627,79.501533791674
"1408","Suburban","Winter",69.8465182584493,0,Inf,66.7630494980469,72.9995940825323
"1409","Urban","Summer",65.4303326126292,0,Inf,62.7291493654666,68.1884543033521
"1410","Urban","Winter",64.4194862085122,0,Inf,61.4816303932698,67.4259051330354
"1411","Natural","Summer",98.6529845565677,0,Inf,96.7284176849235,100.596509463382
"1412","Natural","Winter",85.4965820844485,0,Inf,82.8622171501148,88.1721703078452
"1413","Suburban","Summer",75.2741275392928,0,Inf,72.3750044627783,78.230181020792
"1414","Suburban","Winter",69.1614705018024,0,Inf,65.9821991697969,72.4155449311554
"1415","Urban","Summer",66.0076891725398,0,Inf,63.3084289531112,68.7632981258522
"1416","Urban","Winter",64.9838090449594,0,Inf,62.1690082167472,67.8609291736555
"1417","Natural","Summer",98.5799486552951,0,Inf,96.6727510332532,100.50577592774
"1418","Natural","Winter",85.0132170173633,0,Inf,82.4078459602953,87.6591347609277
"1419","Suburban","Summer",76.0434598113774,0,Inf,73.1237865037165,79.0202858053114
"1420","Suburban","Winter",68.9572389137616,0,Inf,65.8343771737085,72.1524610478604
"1421","Urban","Summer",65.6124623046958,0,Inf,62.9012844037764,68.38084267484
"1422","Urban","Winter",63.1187676374544,0,Inf,60.3010367619296,66.0008369891695
"1423","Natural","Summer",98.4968085373838,0,Inf,96.5779478109813,100.434544671484
"1424","Natural","Winter",85.1805430378388,0,Inf,82.5659036197565,87.8359389350923
"1425","Suburban","Summer",74.2075298136358,0,Inf,71.366584336713,77.1039229218899
"1426","Suburban","Winter",70.8045109627569,0,Inf,67.6857788725506,73.9934842469008
"1427","Urban","Summer",65.0669004997442,0,Inf,62.3606585538156,67.8306227232508
"1428","Urban","Winter",64.6027023061305,0,Inf,61.7136086272244,67.5578836828149
"1429","Natural","Summer",98.4611312714187,0,Inf,96.5481963585301,100.392831481637
"1430","Natural","Winter",84.913830824467,0,Inf,82.3258806887512,87.5418305802003
"1431","Suburban","Summer",75.6746316122801,0,Inf,72.7350331405859,78.6724613784798
"1432","Suburban","Winter",69.8774252690186,0,Inf,66.6968355814982,73.1320956997661
"1433","Urban","Summer",64.7472452934525,0,Inf,62.095962112695,67.4539517844853
"1434","Urban","Winter",64.9742790628344,0,Inf,62.1017654203837,67.911733260986
"1435","Natural","Summer",98.5309022374763,0,Inf,96.6282159544541,100.452139030234
"1436","Natural","Winter",84.7884120089431,0,Inf,82.1846743052325,87.4327542337845
"1437","Suburban","Summer",74.6155890709614,0,Inf,71.7356708579788,77.552184158366
"1438","Suburban","Winter",70.4180448199274,0,Inf,67.2545686884225,73.6542217038144
"1439","Urban","Summer",66.3918682633443,0,Inf,63.6267125229843,69.2158382978035
"1440","Urban","Winter",65.3719827014387,0,Inf,62.5078371778949,68.3002850138422
"1441","Natural","Summer",99.26553975195,0,Inf,97.3309754991359,101.219141114585
"1442","Natural","Winter",84.7121666824128,0,Inf,82.110190351361,87.3547292559713
"1443","Suburban","Summer",75.0368011963708,0,Inf,72.1590073930637,77.9708635088834
"1444","Suburban","Winter",69.4275194074703,0,Inf,66.2646958786248,72.6640745924966
"1445","Urban","Summer",65.0435269071653,0,Inf,62.3596356710558,67.7839636117622
"1446","Urban","Winter",65.4952126426737,0,Inf,62.6069725453273,68.4485803664506
"1447","Natural","Summer",98.2481991714275,0,Inf,96.3408732368212,100.174220809539
"1448","Natural","Winter",84.5153490727467,0,Inf,81.9292790794078,87.1416015684774
"1449","Suburban","Summer",75.12365510733,0,Inf,72.2517767416144,78.0515025608283
"1450","Suburban","Winter",70.3268823857231,0,Inf,67.1004999168841,73.6290210714956
"1451","Urban","Summer",64.6654257016589,0,Inf,61.9840746842034,67.4035511168812
"1452","Urban","Winter",64.4793095363127,0,Inf,61.6775473325032,67.3433025201927
"1453","Natural","Summer",98.9827436059636,0,Inf,97.054896604678,100.92954963939
"1454","Natural","Winter",85.1911045958155,0,Inf,82.5617440809545,87.8616802759874
"1455","Suburban","Summer",76.4739566509609,0,Inf,73.5730135126118,79.4309906095897
"1456","Suburban","Winter",69.6550199620093,0,Inf,66.5421288645353,72.8390678853912
"1457","Urban","Summer",65.3001919348901,0,Inf,62.589124333881,68.0687366861209
"1458","Urban","Winter",64.5487413962889,0,Inf,61.6775827607263,67.4852161892832
"1459","Natural","Summer",98.8617089888161,0,Inf,96.9396984034901,100.802586719847
"1460","Natural","Winter",85.3316711698327,0,Inf,82.7041195966241,88.0003119021907
"1461","Suburban","Summer",75.220372958724,0,Inf,72.3625607235549,78.1335293743634
"1462","Suburban","Winter",68.6134350275085,0,Inf,65.5712349111831,71.7246159830089
"1463","Urban","Summer",66.3522018799118,0,Inf,63.6059762374927,69.1564661737618
"1464","Urban","Winter",65.0544294838868,0,Inf,62.140934926372,68.0346683309916
"1465","Natural","Summer",98.7302008548551,0,Inf,96.793801529094,100.685778052646
"1466","Natural","Winter",84.942642993584,0,Inf,82.341588111672,87.5841433820076
"1467","Suburban","Summer",76.2386583479126,0,Inf,73.3712785292223,79.1609985680155
"1468","Suburban","Winter",68.3793175728783,0,Inf,65.224277634659,71.6088739578406
"1469","Urban","Summer",66.6487474989721,0,Inf,63.9665165521866,69.3860648212386
"1470","Urban","Winter",62.6372503102973,0,Inf,59.8494565882972,65.4885023517576
"1471","Natural","Summer",98.7042299977902,0,Inf,96.7766160267312,100.650852408945
"1472","Natural","Winter",84.5725712932103,0,Inf,81.9591640040658,87.2269936970215
"1473","Suburban","Summer",75.0526515805228,0,Inf,72.2109213528354,77.9492234939625
"1474","Suburban","Winter",70.0841543625305,0,Inf,67.0043542705887,73.2331532941181
"1475","Urban","Summer",64.5477931627914,0,Inf,61.848055197755,67.305202456989
"1476","Urban","Winter",64.1936578620207,0,Inf,61.2947020553212,67.1595925209133
"1477","Natural","Summer",98.9498946874378,0,Inf,97.0210098892966,100.897765399273
"1478","Natural","Winter",84.7811758704607,0,Inf,82.2008049589672,87.4014236090713
"1479","Suburban","Summer",76.5473241960641,0,Inf,73.6338094621858,79.5173664493308
"1480","Suburban","Winter",70.3516907170616,0,Inf,67.1193430202805,73.6600509077012
"1481","Urban","Summer",64.4113518836434,0,Inf,61.7235694735296,67.1564141846301
"1482","Urban","Winter",64.6164109900634,0,Inf,61.7422016087624,67.5560068792285
"1483","Natural","Summer",99.3269704981636,0,Inf,97.4109866221072,101.261614125056
"1484","Natural","Winter",85.0924056185674,0,Inf,82.4680647928919,87.7578515280337
"1485","Suburban","Summer",75.042178135424,0,Inf,72.0804675736027,78.0635166238785
"1486","Suburban","Winter",69.5110481484214,0,Inf,66.331341078617,72.7651938554214
"1487","Urban","Summer",65.8123586038949,0,Inf,63.1054710872325,68.5760889003405
"1488","Urban","Winter",64.0394771129577,0,Inf,61.2281469090443,66.9139088008057
"1489","Natural","Summer",98.2376402936328,0,Inf,96.3222635183673,100.171873765541
"1490","Natural","Winter",85.200859462446,0,Inf,82.5687212125659,87.8742958911943
"1491","Suburban","Summer",75.1479791167102,0,Inf,72.1832326534509,78.1723912236784
"1492","Suburban","Winter",69.1255872253051,0,Inf,66.0982106771843,72.2207488645928
"1493","Urban","Summer",64.6420373502383,0,Inf,62.013260644621,67.3253811483443
"1494","Urban","Winter",63.725612131326,0,Inf,60.8295431865624,66.6890275395736
"1495","Natural","Summer",98.6850388627868,0,Inf,96.759126799292,100.629929376261
"1496","Natural","Winter",85.0121400997598,0,Inf,82.3914308053578,87.6738792122841
"1497","Suburban","Summer",75.5269114784061,0,Inf,72.6595991522761,78.4497096217645
"1498","Suburban","Winter",69.0619227896668,0,Inf,65.9856483941249,72.2082813194153
"1499","Urban","Summer",66.2744828167965,0,Inf,63.552975775997,69.0530456953638
"1500","Urban","Winter",64.5246059428057,0,Inf,61.6421906953188,67.4728816407447
"1501","Natural","Summer",98.6330449121828,0,Inf,96.713972662956,100.570970416528
"1502","Natural","Winter",84.4668443855319,0,Inf,81.8616031551401,87.1128946195103
"1503","Suburban","Summer",76.1716910905794,0,Inf,73.3004032096047,79.0981401360682
"1504","Suburban","Winter",69.8321887928924,0,Inf,66.5819979072927,73.1598293973457
"1505","Urban","Summer",65.964119660851,0,Inf,63.2087663347869,68.7782534010647
"1506","Urban","Winter",63.3396986203192,0,Inf,60.5746385040809,66.1664667648136
"1507","Natural","Summer",98.7235251589018,0,Inf,96.8144580620203,100.65123121264
"1508","Natural","Winter",84.4874539597508,0,Inf,81.892110478428,87.1232844901238
"1509","Suburban","Summer",74.584241776699,0,Inf,71.7391274037703,77.484681837338
"1510","Suburban","Winter",70.254600459341,0,Inf,67.1042308157462,73.4772343638501
"1511","Urban","Summer",65.2539802331511,0,Inf,62.5297577529717,68.0362870336483
"1512","Urban","Winter",64.8829636096099,0,Inf,62.035751540359,67.7940562242849
"1513","Natural","Summer",98.6901131923417,0,Inf,96.7637680270423,100.635444400743
"1514","Natural","Winter",84.144755940786,0,Inf,81.5669228190312,86.7626926070038
"1515","Suburban","Summer",76.3023285552251,0,Inf,73.4264204262448,79.2334806543625
"1516","Suburban","Winter",70.1625017973653,0,Inf,67.0264862250434,73.3702132024559
"1517","Urban","Summer",64.7350362537033,0,Inf,62.070894172599,67.4551570765694
"1518","Urban","Winter",63.8349003587906,0,Inf,60.9600774799454,66.775957500202
"1519","Natural","Summer",98.5021690831081,0,Inf,96.5917196478866,100.431326969782
"1520","Natural","Winter",84.6517354807453,0,Inf,82.0418394304248,87.3024967827067
"1521","Suburban","Summer",75.9619644020115,0,Inf,73.1038467303098,78.8748873135385
"1522","Suburban","Winter",69.1684556323291,0,Inf,66.0625042050469,72.345753198455
"1523","Urban","Summer",64.5841123339762,0,Inf,61.8571329509824,67.3699117759494
"1524","Urban","Winter",64.6381490553543,0,Inf,61.7860124777954,67.5546381923557
"1525","Natural","Summer",98.8799938757374,0,Inf,96.9552089555186,100.823697184539
"1526","Natural","Winter",84.8562898838788,0,Inf,82.2488340116451,87.5044341554482
"1527","Suburban","Summer",76.1367216993743,0,Inf,73.2313345622424,79.0986274336939
"1528","Suburban","Winter",70.0296337420315,0,Inf,66.9169058724601,73.2131215341167
"1529","Urban","Summer",65.5711225639145,0,Inf,62.844780794762,68.3553526242472
"1530","Urban","Winter",63.9611032139729,0,Inf,61.0699309155943,66.9191388714711
"1531","Natural","Summer",99.1610393478315,0,Inf,97.2376144013647,101.103301756606
"1532","Natural","Winter",84.767169075132,0,Inf,82.172786364152,87.4018730386497
"1533","Suburban","Summer",76.2113894332269,0,Inf,73.2727128219582,79.2078424543191
"1534","Suburban","Winter",69.903339563541,0,Inf,66.7685678346334,73.1100213633917
"1535","Urban","Summer",66.1033343573578,0,Inf,63.3641976603651,68.9004292892618
"1536","Urban","Winter",64.8721079229798,0,Inf,61.9414446215904,67.8705079471378
"1537","Natural","Summer",98.5849829429461,0,Inf,96.6602031065338,100.528738240473
"1538","Natural","Winter",85.0862639665584,0,Inf,82.4854991286609,87.7273958984858
"1539","Suburban","Summer",75.2528235313499,0,Inf,72.4424196746602,78.1167097125612
"1540","Suburban","Winter",69.5955737690156,0,Inf,66.3761836675719,72.8911997432447
"1541","Urban","Summer",65.2380057172412,0,Inf,62.5060705712288,68.0283727172329
"1542","Urban","Winter",64.0179994969063,0,Inf,61.2179575698626,66.8806529536398
"1543","Natural","Summer",98.6306792018146,0,Inf,96.7165962513526,100.563517476472
"1544","Natural","Winter",84.7695570935159,0,Inf,82.1579371363835,87.4220389605205
"1545","Suburban","Summer",76.2267753805713,0,Inf,73.2913951513201,79.2197893239783
"1546","Suburban","Winter",70.287513334691,0,Inf,67.1476491445302,73.499120692505
"1547","Urban","Summer",64.9979743692423,0,Inf,62.3195527354021,67.7327490954614
"1548","Urban","Winter",64.612788041208,0,Inf,61.7540744482295,67.536180689207
"1549","Natural","Summer",98.875169508884,0,Inf,96.9504732298536,100.818783357561
"1550","Natural","Winter",84.9901458501849,0,Inf,82.3974166784142,87.6230371923497
"1551","Suburban","Summer",74.6617737748145,0,Inf,71.8139832737748,77.5649364235729
"1552","Suburban","Winter",70.285939501323,0,Inf,67.0312422025846,73.6177906023188
"1553","Urban","Summer",65.667372144368,0,Inf,62.9034580150204,68.4907095821546
"1554","Urban","Winter",64.0297194423517,0,Inf,61.1897750446475,66.9340812985143
"1555","Natural","Summer",98.5619652491317,0,Inf,96.6456103190804,100.497133510031
"1556","Natural","Winter",84.6517106093635,0,Inf,82.0651834911198,87.2783687844802
"1557","Suburban","Summer",75.9009641129516,0,Inf,73.075810860625,78.77969758683
"1558","Suburban","Winter",68.7847267740693,0,Inf,65.6112608384459,72.033137582728
"1559","Urban","Summer",65.8166840108363,0,Inf,63.0349265989358,68.6585033507237
"1560","Urban","Winter",63.8503080263807,0,Inf,61.0215800958238,66.7431234679677
"1561","Natural","Summer",98.2439869044938,0,Inf,96.3389999773062,100.167624291369
"1562","Natural","Winter",84.5133970615748,0,Inf,81.9267761121138,87.1402187139834
"1563","Suburban","Summer",75.7170234761139,0,Inf,72.7735922031723,78.7188061730904
"1564","Suburban","Winter",68.8993899612961,0,Inf,65.7470561875626,72.1255360826329
"1565","Urban","Summer",64.7650604248379,0,Inf,62.0737613678334,67.5134705928697
"1566","Urban","Winter",64.1325155342207,0,Inf,61.2809103870799,67.048967831048
"1567","Natural","Summer",98.6784764381533,0,Inf,96.7585827769379,100.617230803765
"1568","Natural","Winter",85.4735562631197,0,Inf,82.8407039832087,88.1475953991353
"1569","Suburban","Summer",75.6484975476933,0,Inf,72.7828001234102,78.5695268814959
"1570","Suburban","Winter",70.3437992404036,0,Inf,67.2517998878292,73.5052896763381
"1571","Urban","Summer",64.8293471500585,0,Inf,62.1073220842498,67.6097499288869
"1572","Urban","Winter",64.1421543876164,0,Inf,61.2658330760428,67.0844548506527
"1573","Natural","Summer",98.8351420569682,0,Inf,96.9145658832018,100.774562200679
"1574","Natural","Winter",84.6550617376061,0,Inf,82.0468999075336,87.3040324724232
"1575","Suburban","Summer",75.8088638504984,0,Inf,72.8700220258734,78.8058015843234
"1576","Suburban","Winter",69.871756750242,0,Inf,66.7326468464853,73.0830115625838
"1577","Urban","Summer",65.1527393846525,0,Inf,62.4610426825856,67.9012170788568
"1578","Urban","Winter",64.454768547816,0,Inf,61.5923382481589,67.3822107629862
"1579","Natural","Summer",98.9842876475641,0,Inf,97.0717260238256,100.915507097322
"1580","Natural","Winter",85.1437211426235,0,Inf,82.5333332750033,87.794749858586
"1581","Suburban","Summer",75.7074760673069,0,Inf,72.7895668089193,78.6827266456426
"1582","Suburban","Winter",70.1676371305185,0,Inf,67.0247316229436,73.3825521198209
"1583","Urban","Summer",65.9724996923421,0,Inf,63.2647299828429,68.7370086375347
"1584","Urban","Winter",64.3378738699733,0,Inf,61.4946264294634,67.2453740917099
"1585","Natural","Summer",98.891271027665,0,Inf,96.973422632549,100.82789886978
"1586","Natural","Winter",84.6255881344673,0,Inf,82.0330882888806,87.2584186861118
"1587","Suburban","Summer",75.1820067862946,0,Inf,72.3272821349107,78.0919836600764
"1588","Suburban","Winter",70.5467195852083,0,Inf,67.3685439077354,73.7981441673459
"1589","Urban","Summer",66.1759643115729,0,Inf,63.4249494279255,68.9853810642058
"1590","Urban","Winter",64.4999930501911,0,Inf,61.642582690754,67.4221384253024
"1591","Natural","Summer",98.4779810161914,0,Inf,96.5523149032113,100.422660997468
"1592","Natural","Winter",85.2241329371469,0,Inf,82.6237332425559,87.864821999329
"1593","Suburban","Summer",75.021936184993,0,Inf,72.1392556995334,77.9610897390429
"1594","Suburban","Winter",69.7893221075857,0,Inf,66.5802790965946,73.0738906241216
"1595","Urban","Summer",65.2854900974963,0,Inf,62.5809255619182,68.0472665881554
"1596","Urban","Winter",64.2191672654823,0,Inf,61.3732595710003,67.1295711302235
"1597","Natural","Summer",98.5850899516387,0,Inf,96.6710047209932,100.517939309977
"1598","Natural","Winter",84.3770242794303,0,Inf,81.8023122945918,86.9916301513315
"1599","Suburban","Summer",75.4099036282336,0,Inf,72.4780600134267,78.3998760556208
"1600","Suburban","Winter",69.3719171686394,0,Inf,66.2399373874891,72.5762402251546
"1601","Urban","Summer",66.2941902497049,0,Inf,63.600032154751,69.0442343457259
"1602","Urban","Winter",66.0685067794001,0,Inf,63.1260184517083,69.0780208626811
"1603","Natural","Summer",98.2311162325163,0,Inf,96.3244362301727,100.156482496338
"1604","Natural","Winter",84.7452409228431,0,Inf,82.1535338271051,87.3771960710703
"1605","Suburban","Summer",75.682289317696,0,Inf,72.7673612372236,78.6544598696576
"1606","Suburban","Winter",69.5550345111008,0,Inf,66.4333596588746,72.7483782586776
"1607","Urban","Summer",65.888321102324,0,Inf,63.1493090023468,68.6854792835599
"1608","Urban","Winter",64.0217040734633,0,Inf,61.1380265594613,66.9718302752319
"1609","Natural","Summer",99.1307992729195,0,Inf,97.2106622422243,101.06971488633
"1610","Natural","Winter",84.9787574026497,0,Inf,82.3568110265133,87.6417890355755
"1611","Suburban","Summer",75.0039546894353,0,Inf,72.1285449389376,77.9355639257685
"1612","Suburban","Winter",70.4673344281511,0,Inf,67.3117063776358,73.695247019179
"1613","Urban","Summer",65.7171610591516,0,Inf,62.9555277653103,68.5380726427236
"1614","Urban","Winter",63.6127285953819,0,Inf,60.7770125447166,66.5130989373951
"1615","Natural","Summer",98.5248342482138,0,Inf,96.6020160486024,100.466600734965
"1616","Natural","Winter",84.758545157772,0,Inf,82.1792783716201,87.377665190383
"1617","Suburban","Summer",75.4532041864572,0,Inf,72.6236045220719,78.3368796063733
"1618","Suburban","Winter",69.6829664649029,0,Inf,66.4713419795505,72.9703576821509
"1619","Urban","Summer",65.7826981497639,0,Inf,63.041509120395,68.5822222405224
"1620","Urban","Winter",64.793474403037,0,Inf,61.927000780789,67.7247972327241
"1621","Natural","Summer",99.0074214469237,0,Inf,97.0906695456337,100.942909000298
"1622","Natural","Winter",85.0427396090325,0,Inf,82.4317097978154,87.6944794570701
"1623","Suburban","Summer",75.1449248191855,0,Inf,72.2360516288735,78.1112163253278
"1624","Suburban","Winter",69.4126130518889,0,Inf,66.2637745308956,72.6345410745027
"1625","Urban","Summer",66.0736001920979,0,Inf,63.3945318590148,68.8081120966376
"1626","Urban","Winter",63.6217688711442,0,Inf,60.8234302096644,66.4830403693881
"1627","Natural","Summer",98.9651976253424,0,Inf,97.0421789710153,100.907083374372
"1628","Natural","Winter",84.9743329213763,0,Inf,82.3865846184054,87.6020955936839
"1629","Suburban","Summer",75.5853531687822,0,Inf,72.7009024921193,78.5259172245769
"1630","Suburban","Winter",70.2807916909288,0,Inf,67.1567640906211,73.4758392489952
"1631","Urban","Summer",66.4701150104406,0,Inf,63.7494612421031,69.2476171043004
"1632","Urban","Winter",64.5487908989171,0,Inf,61.6435520704687,67.520923891932
"1633","Natural","Summer",98.778466183417,0,Inf,96.8774100611666,100.697994021163
"1634","Natural","Winter",85.1807704923633,0,Inf,82.5661752219852,87.8361207442458
"1635","Suburban","Summer",75.2528048992045,0,Inf,72.3683438137363,78.193632637595
"1636","Suburban","Winter",68.4535140372859,0,Inf,65.3653821007832,71.6129201296352
"1637","Urban","Summer",65.2215619367937,0,Inf,62.4730100030045,68.0292817179432
"1638","Urban","Winter",64.0248610817971,0,Inf,61.1801478134867,66.934215839141
"1639","Natural","Summer",98.5545893845945,0,Inf,96.6357843014153,100.492257600377
"1640","Natural","Winter",84.9976023942886,0,Inf,82.4055808452105,87.6297604468405
"1641","Suburban","Summer",74.7129435427096,0,Inf,71.8108081645112,77.6725659552286
"1642","Suburban","Winter",69.938864449063,0,Inf,66.7556572872003,73.1962090510851
"1643","Urban","Summer",66.8737217277295,0,Inf,64.1450065158541,69.6592738087668
"1644","Urban","Winter",63.4462288224663,0,Inf,60.5892474831849,66.3690254069323
"1645","Natural","Summer",98.8315358447052,0,Inf,96.9020123217113,100.780080897301
"1646","Natural","Winter",84.9676806455747,0,Inf,82.3754678205746,87.6000503012216
"1647","Suburban","Summer",76.2040907195711,0,Inf,73.2750078657166,79.1905752448561
"1648","Suburban","Winter",69.9359000892272,0,Inf,66.7876621332914,73.1566399328918
"1649","Urban","Summer",65.626016237683,0,Inf,62.9598246127017,68.347496547202
"1650","Urban","Winter",63.9373388337185,0,Inf,61.0585994674323,66.8823862708246
"1651","Natural","Summer",98.6452888522446,0,Inf,96.712123079792,100.597584799272
"1652","Natural","Winter",85.144448421441,0,Inf,82.543062058302,87.7861932954395
"1653","Suburban","Summer",75.9034548598966,0,Inf,73.0486674868641,78.812961557286
"1654","Suburban","Winter",70.1679325351686,0,Inf,67.0446409901188,73.3623269954314
"1655","Urban","Summer",66.1676461582069,0,Inf,63.4397791530989,68.9529333508479
"1656","Urban","Winter",65.7338934274223,0,Inf,62.7888467736672,68.746433496113
"1657","Natural","Summer",98.6694348067868,0,Inf,96.7464192228922,100.61137453829
"1658","Natural","Winter",84.7911396241695,0,Inf,82.1847534346792,87.4382123025409
"1659","Suburban","Summer",76.7019089032607,0,Inf,73.7984460752088,79.6613907415499
"1660","Suburban","Winter",70.5753780377603,0,Inf,67.381619116274,73.8430836476147
"1661","Urban","Summer",65.2638145334634,0,Inf,62.5454094477127,68.0400445704286
"1662","Urban","Winter",64.3417859571928,0,Inf,61.4923263373897,67.2557786444289
"1663","Natural","Summer",98.6451416529864,0,Inf,96.722319532406,100.586888800406
"1664","Natural","Winter",84.9944607342482,0,Inf,82.3785399930966,87.6512689497274
"1665","Suburban","Summer",75.0950381743798,0,Inf,72.1934306147021,78.0538134372468
"1666","Suburban","Winter",70.7971598089396,0,Inf,67.5992922046888,74.0689290373146
"1667","Urban","Summer",65.3757502333291,0,Inf,62.6944795770307,68.1131619639273
"1668","Urban","Winter",64.6308878347355,0,Inf,61.7974122083963,67.5278744988353
"1669","Natural","Summer",98.9810370903526,0,Inf,97.0520588509784,100.928997058841
"1670","Natural","Winter",85.2049726371677,0,Inf,82.5786462777211,87.8724115483129
"1671","Suburban","Summer",75.6076786962666,0,Inf,72.701452109524,78.5708604003302
"1672","Suburban","Winter",69.4927236465803,0,Inf,66.3785133225906,72.6783220010401
"1673","Urban","Summer",66.2607007407919,0,Inf,63.5711912778991,69.0059302368678
"1674","Urban","Winter",64.7758786514552,0,Inf,61.9113004619382,67.7052373293311
"1675","Natural","Summer",98.5938076058726,0,Inf,96.6830963860244,100.523214865429
"1676","Natural","Winter",84.7275143541059,0,Inf,82.1242163935622,87.371432647108
"1677","Suburban","Summer",75.3513390118942,0,Inf,72.4882729555832,78.2698564851062
"1678","Suburban","Winter",69.4888183436384,0,Inf,66.3596647046777,72.6900589239344
"1679","Urban","Summer",65.1341730811489,0,Inf,62.3878704479986,67.9396266865818
"1680","Urban","Winter",64.521699659064,0,Inf,61.6670628147766,67.440922241276
"1681","Natural","Summer",99.0248902954938,0,Inf,97.0912417596023,100.977604511991
"1682","Natural","Winter",84.6949511526584,0,Inf,82.1153505108143,87.3144458375485
"1683","Suburban","Summer",76.4832923367111,0,Inf,73.6056400329218,79.4161228858942
"1684","Suburban","Winter",69.9555653052268,0,Inf,66.7454901199533,73.241031303005
"1685","Urban","Summer",66.208988181574,0,Inf,63.4921930926607,68.982697057065
"1686","Urban","Winter",65.476934339277,0,Inf,62.5898052335689,68.4291589870301
"1687","Natural","Summer",98.9322135100835,0,Inf,97.0100249209432,100.873259176183
"1688","Natural","Winter",85.1709284596904,0,Inf,82.5317734868666,87.85161866232
"1689","Suburban","Summer",75.5528446820374,0,Inf,72.6590097484663,78.5031870989596
"1690","Suburban","Winter",70.1781243663796,0,Inf,67.0768206862101,73.3495115866254
"1691","Urban","Summer",66.5630644610068,0,Inf,63.841599263568,69.3413311501382
"1692","Urban","Winter",65.6117326087604,0,Inf,62.7388585530098,68.5489183226251
"1693","Natural","Summer",98.6523526551549,0,Inf,96.7386508186891,100.584798151692
"1694","Natural","Winter",84.8626695197764,0,Inf,82.236494004005,87.5301212671339
"1695","Suburban","Summer",75.791142977689,0,Inf,72.9101589611659,78.7279492891577
"1696","Suburban","Winter",68.6659366599333,0,Inf,65.5228942135439,71.8826072244786
"1697","Urban","Summer",65.6247863628007,0,Inf,62.8445417602702,68.4652061482017
"1698","Urban","Winter",66.0630430115579,0,Inf,63.1949580159224,68.9947753189409
"1699","Natural","Summer",98.6551781926907,0,Inf,96.7262511949921,100.603149221559
"1700","Natural","Winter",84.5482056220529,0,Inf,81.94662231374,87.190442739118
"1701","Suburban","Summer",75.5380530765115,0,Inf,72.6545596816129,78.4776580489775
"1702","Suburban","Winter",70.2916418114497,0,Inf,67.1286574868916,73.5274377604306
"1703","Urban","Summer",66.1156515008652,0,Inf,63.4420863787842,68.8443944280435
"1704","Urban","Winter",66.0689099274246,0,Inf,63.1835097014999,69.018731167706
"1705","Natural","Summer",98.3988579494805,0,Inf,96.4897592651771,100.326658317221
"1706","Natural","Winter",84.8536137307781,0,Inf,82.2393713991917,87.5087595224122
"1707","Suburban","Summer",75.9947713601458,0,Inf,73.0942131198595,78.9517659253512
"1708","Suburban","Winter",70.3948063238364,0,Inf,67.2886169110896,73.5710814480137
"1709","Urban","Summer",65.8065440614336,0,Inf,63.0606987930868,68.6109032083981
"1710","Urban","Winter",65.1541073472962,0,Inf,62.2569622437133,68.1171378955356
"1711","Natural","Summer",98.6039733627438,0,Inf,96.6838914474089,100.542934094064
"1712","Natural","Winter",84.7863210771327,0,Inf,82.1658643664912,87.4479106206964
"1713","Suburban","Summer",75.0369907294765,0,Inf,72.1520903799297,77.9784404468285
"1714","Suburban","Winter",70.3154420371394,0,Inf,67.2126186583401,73.4882783160179
"1715","Urban","Summer",65.2222401742571,0,Inf,62.5294168019887,67.9718307424626
"1716","Urban","Winter",63.771817139057,0,Inf,60.9213432334339,66.6874611249572
"1717","Natural","Summer",98.916182369879,0,Inf,96.9925379381193,100.858715685663
"1718","Natural","Winter",84.7251584472731,0,Inf,82.1066322103418,87.3847865747243
"1719","Suburban","Summer",75.5168837724657,0,Inf,72.7052226287417,78.3818847982414
"1720","Suburban","Winter",69.672801740807,0,Inf,66.6155938572738,72.7985972400897
"1721","Urban","Summer",66.0114456580645,0,Inf,63.2430505063335,68.8391415775742
"1722","Urban","Winter",65.6846756458684,0,Inf,62.7597079463771,68.6762600805653
"1723","Natural","Summer",99.2746159608506,0,Inf,97.352080558157,101.215949577537
"1724","Natural","Winter",85.2713716107769,0,Inf,82.6394578809522,87.944541734991
"1725","Suburban","Summer",75.0155551951779,0,Inf,72.0808509750779,78.0088152038169
"1726","Suburban","Winter",69.3370640530177,0,Inf,66.2866555803991,72.4560900872799
"1727","Urban","Summer",66.3408634472862,0,Inf,63.6454971164754,69.0921262639286
"1728","Urban","Winter",63.6257841428818,0,Inf,60.7493094134651,66.568793202739
"1729","Natural","Summer",98.3338697607855,0,Inf,96.4204136000554,100.266126036085
"1730","Natural","Winter",84.5370004250583,0,Inf,81.9230149514895,87.1920368461213
"1731","Suburban","Summer",74.6651620174786,0,Inf,71.7865210373014,77.6003907695671
"1732","Suburban","Winter",69.9773891896156,0,Inf,66.7892394829929,73.2398675525618
"1733","Urban","Summer",65.639612468207,0,Inf,62.8909793977439,68.4470319147838
