"","abslat","urban2","estimate","p.value","s.value","conf.low","conf.high"
"1",0,"natural",0.923942488689276,0,Inf,0.922871165682559,0.925015055350608
"2",0,"suburban",0.912589265068206,0,Inf,0.910993286809895,0.914188039336803
"3",0,"urban",0.906130351008392,0,Inf,0.90433889690002,0.907925353905645
"4",5,"natural",0.918843209746531,0,Inf,0.917907715631462,0.919779657279056
"5",5,"suburban",0.907909769367048,0,Inf,0.906522647033152,0.909299014216443
"6",5,"urban",0.901397642244889,0,Inf,0.899842490688192,0.902955481490142
"7",10,"natural",0.913772073946952,0,Inf,0.912968981631823,0.91457587270149
"8",10,"suburban",0.903254268776127,0,Inf,0.902070069230896,0.904440022888582
"9",10,"urban",0.896689652366717,0,Inf,0.895359888351683,0.898021391310891
"10",15,"natural",0.908728925967303,0,Inf,0.908053743989823,0.909404609975313
"11",15,"suburban",0.89862264025541,0,Inf,0.897633219589162,0.899613151515491
"12",15,"urban",0.89200625226741,0,Inf,0.890886164784698,0.893127748006326
"13",20,"natural",0.903713611341583,0,Inf,0.903159869193336,0.904267692998235
"14",20,"suburban",0.894014761395774,0,Inf,0.893207800377984,0.894822451455656
"15",20,"urban",0.887347313514827,0,Inf,0.886412698453886,0.888282914014394
"16",25,"natural",0.898725976456296,0,Inf,0.89828325343988,0.899168917670778
"17",25,"suburban",0.889430510415777,0,Inf,0.888785311510403,0.890076177692558
"18",25,"urban",0.882712708347625,0,Inf,0.8819246019937,0.883501518969946
"19",30,"natural",0.893765868545746,0,Inf,0.893415463345369,0.894116411178045
"20",30,"suburban",0.884869766158437,0,Inf,0.884348664467962,0.885391174907635
"21",30,"urban",0.878102309671758,0,Inf,0.877399749787593,0.878805432116365
"22",35,"natural",0.888833135687357,0,Inf,0.888540239284939,0.889126128639485
"23",35,"suburban",0.880332408088031,0,Inf,0.879869447244184,0.880795612527952
"24",35,"urban",0.873515991056992,0,Inf,0.872818018666124,0.874214521600244
"25",40,"natural",0.883927626797022,0,Inf,0.883638048075075,0.884217300417367
"26",40,"suburban",0.875818316286907,0,Inf,0.875326361263658,0.876310547801023
"27",40,"urban",0.868953626733432,0,Inf,0.868180261888432,0.869727680482811
"28",45,"natural",0.87904919162447,0,Inf,0.878708835792327,0.879389679288784
"29",45,"suburban",0.871327371452317,0,Inf,0.870734068829965,0.871921078340465
"30",45,"urban",0.864415091588084,0,Inf,0.863508083767503,0.865323052107548
"31",50,"natural",0.874197680748673,0,Inf,0.873772687161223,0.874622881048409
"32",50,"suburban",0.866859454893264,0,Inf,0.866123435591439,0.867596099653759
"33",50,"urban",0.859900261161413,0,Inf,0.858824521896951,0.860977347866401
"34",55,"natural",0.86937294557326,0,Inf,0.868846560426787,0.869899649626817
"35",55,"suburban",0.862414448527363,0,Inf,0.861515205839745,0.863314629837311
"36",55,"urban",0.855409011643938,0,Inf,0.854144831011375,0.856675063332338
"37",60,"natural",0.864574838321972,0,Inf,0.863939115356397,0.865211029079411
"38",60,"suburban",0.857992234877722,0,Inf,0.856919731095908,0.85906608098405
"39",60,"urban",0.85094121987283,0,Inf,0.849477678936973,0.852407282301747
"40",65,"natural",0.859803212034132,0,Inf,0.859054381762994,0.860552695054138
"41",65,"suburban",0.853592697069837,0,Inf,0.852342027852332,0.854845201435018
"42",65,"urban",0.846496763328542,0,Inf,0.844827882640585,0.848168940738598
"43",70,"natural",0.855057920560147,0,Inf,0.854194291906814,0.855922422380696
"44",70,"suburban",0.849215718828503,0,Inf,0.847784640935687,0.850649212410205
"45",70,"urban",0.842075520131442,0,Inf,0.840198179474039,0.843957055522934
"46",0,"natural",0.923874568301115,0,Inf,0.922798915742321,0.924951474684993
"47",0,"suburban",0.911548385382916,0,Inf,0.909967233491751,0.913132284671141
"48",0,"urban",0.905581549947039,0,Inf,0.903786001456042,0.90738066564795
"49",5,"natural",0.918785908829452,0,Inf,0.91784664471636,0.91972613412389
